Parameter S1 S1_conf ST ST_conf
alpha -70951.308642 0.000000 122897.802469 0.000000
N 225574.913580 0.000000 1242238.246914 0.000000
M -712216.296296 0.000000 12383605.555556 0.000000
k1 4992.987654 0.000000 608.617284 0.000000
k2 -26841.283951 0.000000 17588.543210 0.000000
tau1 -53141.925926 0.000000 68944.222222 0.000000
tau2 2416.987654 0.000000 142.617284 0.000000
tauAch -21848.296296 0.000000 11653.555556 0.000000
tauNor 104979.950617 0.000000 269051.876543 0.000000
beta -66626.172840 0.000000 108370.987654 0.000000
h0 -101100.049383 0.000000 249531.876543 0.000000
mNor -32661.135802 0.000000 26042.691358 0.000000
mAch -64908.839506 0.000000 102856.320988 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N 8300412.641975 0.000000
alpha M -23101030.913580 0.000000
alpha k1 914343.308642 0.000000
alpha k2 -151610.469136 0.000000
alpha tau1 -1032273.580247 0.000000
alpha tau2 828087.308642 0.000000
alpha tauAch 15577.086420 0.000000
alpha tauNor 4262353.975309 0.000000
alpha beta -1483786.469136 0.000000
alpha h0 -2638126.024691 0.000000
alpha mNor -346485.135802 0.000000
alpha mAch -1426282.469136 0.000000
N M -296496.395062 0.000000
N k1 -222993.580247 0.000000
N k2 -226256.098765 0.000000
N tau1 -228951.506173 0.000000
N tau2 -223257.580247 0.000000
N tauAch -225744.395062 0.000000
N tauNor -212746.469136 0.000000
N beta -230333.432099 0.000000
N h0 -233866.469136 0.000000
N mNor -226852.543210 0.000000
N mAch -230157.432099 0.000000
M k1 807647.407407 0.000000
M k2 687033.086420 0.000000
M tau1 587384.691358 0.000000
M tau2 797887.407407 0.000000
M tauAch 705950.617284 0.000000
M tauNor 1186480.000000 0.000000
M beta 536295.308642 0.000000
M h0 405680.000000 0.000000
M mNor 664982.716049 0.000000
M mAch 542801.975309 0.000000
k1 k2 -69684.938272 0.000000
k1 tau1 -325666.962963 0.000000
k1 tau2 215083.456790 0.000000
k1 tauAch -21088.592593 0.000000
k1 tauNor 1213320.493827 0.000000
k1 beta -456908.049383 0.000000
k1 h0 -792439.506173 0.000000
k1 mNor -126329.086420 0.000000
k1 mAch -440193.382716 0.000000
k2 tau1 2079.604938 0.000000
k2 tau2 43835.061728 0.000000
k2 tauAch 25598.419753 0.000000
k2 tauNor 120916.543210 0.000000
k2 beta -8054.518519 0.000000
k2 h0 -33963.456790 0.000000
k2 mNor 17472.000000 0.000000
k2 mAch -6763.851852 0.000000
tau1 tau2 -27402.962963 0.000000
tau1 tauAch 59032.691358 0.000000
tau1 tauNor -392743.703704 0.000000
tau1 beta 218536.493827 0.000000
tau1 h0 341336.296296 0.000000
tau1 mNor 97549.234568 0.000000
tau1 mAch 212419.160494 0.000000
tau2 tauAch -30663.901235 0.000000
tau2 tauNor 2135657.086420 0.000000
tau2 beta -795503.407407 0.000000
tau2 h0 -1384342.913580 0.000000
tau2 mNor -215355.259259 0.000000
tau2 mAch -766170.074074 0.000000
tauAch tauNor -619573.925926 0.000000
tauAch beta 259774.222222 0.000000
tauAch h0 436426.074074 0.000000
tauAch mNor 85729.777778 0.000000
tauAch mAch 250974.222222 0.000000
tauNor beta -244851.555556 0.000000
tauNor h0 -348701.432099 0.000000
tauNor mNor -142534.518519 0.000000
tauNor mAch -239678.222222 0.000000
beta h0 412861.432099 0.000000
beta mNor 119976.888889 0.000000
beta mAch 257981.037037 0.000000
h0 mNor 61532.246914 0.000000
h0 mAch -40819.160494 0.000000
mNor mAch -2015585.777778 0.000000
