Parameter S1 S1_conf ST ST_conf
alpha -13.243164 0.000000 2.461426 0.000000
N 21.729980 0.000000 6.627075 0.000000
M -109.489258 0.000000 168.246582 0.000000
k1 50.407959 0.000000 35.661652 0.000000
k2 -7.833984 0.000000 0.861328 0.000000
tau1 348.612305 0.000000 1705.645020 0.000000
tau2 10.725098 0.000000 1.614380 0.000000
tauAch -17.999512 0.000000 4.546997 0.000000
tauNor 118.733826 0.000000 197.857332 0.000000
beta 118.815430 0.000000 198.129395 0.000000
h0 8.207031 0.000000 0.945312 0.000000
mNor -15.877808 0.000000 3.538216 0.000000
mAch -3.590576 0.000000 0.180939 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N 22.517090 0.000000
alpha M -4.276367 0.000000
alpha k1 28.372803 0.000000
alpha k2 16.480469 0.000000
alpha tau1 89.262695 0.000000
alpha tau2 20.270020 0.000000
alpha tauAch 14.404785 0.000000
alpha tauNor 42.324158 0.000000
alpha beta 42.340820 0.000000
alpha h0 19.755859 0.000000
alpha mNor 14.838013 0.000000
alpha mAch 17.346924 0.000000
N M 117.977051 0.000000
N k1 -142.379150 0.000000
N k2 -47.545410 0.000000
N tau1 -627.937012 0.000000
N tau2 -77.764648 0.000000
N tauAch -30.993164 0.000000
N tauNor -253.632263 0.000000
N beta -253.765137 0.000000
N h0 -73.664551 0.000000
N mNor -34.447876 0.000000
N mAch -54.454834 0.000000
M k1 0.284302 0.000000
M k2 86.122559 0.000000
M tau1 -439.215820 0.000000
M tau2 58.769775 0.000000
M tauAch 101.104736 0.000000
M tauNor -100.415863 0.000000
M beta -100.536133 0.000000
M h0 62.480957 0.000000
M mNor 97.977722 0.000000
M mAch 79.868530 0.000000
k1 k2 -62.610107 0.000000
k1 tau1 -336.943115 0.000000
k1 tau2 -76.893799 0.000000
k1 tauAch -54.786377 0.000000
k1 tauNor -160.020935 0.000000
k1 beta -160.083740 0.000000
k1 h0 -74.955811 0.000000
k1 mNor -56.419312 0.000000
k1 mAch -65.875977 0.000000
k2 tau1 -573.033203 0.000000
k2 tau2 -45.858398 0.000000
k2 tauAch -1.041992 0.000000
k2 tauNor -214.374634 0.000000
k2 beta -214.501953 0.000000
k2 h0 -41.929688 0.000000
k2 mNor -4.352295 0.000000
k2 mAch -23.522949 0.000000
tau1 tau2 -388.070801 0.000000
tau1 tauAch -355.135254 0.000000
tau1 tauNor -511.913269 0.000000
tau1 beta -512.006836 0.000000
tau1 h0 -385.183594 0.000000
tau1 mNor -357.567993 0.000000
tau1 mAch -371.656494 0.000000
tau2 tauAch -15.743896 0.000000
tau2 tauNor -136.369904 0.000000
tau2 beta -136.441895 0.000000
tau2 h0 -38.863281 0.000000
tau2 mNor -17.615662 0.000000
tau2 mAch -28.455444 0.000000
tauAch tauNor -179.042862 0.000000
tauAch beta -179.155762 0.000000
tauAch h0 -26.128174 0.000000
tauAch mNor 7.193390 0.000000
tauAch mAch -9.806091 0.000000
tauNor beta -482.081482 0.000000
tauNor h0 -200.059021 0.000000
tauNor mNor -138.648987 0.000000
tauNor mAch -169.978210 0.000000
beta h0 -162.734375 0.000000
beta mNor -129.570435 0.000000
beta mAch -146.489502 0.000000
h0 mNor -20.311523 0.000000
h0 mAch -39.353516 0.000000
mNor mAch -12.848511 0.000000
