Parameter S1 S1_conf ST ST_conf
alpha -53.784844 0.000000 211.922578 0.000000
N -29.945781 0.000000 65.694453 0.000000
M 20.932656 0.000000 32.100078 0.000000
k1 -9.666250 0.000000 6.845000 0.000000
k2 4.065703 0.000000 1.210957 0.000000
tau1 -12.458359 0.000000 11.370488 0.000000
tau2 -7.421133 0.000000 4.034575 0.000000
tauAch 22.957344 0.000000 38.610078 0.000000
tauNor -11.168437 0.000000 9.137813 0.000000
beta -7.151719 0.000000 3.746953 0.000000
h0 -5.247451 0.000000 2.017224 0.000000
mNor 18.320156 0.000000 24.587578 0.000000
mAch -11.397031 0.000000 9.515703 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N 140.991719 0.000000
alpha M -15.538594 0.000000
alpha k1 78.600625 0.000000
alpha k2 36.353516 0.000000
alpha tau1 87.190703 0.000000
alpha tau2 71.693398 0.000000
alpha tauAch -21.767656 0.000000
alpha tauNor 83.222188 0.000000
alpha beta 70.864531 0.000000
alpha h0 65.005947 0.000000
alpha mNor -7.501094 0.000000
alpha mAch 83.925469 0.000000
N M 58.650859 0.000000
N k1 19.670195 0.000000
N k2 37.163652 0.000000
N tau1 16.113262 0.000000
N tau2 22.530303 0.000000
N tauAch 61.230156 0.000000
N tauNor 17.756523 0.000000
N beta 22.873516 0.000000
N h0 25.299407 0.000000
N mNor 55.322734 0.000000
N mAch 17.465312 0.000000
M k1 9.942344 0.000000
M k2 -42.620156 0.000000
M tau1 20.629844 0.000000
M tau2 1.348594 0.000000
M tauAch -114.932656 0.000000
M tauNor 15.692344 0.000000
M beta 0.317344 0.000000
M h0 -6.971719 0.000000
M mNor -97.182656 0.000000
M mAch 16.567344 0.000000
k1 k2 -20.696250 0.000000
k1 tau1 67.853750 0.000000
k1 tau2 40.860000 0.000000
k1 tauAch -121.933750 0.000000
k1 tauNor 60.941250 0.000000
k1 beta 39.416250 0.000000
k1 h0 29.211562 0.000000
k1 mNor -97.083750 0.000000
k1 mAch 62.166250 0.000000
k2 tau1 -79.137969 0.000000
k2 tau2 -44.311211 0.000000
k2 tauAch 165.721797 0.000000
k2 tauNor -70.219609 0.000000
k2 beta -42.448516 0.000000
k2 h0 -29.282646 0.000000
k2 mNor 133.660859 0.000000
k2 mAch -71.800078 0.000000
tau1 tau2 46.130898 0.000000
tau1 tauAch -129.599141 0.000000
tau1 tauNor 67.807891 0.000000
tau1 beta 44.572422 0.000000
tau1 h0 33.556826 0.000000
tau1 mNor -102.774453 0.000000
tau1 mAch 69.130234 0.000000
tau2 tauAch -399.716367 0.000000
tau2 tauNor 166.053164 0.000000
tau2 beta 99.460195 0.000000
tau2 h0 67.889443 0.000000
tau2 mNor -322.836680 0.000000
tau2 mAch 169.843008 0.000000
tauAch tauNor 373.370937 0.000000
tauAch beta 206.994219 0.000000
tauAch h0 128.117451 0.000000
tauAch mNor -848.077656 0.000000
tauAch mAch 382.839531 0.000000
tauNor beta 19.641875 0.000000
tauNor h0 16.735361 0.000000
tauNor mNor -19.236250 0.000000
tauNor mAch 26.121562 0.000000
beta h0 48.519722 0.000000
beta mNor -218.786563 0.000000
beta mAch 118.268906 0.000000
h0 mNor -1.710361 0.000000
h0 mAch 8.669326 0.000000
mNor mAch 11.000156 0.000000
