Parameter S1 S1_conf ST ST_conf
alpha -582.604616 0.000000 1449.136799 0.000000
N -178.617236 0.000000 136.209773 0.000000
M -381.954400 0.000000 622.851590 0.000000
k1 -160.188473 0.000000 109.552948 0.000000
k2 449.702571 0.000000 863.400474 0.000000
tau1 6.522800 0.000000 0.181648 0.000000
tau2 -128.751173 0.000000 70.772401 0.000000
tauAch -130.632037 0.000000 72.855265 0.000000
tauNor -218.930733 0.000000 204.632685 0.000000
beta -151.525380 0.000000 98.023974 0.000000
h0 -630.080221 0.000000 1694.935735 0.000000
mNor 468.640927 0.000000 937.652614 0.000000
mAch -224.897612 0.000000 215.939072 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N 742.965504 0.000000
alpha M 1135.129539 0.000000
alpha k1 707.423070 0.000000
alpha k2 -468.836731 0.000000
alpha tau1 385.897166 0.000000
alpha tau2 646.791858 0.000000
alpha tauAch 650.419367 0.000000
alpha tauNor 820.715696 0.000000
alpha beta 690.715088 0.000000
alpha h0 1613.674734 0.000000
alpha mNor -505.361987 0.000000
alpha mAch 832.223654 0.000000
N M 761.467794 0.000000
N k1 310.286419 0.000000
N k2 -930.533050 0.000000
N tau1 -28.886611 0.000000
N tau2 246.327430 0.000000
N tauAch 250.154036 0.000000
N tauNor 429.797174 0.000000
N beta 292.661410 0.000000
N h0 1266.278207 0.000000
N mNor -969.063016 0.000000
N mAch 441.936752 0.000000
M k1 458.418376 0.000000
M k2 -262.160173 0.000000
M tau1 261.451117 0.000000
M tau2 421.275603 0.000000
M tauAch 423.497820 0.000000
M tauNor 527.821611 0.000000
M beta 448.183040 0.000000
M h0 1013.589528 0.000000
M mNor -284.535601 0.000000
M mAch 534.871404 0.000000
k1 k2 20240.484026 0.000000
k1 tau1 3916.882788 0.000000
k1 tau2 -1065.651459 0.000000
k1 tauAch -1134.929161 0.000000
k1 tauNor -4387.227200 0.000000
k1 beta -1904.491814 0.000000
k1 h0 -19531.059885 0.000000
k1 mNor 20938.038821 0.000000
k1 mAch -4607.004738 0.000000
k2 tau1 -736.815725 0.000000
k2 tau2 -356.015212 0.000000
k2 tauAch -350.720520 0.000000
k2 tauNor -102.156897 0.000000
k2 beta -291.905098 0.000000
k2 h0 1055.241925 0.000000
k2 mNor -2037.692877 0.000000
k2 mAch -85.359942 0.000000
tau1 tau2 16.995144 0.000000
tau1 tauAch 18.324249 0.000000
tau1 tauNor 80.720131 0.000000
tau1 beta 33.088437 0.000000
tau1 h0 371.257096 0.000000
tau1 mNor -405.149336 0.000000
tau1 mAch 84.936600 0.000000
tau2 tauAch 207.976872 0.000000
tau2 tauNor 406.928364 0.000000
tau2 beta 255.053012 0.000000
tau2 h0 1333.315819 0.000000
tau2 mNor -1142.283731 0.000000
tau2 mAch 420.372725 0.000000
tauAch tauNor 205.020994 0.000000
tauAch beta 164.407135 0.000000
tauAch h0 452.751572 0.000000
tauAch mNor -209.262690 0.000000
tauAch mAch 208.616227 0.000000
tauNor beta 283.181472 0.000000
tauNor h0 831.702242 0.000000
tauNor mNor -427.654719 0.000000
tauNor mAch 367.280910 0.000000
beta h0 -322.348998 0.000000
beta mNor 651.549083 0.000000
beta mAch 36.801789 0.000000
h0 mNor 174.797126 0.000000
h0 mAch 734.538693 0.000000
mNor mAch -230.408236 0.000000
