Parameter S1 S1_conf ST ST_conf
alpha -43.105926 0.000000 55.456893 0.000000
N -19.584640 0.000000 11.447556 0.000000
M 73.021711 0.000000 159.142283 0.000000
k1 -12.075099 0.000000 4.351740 0.000000
k2 -24.530943 0.000000 17.960155 0.000000
tau1 -26.319091 0.000000 20.673945 0.000000
tau2 -24.544541 0.000000 17.980072 0.000000
tauAch -52.352623 0.000000 81.800973 0.000000
tauNor 7.206984 0.000000 1.550204 0.000000
beta -35.966932 0.000000 38.608983 0.000000
h0 -45.934327 0.000000 62.973278 0.000000
mNor 5.779186 0.000000 0.996816 0.000000
mAch -23.089546 0.000000 15.911546 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N 54.051273 0.000000
alpha M 243.360603 0.000000
alpha k1 69.402556 0.000000
alpha k2 43.939857 0.000000
alpha tau1 40.284459 0.000000
alpha tau2 43.912059 0.000000
alpha tauAch -12.934250 0.000000
alpha tauNor 108.819704 0.000000
alpha beta 20.561986 0.000000
alpha h0 0.186267 0.000000
alpha mNor 105.900945 0.000000
alpha mAch 46.886414 0.000000
N M -44.344190 0.000000
N k1 11.189766 0.000000
N k2 19.318418 0.000000
N tau1 20.485359 0.000000
N tau2 19.327292 0.000000
N tauAch 37.474774 0.000000
N tauNor -1.393671 0.000000
N beta 26.781515 0.000000
N h0 33.286211 0.000000
N mNor -0.461893 0.000000
N mAch 18.377766 0.000000
M k1 -91.899736 0.000000
M k2 -73.620379 0.000000
M tau1 -70.996214 0.000000
M tau2 -73.600424 0.000000
M tauAch -32.791161 0.000000
M tauNor -120.196819 0.000000
M beta -56.837695 0.000000
M h0 -42.210218 0.000000
M mNor -118.101478 0.000000
M mAch -75.735676 0.000000
k1 k2 15.253871 0.000000
k1 tau1 1.320250 0.000000
k1 tau2 15.147912 0.000000
k1 tauAch -201.538438 0.000000
k1 tauNor 262.562400 0.000000
k1 beta -73.857728 0.000000
k1 h0 -151.525745 0.000000
k1 mNor 251.436695 0.000000
k1 mAch 26.485535 0.000000
k2 tau1 28.332110 0.000000
k2 tau2 23.444896 0.000000
k2 tauAch 100.029978 0.000000
k2 tauNor -64.000662 0.000000
k2 beta 54.902827 0.000000
k2 h0 82.353616 0.000000
k2 mNor -60.068421 0.000000
k2 mAch 19.437755 0.000000
tau1 tau2 25.436298 0.000000
tau1 tauAch 87.688480 0.000000
tau1 tauNor -45.643823 0.000000
tau1 beta 51.006876 0.000000
tau1 h0 73.320250 0.000000
tau1 mNor -42.447501 0.000000
tau1 mAch 22.179093 0.000000
tau2 tauAch 41.856138 0.000000
tau2 tauNor 4.244633 0.000000
tau2 beta 31.508681 0.000000
tau2 h0 37.803026 0.000000
tau2 mNor 5.146279 0.000000
tau2 mAch 23.376696 0.000000
tauAch tauNor -4.007020 0.000000
tauAch beta 71.687509 0.000000
tauAch h0 89.162813 0.000000
tauAch mNor -1.503736 0.000000
tauAch mAch 49.110275 0.000000
tauNor beta -6.813126 0.000000
tauNor h0 -6.457147 0.000000
tauNor mNor -8.304058 0.000000
tauNor mAch -7.273032 0.000000
beta h0 40.602289 0.000000
beta mNor 29.185020 0.000000
beta mAch 35.558636 0.000000
h0 mNor 17.210936 0.000000
h0 mAch 44.205075 0.000000
mNor mAch 1.305946 0.000000
