Parameter S1 S1_conf ST ST_conf
alpha 669.585596 0.000000 13214.121513 0.000000
N 431.646048 0.000000 5491.381651 0.000000
M -81.722053 0.000000 196.836046 0.000000
k1 -189.431363 0.000000 1057.620496 0.000000
k2 413.702709 0.000000 5044.322212 0.000000
tau1 77.370454 0.000000 176.431603 0.000000
tau2 -186.258994 0.000000 1022.493598 0.000000
tauAch -204.905794 0.000000 1237.469679 0.000000
tauNor 53.952358 0.000000 85.792030 0.000000
beta -37.590106 0.000000 41.645989 0.000000
h0 30.598830 0.000000 27.595339 0.000000
mNor -24.546352 0.000000 17.758243 0.000000
mAch -5.185897 0.000000 0.792636 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N 2134.467166 0.000000
alpha M -1016.494096 0.000000
alpha k1 -1677.594506 0.000000
alpha k2 2024.334172 0.000000
alpha tau1 -40.012842 0.000000
alpha tau2 -1658.123076 0.000000
alpha tauAch -1772.573784 0.000000
alpha tauNor -183.748914 0.000000
alpha beta -745.620122 0.000000
alpha h0 -327.088673 0.000000
alpha mNor -665.559902 0.000000
alpha mAch -546.728905 0.000000
N M -385.180236 0.000000
N k1 -296.630755 0.000000
N k2 -792.476555 0.000000
N tau1 -515.972633 0.000000
N tau2 -299.238808 0.000000
N tauAch -283.908988 0.000000
N tauNor -496.720256 0.000000
N beta -421.461789 0.000000
N h0 -477.520962 0.000000
N mNor -432.185260 0.000000
N mAch -448.101787 0.000000
M k1 222.922257 0.000000
M k2 -295.637726 0.000000
M tau1 -6.467446 0.000000
M tau2 220.194732 0.000000
M tauAch 236.226796 0.000000
M tauNor 13.666863 0.000000
M beta 92.372843 0.000000
M h0 33.745657 0.000000
M mNor 81.158141 0.000000
M mAch 64.512493 0.000000
k1 k2 3099.286737 0.000000
k1 tau1 869.468565 0.000000
k1 tau2 -878.343978 0.000000
k1 tauAch -1001.968671 0.000000
k1 tauNor 714.211090 0.000000
k1 beta 107.302164 0.000000
k1 h0 559.381695 0.000000
k1 mNor 193.779744 0.000000
k1 mAch 322.135836 0.000000
k2 tau1 -29.137315 0.000000
k2 tau2 -1017.536504 0.000000
k2 tauAch -1087.447060 0.000000
k2 tauNor -116.936411 0.000000
k2 beta -460.147297 0.000000
k2 h0 -204.493427 0.000000
k2 mNor -411.243672 0.000000
k2 mAch -338.657479 0.000000
tau1 tau2 -369.027726 0.000000
tau1 tauAch -402.795167 0.000000
tau1 tauNor 65.970395 0.000000
tau1 beta -99.803617 0.000000
tau1 h0 23.679552 0.000000
tau1 mNor -76.182716 0.000000
tau1 mAch -41.122918 0.000000
tau2 tauAch -1633.095542 0.000000
tau2 tauNor 987.635820 0.000000
tau2 beta 60.841732 0.000000
tau2 h0 751.200068 0.000000
tau2 mNor 192.899288 0.000000
tau2 mAch 388.908380 0.000000
tauAch tauNor 260.878492 0.000000
tauAch beta 196.145941 0.000000
tauAch h0 244.364480 0.000000
tauAch mNor 205.369589 0.000000
tauAch mAch 219.059975 0.000000
tauNor beta -60.444078 0.000000
tauNor h0 -24.710453 0.000000
tauNor mNor -53.608649 0.000000
tauNor mAch -43.463027 0.000000
beta h0 118.251261 0.000000
beta mNor 38.538193 0.000000
beta mAch 66.523979 0.000000
h0 mNor -31.231245 0.000000
h0 mAch -49.898939 0.000000
mNor mAch -51.557434 0.000000
