Parameter S1 S1_conf ST ST_conf
alpha 31.308522 0.000000 16.070911 0.000000
N 9.048971 0.000000 1.342498 0.000000
M -159.437976 0.000000 416.772348 0.000000
k1 -25.844380 0.000000 10.950844 0.000000
k2 -293.556787 0.000000 1412.861535 0.000000
tau1 25.349723 0.000000 10.535661 0.000000
tau2 18.285109 0.000000 5.481639 0.000000
tauAch -50.143674 0.000000 41.223765 0.000000
tauNor 95.293035 0.000000 148.880447 0.000000
beta -8.159926 0.000000 1.091661 0.000000
h0 99.036383 0.000000 160.806977 0.000000
mNor -86.457969 0.000000 122.553414 0.000000
mAch -72.655090 0.000000 86.546088 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N -53.756995 0.000000
alpha M 78.949689 0.000000
alpha k1 -26.273674 0.000000
alpha k2 184.586731 0.000000
alpha tau1 -66.596084 0.000000
alpha tau2 -61.031727 0.000000
alpha tauAch -7.134632 0.000000
alpha tauNor -121.686078 0.000000
alpha beta -40.202618 0.000000
alpha h0 -124.634480 0.000000
alpha mNor 21.467879 0.000000
alpha mAch 10.596209 0.000000
N M 74.374512 0.000000
N k1 -5.239508 0.000000
N k2 154.301528 0.000000
N tau1 -35.748218 0.000000
N tau2 -31.538119 0.000000
N tauAch 9.241459 0.000000
N tauNor -77.430367 0.000000
N beta -15.778415 0.000000
N h0 -79.661185 0.000000
N mNor 30.882669 0.000000
N mAch 22.656955 0.000000
M k1 168.693418 0.000000
M k2 556.313086 0.000000
M tau1 94.569691 0.000000
M tau2 104.798516 0.000000
M tauAch 203.876264 0.000000
M tauNor -6.700935 0.000000
M beta 143.088171 0.000000
M h0 -12.120913 0.000000
M mNor 256.455579 0.000000
M mAch 236.470448 0.000000
k1 k2 699.776767 0.000000
k1 tau1 -84.308253 0.000000
k1 tau2 -66.938717 0.000000
k1 tauAch 101.304898 0.000000
k1 tauNor -256.275588 0.000000
k1 beta -1.919174 0.000000
k1 h0 -265.479235 0.000000
k1 mNor 190.589669 0.000000
k1 mAch 156.652980 0.000000
k2 tau1 307.652733 0.000000
k2 tau2 305.429999 0.000000
k2 tauAch 283.900301 0.000000
k2 tauNor 329.658945 0.000000
k2 beta 297.109617 0.000000
k2 h0 330.836712 0.000000
k2 mNor 272.474761 0.000000
k2 mAch 276.817551 0.000000
tau1 tau2 -306.875287 0.000000
tau1 tauAch 203.615093 0.000000
tau1 tauNor -881.367530 0.000000
tau1 beta -109.590823 0.000000
tau1 h0 -909.293543 0.000000
tau1 mNor 474.525921 0.000000
tau1 mAch 371.554089 0.000000
tau2 tauAch 126.869712 0.000000
tau2 tauNor -560.967228 0.000000
tau2 beta -71.690702 0.000000
tau2 h0 -578.671238 0.000000
tau2 mNor 298.616680 0.000000
tau2 mAch 233.336528 0.000000
tauAch tauNor -96.995614 0.000000
tauAch beta 35.663630 0.000000
tauAch h0 -101.795764 0.000000
tauAch mNor 136.066357 0.000000
tauAch mAch 118.366723 0.000000
tauNor beta -100.257379 0.000000
tauNor h0 -147.384012 0.000000
tauNor mNor -65.835268 0.000000
tauNor mAch -71.903417 0.000000
beta h0 1067.788359 0.000000
beta mNor -591.066444 0.000000
beta mAch -467.628869 0.000000
h0 mNor -55.231592 0.000000
h0 mAch -64.255156 0.000000
mNor mAch -1586.292820 0.000000
