Parameter S1 S1_conf ST ST_conf
alpha -1041.525749 0.000000 7732.076646 0.000000
N 6.860418 0.000000 0.335473 0.000000
M -381.096204 0.000000 1035.202647 0.000000
k1 -130.004916 0.000000 120.469103 0.000000
k2 -276.188983 0.000000 543.711889 0.000000
tau1 -220.390919 0.000000 346.213118 0.000000
tau2 -172.996867 0.000000 213.320505 0.000000
tauAch -198.294657 0.000000 280.270993 0.000000
tauNor -94.330744 0.000000 63.425317 0.000000
beta -90.143030 0.000000 57.918917 0.000000
h0 -233.139862 0.000000 387.426388 0.000000
mNor -46.536500 0.000000 15.436313 0.000000
mAch -448.578417 0.000000 1434.276477 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N 1993.709513 0.000000
alpha M -4136.763946 0.000000
alpha k1 -169.030460 0.000000
alpha k2 -2479.024660 0.000000
alpha tau1 -1597.306107 0.000000
alpha tau2 -848.387378 0.000000
alpha tauAch -1248.141947 0.000000
alpha tauNor 394.691237 0.000000
alpha beta 460.865298 0.000000
alpha h0 -1798.764342 0.000000
alpha mNor 1149.933767 0.000000
alpha mAch -5203.114905 0.000000
N M 1096.287016 0.000000
N k1 251.028201 0.000000
N k2 743.133572 0.000000
N tau1 555.298280 0.000000
N tau2 395.753754 0.000000
N tauAch 480.914734 0.000000
N tauNor 130.936784 0.000000
N beta 116.839515 0.000000
N h0 598.215565 0.000000
N mNor -29.954921 0.000000
N mAch 1323.455133 0.000000
M k1 535.123857 0.000000
M k2 829.040804 0.000000
M tau1 716.853499 0.000000
M tau2 621.563256 0.000000
M tauAch 672.426866 0.000000
M tauNor 463.397547 0.000000
M beta 454.977752 0.000000
M h0 742.486459 0.000000
M mNor 367.302683 0.000000
M mAch 1175.646129 0.000000
k1 k2 2703.098930 0.000000
k1 tau1 2058.669944 0.000000
k1 tau2 1511.301471 0.000000
k1 tauAch 1803.473424 0.000000
k1 tauNor 602.762245 0.000000
k1 beta 554.397058 0.000000
k1 h0 2205.911403 0.000000
k1 mNor 50.771844 0.000000
k1 mAch 4694.077467 0.000000
k2 tau1 592.552109 0.000000
k2 tau2 502.766066 0.000000
k2 tauAch 550.691668 0.000000
k2 tauNor 353.736398 0.000000
k2 beta 345.802951 0.000000
k2 h0 616.704446 0.000000
k2 mNor 263.192210 0.000000
k2 mAch 1024.843746 0.000000
tau1 tau2 586.623117 0.000000
tau1 tauAch 664.088580 0.000000
tau1 tauNor 345.736165 0.000000
tau1 beta 332.912786 0.000000
tau1 h0 770.789596 0.000000
tau1 mNor 199.383336 0.000000
tau1 mAch 1430.493353 0.000000
tau2 tauAch -303.028224 0.000000
tau2 tauNor 38.519074 0.000000
tau2 beta 52.276753 0.000000
tau2 h0 -417.503384 0.000000
tau2 mNor 195.535044 0.000000
tau2 mAch -1125.272589 0.000000
tauAch tauNor 247.702151 0.000000
tauAch beta 242.647544 0.000000
tauAch h0 415.246002 0.000000
tauAch mNor 190.014071 0.000000
tauAch mAch 675.282269 0.000000
tauNor beta 532.837720 0.000000
tauNor h0 2239.279689 0.000000
tauNor mNor 12.462463 0.000000
tauNor mAch 4810.199530 0.000000
beta h0 -447.181435 0.000000
beta mNor 110.651598 0.000000
beta mAch -1091.214539 0.000000
h0 mNor 187.384175 0.000000
h0 mAch 2868.810438 0.000000
mNor mAch -590.842625 0.000000
