0.0,[5.400124791776761e-5,-1.717773064531987,-0.08944522752093084,0.046772659819301524,1.579161132018011]
1.0,[6.631732200427601e-6,-1.5239995339773786,-0.07581374935246762,0.10314617308419352,1.5627427225289074]
2.0,[0.012530184297550779,-1.642781436809552,-0.10454135927299528,-0.27411412399184576,1.987774973193674]
3.0,[-0.00014684549872375402,-1.1820089203714208,-0.0505669698706394,0.17751726015073166,1.5766701721986465]
4.0,[-0.00036758744196655846,-1.0113235286250224,-0.03757206693914365,0.09485935000460205,1.6025036789609917]
5.0,[-0.00034674485505092884,-0.8255549725314872,-0.024840384564110234,0.32634564680241357,1.5544937273911532]
6.0,[-0.00045948430245819805,-0.6526211867215654,-0.012113818096774292,0.3662042521076121,1.5562577004857303]
7.0,[-0.0005769607014372012,-0.4797620078988984,0.0005638630303413569,0.41822355948776624,1.5557777796207768]
8.0,[-0.0007740178868213357,-0.3161536218006707,0.012423448936260684,0.573168298008871,1.5401669527039172]
9.0,[-0.0009075999211442345,-0.14576902647907747,0.02498688663384504,0.6254130842838397,1.5412790535914869]
10.0,[5.4948638232114405e-5,0.0,-0.0005753146107660239,0.10448104603710816,0.0]
11.0,[4.9264296346033604e-5,0.0,-0.0005641117202988729,0.10272837395556658,0.0]
12.0,[8.431773797686522e-5,0.0,-0.0007038636340439552,0.12450508772114212,0.0]
13.0,[4.8316906031686806e-5,0.0,-0.0005587589650228135,0.10183687966976623,0.0]
14.0,[0.0,0.0,-0.0004203926096124633,0.07908814344167088,0.0]
15.0,[4.8316906031686806e-5,0.0,-0.0005577049932981026,0.10175824627367545,0.0]
16.0,[4.5474735088646405e-5,0.0,-0.0005530746231367327,0.10098043882559674,0.0]
17.0,[4.736951571734001e-5,0.0,-0.0005580128951502654,0.10176677278650458,0.0]
18.0,[4.736951571734001e-5,0.0,-0.0005579063137399014,0.10174687758990329,0.0]
19.0,[-1.8947806286936002e-6,0.0,-0.00041537144094642525,0.07824212389095918,0.0]
20.0,[-1.8947806286936002e-6,0.0,-0.0004149569576838985,0.0782099126202714,0.0]
21.0,[4.5474735088646405e-5,0.0,-0.0005524351346745486,0.10092359540673593,0.0]
22.0,[4.64221254029932e-5,0.0,-0.000552837775558146,0.10094159582270851,0.0]
23.0,[4.736951571734001e-5,0.0,-0.000557823417087396,0.10173550890613113,0.0]
24.0,[4.8316906031686806e-5,0.0,-0.000557894471360972,0.1017449828092746,0.0]
25.0,[4.8316906031686806e-5,0.0,-0.0005580602646659827,0.10177340451870501,0.0]
26.0,[4.736951571734001e-5,0.0,-0.0005580721070449121,0.10177435190901934,0.0]
27.0,[4.736951571734001e-5,0.0,-0.0005580721070449121,0.10177435190901934,0.0]
28.0,[8.337034766251841e-5,0.0,-0.0007031649336871245,0.12440466434782137,0.0]
29.0,[8.337034766251841e-5,0.0,-0.0007036504712232272,0.12442645432505134,0.0]
30.0,[4.8316906031686806e-5,0.0,-0.0005636143403838408,0.10261184494690193,0.0]
31.0,[4.9264296346033604e-5,0.0,-0.0005632472266370314,0.10259289714061498,0.0]
32.0,[4.736951571734001e-5,0.0,-0.0005583207970024281,0.10181319491190757,0.0]
33.0,[4.8316906031686806e-5,0.0,-0.0005582615851077815,0.10180466839907845,0.0]
34.0,[8.337034766251841e-5,0.0,-0.0007031886184449831,0.12440655912845006,0.0]
35.0,[8.337034766251841e-5,0.0,-0.0007036623136021566,0.12442645432505134,0.0]
36.0,[5.021168666038041e-5,0.0,-0.0005636261827627702,0.10261089755658757,0.0]
37.0,[8.242295734817161e-5,0.0,-0.0007084584770685373,0.1251891035281005,0.0]
38.0,[0.00010610771520684162,0.0,-0.0008503183342630413,0.14613021903642218,0.0]
39.0,[8.337034766251841e-5,0.0,-0.0007094532368986014,0.1252516312888474,0.0]
40.0,[5.1159076974727207e-5,0.0,-0.0005687065633234549,0.10341333715283932,0.0]
41.0,[5.021168666038041e-5,0.0,-0.0005634840742156182,0.10263079275318886,0.0]
42.0,[4.8316906031686806e-5,0.0,-0.0005585221174442268,0.10184256401165231,0.0]
43.0,[4.8316906031686806e-5,0.0,-0.0005582734274867107,0.10180656317970714,0.0]
44.0,[4.736951571734001e-5,0.0,-0.0005580839494238414,0.10177814147027674,0.0]
45.0,[-1.8947806286936002e-6,0.0,-0.00041538328332535457,0.07824401867158788,0.0]
46.0,[-1.8947806286936002e-6,0.0,-0.0004149569576838985,0.07821180740090009,0.0]
47.0,[-3.7895612573872004e-6,0.0,-0.0004099002618810725,0.07735441916641624,0.0]
48.0,[-3.7895612573872004e-6,0.0,-0.00040982920760749647,0.07734589265358711,0.0]
49.0,[-3.7895612573872004e-6,0.0,-0.00040965157192355645,0.07731368138289932,0.0]
50.0,[-6.631732200427601e-5,0.0,-0.00027072862470352754,0.05290227515312532,0.0]
51.0,[-3.7895612573872004e-6,0.0,-0.0004092252462821004,0.07727862794126848,0.0]
52.0,[-5.684341886080801e-6,0.0,-0.0004045001370892957,0.07644018751307156,0.0]
53.0,[-3.7895612573872004e-6,0.0,-0.00040958051764998044,0.0773013653088128,0.0]
54.0,[4.5474735088646405e-5,0.0,-0.0005519851242752338,0.10085159374284557,0.0]
55.0,[4.64221254029932e-5,0.0,-0.0005526246127374179,0.10090938455202073,0.0]
56.0,[-1.8947806286936002e-6,0.0,-0.00041509906623105053,0.07819949132681357,0.0]
57.0,[4.736951571734001e-5,0.0,-0.000557432618582728,0.1017165610998442,0.0]
58.0,[4.64221254029932e-5,0.0,-0.0005528969874527927,0.10094917494522329,0.0]
59.0,[-1.8947806286936002e-6,0.0,-0.00041530038667284924,0.07823264998781572,0.0]
60.0,[4.736951571734001e-5,0.0,-0.0005574444609616573,0.10171750849015854,0.0]
61.0,[4.64221254029932e-5,0.0,-0.0005528969874527927,0.10094917494522329,0.0]
62.0,[4.736951571734001e-5,0.0,-0.0005580128951502654,0.10176487800587589,0.0]
63.0,[8.337034766251841e-5,0.0,-0.0007029872980031845,0.12437529524807661,0.0]
64.0,[8.337034766251841e-5,0.0,-0.0007036504712232272,0.12442455954442265,0.0]
65.0,[4.9264296346033604e-5,0.0,-0.0005636261827627702,0.10260900277595889,0.0]
68.0,[-0.00023305801732931283,0.0,-0.001957722872703016,0.2817339842901371,0.0]
69.0,[-0.0009691802915767765,0.0,-0.0018962609260597674,0.2722193433631522,0.0]
105.0,[-0.0006821210263296961,0.0,0.0006390976636794221,-0.28418109347209486,0.0]
106.0,[-0.0013443468560581093,0.0,0.0006469136337727832,-0.2664819476194679,0.0]
107.0,[9.852859269206721e-5,0.0,-0.0007596649235589819,0.13381793451117116,0.0]
108.0,[0.00011273944740726921,0.0,-0.0009188383387481736,0.1560048682828589,0.0]
109.0,[0.00010610771520684162,0.0,-0.0011498120973859236,0.18726211692410286,0.0]
110.0,[-0.0004642212540299321,0.0,-0.0012598277976394456,0.2000386227033838,0.0]
111.0,[-0.00037327178385263926,0.0,-0.0008503775461576879,0.14457934109183648,0.0]
112.0,[7.579122514774401e-6,0.0,-0.0004405957080659088,0.08240590432251337,0.0]
113.0,[0.00010705510552118841,0.0,-0.0008603606715951173,0.14767162307786444,0.0]
114.0,[8.242295734817161e-5,0.0,-0.0006999438066183454,0.12381254540135461,0.0]
115.0,[5.1159076974727207e-5,0.0,-0.0005689670956599002,0.1034597592782423,0.0]
116.0,[8.242295734817161e-5,0.0,-0.0007083163685213852,0.12517584006369967,0.0]
117.0,[4.736951571734001e-5,0.0,-0.0005589602854646122,0.10186909094045403,0.0]
118.0,[0.0,0.0,-0.00042054656053854467,0.07911467037047258,0.0]
119.0,[-9.473903143468001e-7,0.0,-0.0004150398543364039,0.07822317608467225,0.0]
120.0,[-6.631732200427601e-5,0.0,-0.0002711549503449836,0.05297901376858741,0.0]
121.0,[-3.7895612573872004e-6,0.0,-0.0004094265667238991,0.07731368138289932,0.0]
122.0,[8.147556703382482e-5,0.0,-0.0006918791465674683,0.1227514682492862,0.0]
123.0,[-4.736951571734001e-6,0.0,-0.00041037395703824586,0.07736673524050273,0.0]
124.0,[4.9264296346033604e-5,0.0,-0.000562276151564826,0.10248868420603684,0.0]
125.0,[0.00010516032489249481,0.0,-0.0008441366124619284,0.14530219990168308,0.0]
126.0,[8.337034766251841e-5,0.0,-0.0007041952206539767,0.12446340254731086,0.0]
127.0,[0.00010705510552118841,0.0,-0.000860171193532248,0.14753709365322717,0.0]
128.0,[0.00011368683772161602,0.0,-0.001002492903504996,0.16749481801525687,0.0]
129.0,[0.00010610771520684162,0.0,-0.0008617580723087789,0.1476507804909488,0.0]
130.0,[0.00010800249583553521,0.0,-0.0008661515948915621,0.14833195412696415,0.0]
131.0,[8.621251860555881e-5,0.0,-0.0007149244159639542,0.12606259739792827,0.0]
132.0,[5.1159076974727207e-5,0.0,-0.0005692868398909923,0.10350712879395965,0.0]
133.0,[9.0002079862946e-5,0.0,-0.0007088255908153467,0.12526963170482,0.0]
134.0,[7.958078640513121e-5,0.0,-0.0007041241663804007,0.12449561381799866,0.0]
135.0,[4.9264296346033604e-5,0.0,-0.0005638275032045689,0.10264216143696102,0.0]
136.0,[8.71599089199056e-5,0.0,-0.0007084111075528199,0.12519573526030095,0.0]
137.0,[8.337034766251841e-5,0.0,-0.000703922845938602,0.12446340254731086,0.0]
138.0,[4.8316906031686806e-5,0.0,-0.0005638038184467102,0.10264121404664667,0.0]
139.0,[0.0,0.0,-0.00042041629437032196,0.07909382778355696,0.0]
140.0,[-9.473903143468001e-7,0.0,-0.0004151938052624852,0.078252545184417,0.0]
141.0,[-3.7895612573872004e-6,0.0,-0.0004100897399439418,0.07738663043710402,0.0]
142.0,[-0.00014021376652332643,0.0,-0.00013683868852846598,0.027754746649103858,0.0]
143.0,[-6.631732200427601e-5,0.0,-0.00027000623958883807,0.05282932609892062,0.0]
144.0,[4.35799544599528e-5,0.0,-0.0005411493475548923,0.09916334420267957,0.0]
149.0,[-0.0012742399727964462,0.0,0.0006607573747411759,-0.24895712158468083,0.0]
150.0,[-0.0011453948900452813,0.0,0.0006324659314789945,-0.21964960221036256,0.0]
151.0,[6.53699316899292e-5,0.0,-0.00062399863054452,0.11292987286045292,0.0]
152.0,[2.6526928801710405e-5,0.0,-0.0004916008341145547,0.09103663008621271,0.0]
153.0,[8.431773797686522e-5,0.0,-0.0007048583938740194,0.12468035492929629,0.0]
154.0,[4.64221254029932e-5,0.0,-0.0005560944297637131,0.10141434358956757,0.0]
155.0,[9.473903143468001e-7,0.0,-0.00042040445199139265,0.07909098561261392,0.0]
156.0,[8.242295734817161e-5,0.0,-0.0007026793961510218,0.12437813741901965,0.0]
157.0,[8.431773797686522e-5,0.0,-0.0006986411449361185,0.12366759468325955,0.0]
158.0,[-9.473903143468001e-7,0.0,-0.0004207123538435553,0.07910614385764346,0.0]
159.0,[-6.063298011819521e-5,0.0,-0.00028059332635166356,0.05468052677315426,0.0]
160.0,[4.64221254029932e-5,0.0,-0.0005522456566116792,0.10093496409050809,0.0]
161.0,[0.00010516032489249481,0.0,-0.0008390562319012437,0.14457744631120778,0.0]
162.0,[8.431773797686522e-5,0.0,-0.0007037925797703792,0.12440371695750702,0.0]
163.0,[9.094947017729281e-5,0.0,-0.0007136691237974446,0.12590533060574668,0.0]
164.0,[0.00011558161835030961,0.0,-0.001001959996453176,0.1674834493314847,0.0]
165.0,[0.00011368683772161602,0.0,-0.0010032389733775442,0.16754408231160292,0.0]
166.0,[0.00010705510552118841,0.0,-0.0008665542357751596,0.14833858585916457,0.0]
167.0,[0.00010800249583553521,0.0,-0.0008662226491651381,0.14834048063979327,0.0]
168.0,[8.526512829121201e-5,0.0,-0.0007150902092689648,0.12608722954610127,0.0]
169.0,[8.621251860555881e-5,0.0,-0.0007145928293539328,0.1260616500076139,0.0]
170.0,[4.9264296346033604e-5,0.0,-0.0005641117202988729,0.10268763617204966,0.0]
171.0,[-6.158037043254201e-5,0.0,-0.00028149334715029306,0.05481410880747716,0.0]
172.0,[-1.8947806286936002e-6,0.0,-0.0004148148491367465,0.07822128130404356,0.0]
173.0,[-5.684341886080801e-6,0.0,-0.0004049619898675398,0.07651882090916236,0.0]
174.0,[-3.7895612573872004e-6,0.0,-0.00040979368047070847,0.077337366140758,0.0]
175.0,[4.64221254029932e-5,0.0,-0.0005519851242752338,0.1008544359137886,0.0]
176.0,[4.64221254029932e-5,0.0,-0.0005526127703584887,0.10090843716170637,0.0]
177.0,[4.8316906031686806e-5,0.0,-0.000557787889950608,0.10173361412550244,0.0]
178.0,[4.8316906031686806e-5,0.0,-0.0005578707866031134,0.10174214063833156,0.0]
179.0,[4.736951571734001e-5,0.0,-0.0005580721070449121,0.10177340451870501,0.0]
180.0,[4.8316906031686806e-5,0.0,-0.0005580602646659827,0.10177340451870501,0.0]
181.0,[4.736951571734001e-5,0.0,-0.0005580721070449121,0.10177340451870501,0.0]
182.0,[-1.8947806286936002e-6,0.0,-0.00041537144094642525,0.07824307128127353,0.0]
183.0,[-6.347515106123561e-5,0.0,-0.00027588005953778827,0.05383166505149953,0.0]
184.0,[4.5474735088646405e-5,0.0,-0.0005519969666541632,0.10089517369730552,0.0]
185.0,[8.147556703382482e-5,0.0,-0.0006925304774085816,0.12280262732626093,0.0]
186.0,[8.431773797686522e-5,0.0,-0.0007033188846132059,0.124379084809334,0.0]
187.0,[8.905468954859921e-5,0.0,-0.0007084703194474666,0.12514078662206882,0.0]
188.0,[8.810729923425241e-5,0.0,-0.0007088374331942759,0.1252089987247018,0.0]
189.0,[9.0002079862946e-5,0.0,-0.0007090624383939333,0.12523457826318915,0.0]
190.0,[5.021168666038041e-5,0.0,-0.0005638867150992155,0.1026478457788471,0.0]
191.0,[8.431773797686522e-5,0.0,-0.0007086361127524773,0.125223209579417,0.0]
192.0,[8.431773797686522e-5,0.0,-0.0007038991611807432,0.12446245515699651,0.0]
193.0,[0.0,0.0,-0.00042094920142214204,0.07914782903147473,0.0]
194.0,[9.473903143468001e-7,0.0,-0.0004200136534867246,0.07906256390318352,0.0]
195.0,[4.736951571734001e-5,0.0,-0.0005527075093899233,0.10096433319025283,0.0]
200.0,[0.003214495336578693,0.0,-0.010500080804831669,-0.620649605783304,0.0]
201.0,[0.003056281154082777,0.0,-0.010237357628284371,-0.620392863008116,0.0]
202.0,[7.294905420470361e-5,0.0,-0.000586138545107436,0.10872251247443879,0.0]
203.0,[1.8000415972589202e-5,0.0,-0.00046572523615395767,0.08693821958634847,0.0]
204.0,[8.431773797686522e-5,0.0,-0.0007022412281306364,0.12429666185198583,0.0]
205.0,[0.00011273944740726921,0.0,-0.0009930782122561748,0.16627836885163558,0.0]
206.0,[-0.00039221959013957525,0.0,-0.0011126625546845996,0.18121776671857026,0.0]
207.0,[-0.00033821834222180763,0.0,-0.0009816029470736491,0.16356504299134636,0.0]
208.0,[0.00010894988614988202,0.0,-0.0008714096111361869,0.14903018078863775,0.0]
209.0,[0.00010705510552118841,0.0,-0.0008666252900487356,0.14839448188771104,0.0]
210.0,[8.71599089199056e-5,0.0,-0.0007152560025739756,0.12611470386521734,0.0]
211.0,[0.00010705510552118841,0.0,-0.0008610593719519481,0.14765835961346357,0.0]
212.0,[0.00010516032489249481,0.0,-0.0008562750508644967,0.1469241321198448,0.0]
213.0,[8.526512829121201e-5,0.0,-0.0007148059921746608,0.12605028132384175,0.0]
214.0,[0.00010705510552118841,0.0,-0.0008606922582051387,0.14760909531711755,0.0]
215.0,[0.00010705510552118841,0.0,-0.0008562632084855675,0.1469203425585874,0.0]
216.0,[8.337034766251841e-5,0.0,-0.0007148178345535902,0.1260474391528987,0.0]
217.0,[2.8421709430404003e-6,0.0,-0.00042598221246710943,0.07998911163061469,0.0]
218.0,[4.9264296346033604e-5,0.0,-0.0005632116995002434,0.10263552970476059,0.0]
219.0,[8.337034766251841e-5,0.0,-0.0006983806125996732,0.12368180553797475,0.0]
220.0,[4.64221254029932e-5,0.0,-0.0005586760683703081,0.10182361620536538,0.0]
221.0,[8.526512829121201e-5,0.0,-0.0007081979447320919,0.12515689225741272,0.0]
222.0,[8.242295734817161e-5,0.0,-0.0007036978407389446,0.12443213866693742,0.0]
223.0,[8.431773797686522e-5,0.0,-0.000708979541741428,0.12522794653098873,0.0]
224.0,[0.00010516032489249481,0.0,-0.00085532766055015,0.14684549872375402,0.0]
225.0,[0.00010705510552118841,0.0,-0.0008559789913912634,0.14688813128789963,0.0]
226.0,[8.337034766251841e-5,0.0,-0.0007146165141117915,0.1260190174434683,0.0]
227.0,[0.00010516032489249481,0.0,-0.0011529858549389853,0.18776139161976363,0.0]
228.0,[-0.0006328567299836625,0.0,-0.0015239128477636163,0.23190504331675277,0.0]
229.0,[-0.0004699055959160129,0.0,-0.0012683187833317788,0.2009272748182411,0.0]
230.0,[-0.0002927436071331612,0.0,-0.0008581461467353317,0.146258116728859,0.0]
234.0,[-0.0019648875119552636,0.0,0.00012554105902988039,-0.4493415417528012,0.0]
235.0,[-0.001981940537613506,0.0,-0.00030969005138103967,-0.4946950108812112,0.0]
236.0,[-0.00020368891758456204,0.0,-3.232969447708456e-5,0.0068894223659299305,0.0]
237.0,[-5.7790809175154806e-5,0.0,-0.00028914352393864345,0.05640761931620848,0.0]
