0.0,[-6.25277607468888e-5,-2.1576440190074204,-0.11123274153608995,0.04091020855412352,1.9687184200327983]
1.0,[-0.00010989727646422881,-1.9023313294989443,-0.09425270045918903,0.08782118735931968,1.9554946106836721]
2.0,[0.03339835075166774,-1.8744808964280915,-0.11939492357745016,-0.20851966079741635,2.268365863398815]
3.0,[-0.00031737575530617806,-1.4156521880674213,-0.06132388818969048,0.23158482539050357,1.9389850487121811]
4.0,[-0.00044337866711430246,-1.1820674217233316,-0.0453348884358699,0.21790071969007838,1.9480239643598904]
5.0,[-0.0006356989009267029,-0.9446942783597477,-0.029107643702748952,0.31710101211501746,1.9346789567212648]
6.0,[-0.0007778074480787229,-0.7097765338433721,-0.013033556456321094,0.3500645107124,1.9362977760855364]
7.0,[-0.0009274951177455173,-0.47452530793634645,0.00305571271989417,0.3869701004077796,1.9370261838957956]
8.0,[-0.0010639193230114565,-0.23839490381760695,0.01917926558310986,0.4176200718575273,1.938451938648151]
9.0,[-0.0012012909185917426,-0.001605116040082066,0.03532946379891655,0.44643115870712785,1.939842978312559]
10.0,[-3.7895612573872004e-6,0.0,-0.00023613703585093998,0.14952377114241241,0.0]
11.0,[-2.8421709430404003e-6,0.0,-0.0002358765035144946,0.1492518701221949,0.0]
12.0,[-2.5579538487363603e-5,0.0,-0.00015978921889351721,0.12189786957605973,0.0]
13.0,[-6.442254137558241e-5,0.0,-9.424165151964796e-5,0.09287172512510247,0.0]
14.0,[-2.7474319116057203e-5,0.0,-0.00015524174538465257,0.12054973315874423,0.0]
15.0,[-4.736951571734001e-6,0.0,-0.00023074875343809254,0.147828889870046,0.0]
16.0,[-2.8421709430404004e-5,0.0,-0.00015629571710936338,0.12056394401345943,0.0]
17.0,[-6.442254137558241e-5,0.0,-9.406401583570793e-5,0.0927893021677543,0.0]
18.0,[-0.00011842378929335001,0.0,-4.307073216599141e-5,0.06213459376643488,0.0]
19.0,[-6.82121026329696e-5,0.0,-8.795334830817107e-5,0.09015271492292715,0.0]
20.0,[-2.9369099744750805e-5,0.0,-0.00014823105705848624,0.11783451251782631,0.0]
21.0,[-2.8421709430404004e-5,0.0,-0.00015202061831587343,0.11912485812596665,0.0]
22.0,[-2.7474319116057203e-5,0.0,-0.0001552891149003699,0.1203829924634192,0.0]
23.0,[-2.7474319116057203e-5,0.0,-0.00015550227772109793,0.12045688890793825,0.0]
24.0,[-3.7895612573872004e-6,0.0,-0.00023457384183226776,0.1490434442530386,0.0]
25.0,[-3.7895612573872004e-6,0.0,-0.00023535543884160387,0.14909460333001331,0.0]
26.0,[-3.7895612573872004e-6,0.0,-0.0002394292171932951,0.15037168547375282,0.0]
27.0,[-2.8421709430404003e-6,0.0,-0.0002395002714668711,0.15038684371878236,0.0]
28.0,[-3.7895612573872004e-6,0.0,-0.00023968974952974048,0.15044747669890055,0.0]
29.0,[-9.473903143468001e-7,0.0,-0.0003327353207775256,0.1783680166530151,0.0]
30.0,[-3.7895612573872004e-6,0.0,-0.0002405187160547939,0.15049863577587527,0.0]
31.0,[-2.4632148173016802e-5,0.0,-0.00016337745970910572,0.1232431638224322,0.0]
32.0,[-2.6526928801710405e-5,0.0,-0.00015936289325206115,0.12191871216297537,0.0]
33.0,[-2.6526928801710405e-5,0.0,-0.00015608255428863535,0.12066531477709455,0.0]
34.0,[-2.7474319116057203e-5,0.0,-0.00015585754908897798,0.12059047094226115,0.0]
35.0,[-2.7474319116057203e-5,0.0,-0.00015570359816289664,0.12053173274277165,0.0]
36.0,[-2.7474319116057203e-5,0.0,-0.00015567991340503795,0.12052699579119991,0.0]
37.0,[-2.6526928801710405e-5,0.0,-0.0001556917557839673,0.12052415362025687,0.0]
38.0,[-2.7474319116057203e-5,0.0,-0.00015566807102610863,0.12052320622994253,0.0]
39.0,[-3.7895612573872004e-6,0.0,-0.00023457384183226776,0.14904912859492467,0.0]
40.0,[-2.8421709430404004e-5,0.0,-0.00015635492900401005,0.1205753126972316,0.0]
41.0,[-2.6526928801710405e-5,0.0,-0.00015906683377882777,0.12182302574122633,0.0]
42.0,[-2.7474319116057203e-5,0.0,-0.00015573912529968464,0.12053836447497207,0.0]
43.0,[-6.631732200427601e-5,0.0,-9.163632815519426e-5,0.09159085342010559,0.0]
44.0,[-3.7895612573872004e-6,0.0,-0.00023379224482293165,0.14900270646952168,0.0]
45.0,[-4.736951571734001e-6,0.0,-0.0002313408723845593,0.14781752118627384,0.0]
46.0,[-2.5579538487363603e-5,0.0,-0.0001596826374831532,0.12185997396348586,0.0]
47.0,[-2.5579538487363603e-5,0.0,-0.0001589720947473931,0.12177660361582335,0.0]
