4.0,[-5.305385760342081e-5,-0.740489980444181,-0.028774375474919605,0.43510889706036926,1.1692577572830487]
5.0,[-0.0005163277213190061,-0.606901788084239,-0.019482252848016895,0.564814210216961,1.1575987660502765]
6.0,[0.028347812985884954,-0.377225480481987,-0.03811474395358043,-0.29279855577139335,1.458534321890121]
7.0,[-1.3263464400855202e-5,-0.31788995139928977,0.0014451965550203265,0.30542253171006445,1.2214286471134983]
8.0,[-0.0006158037043254201,-0.15548711947606836,0.012394648270704542,0.13719159142056012,1.2448497597818329]
9.0,[-0.00019895196601282802,-0.027867959791668298,0.021661108462467382,0.34356636054629536,1.2209944039958436]
10.0,[-0.0002671640686457976,0.0,-0.00027050361950387014,0.09942198175849624,0.0]
11.0,[-0.00027190102021753165,0.0,-0.00028074727727774495,0.10196856692346044,0.0]
12.0,[-0.00027190102021753165,0.0,-0.00028010778881556086,0.10179045754436325,0.0]
13.0,[-0.0002728484105318784,0.0,-0.00028061701110952225,0.10192025001742876,0.0]
14.0,[-0.00027190102021753165,0.0,-0.00028058148397273425,0.10191267089491399,0.0]
15.0,[-0.00027190102021753165,0.0,-0.00028060516873059293,0.10191835523680007,0.0]
16.0,[-0.0002728484105318784,0.0,-0.00028060516873059293,0.10191835523680007,0.0]
17.0,[-0.00027190102021753165,0.0,-0.00028060516873059293,0.1019193026271144,0.0]
18.0,[-0.00027190102021753165,0.0,-0.00028060516873059293,0.1019193026271144,0.0]
19.0,[-0.00027190102021753165,0.0,-0.00028061701110952225,0.10191835523680007,0.0]
20.0,[-0.00027190102021753165,0.0,-0.00028061701110952225,0.1019193026271144,0.0]
21.0,[-0.00027190102021753165,0.0,-0.00028060516873059293,0.1019193026271144,0.0]
22.0,[-0.00027190102021753165,0.0,-0.00028060516873059293,0.1019193026271144,0.0]
23.0,[-0.00027190102021753165,0.0,-0.00028060516873059293,0.10191835523680007,0.0]
24.0,[-0.00027190102021753165,0.0,-0.00028060516873059293,0.1019193026271144,0.0]
25.0,[-0.0002728484105318784,0.0,-0.00028061701110952225,0.1019193026271144,0.0]
26.0,[-0.0002728484105318784,0.0,-0.00028061701110952225,0.1019193026271144,0.0]
27.0,[-0.0002728484105318784,0.0,-0.00028060516873059293,0.1019193026271144,0.0]
28.0,[-0.00027190102021753165,0.0,-0.00028061701110952225,0.10191835523680007,0.0]
29.0,[-0.00031548097467748443,0.0,-0.00037503629831311025,0.12514362879301186,0.0]
30.0,[-0.00031548097467748443,0.0,-0.00037559289012278896,0.12516636616055618,0.0]
31.0,[-0.00027379580084622524,0.0,-0.0002852829084076802,0.10303911797867232,0.0]
32.0,[-0.00027379580084622524,0.0,-0.00028486842514515354,0.10302395973364278,0.0]
33.0,[-0.00027095362990318483,0.0,-0.00028085385868810897,0.1019818303878613,0.0]
34.0,[-0.00027190102021753165,0.0,-0.0002808064891723916,0.10197140909440348,0.0]
35.0,[-0.00027190102021753165,0.0,-0.00028061701110952225,0.10192214479805745,0.0]
36.0,[-0.00027190102021753165,0.0,-0.00028061701110952225,0.10192119740774311,0.0]
37.0,[-0.00027190102021753165,0.0,-0.00028061701110952225,0.1019193026271144,0.0]
38.0,[-0.0002728484105318784,0.0,-0.00028060516873059293,0.10192025001742876,0.0]
39.0,[-0.00027190102021753165,0.0,-0.00028060516873059293,0.10191835523680007,0.0]
40.0,[-0.0002728484105318784,0.0,-0.00028060516873059293,0.10191835523680007,0.0]
41.0,[-0.00027190102021753165,0.0,-0.00028060516873059293,0.1019193026271144,0.0]
42.0,[-0.00027190102021753165,0.0,-0.00028061701110952225,0.10192025001742876,0.0]
43.0,[-0.00027095362990318483,0.0,-0.00028060516873059293,0.10191740784648572,0.0]
44.0,[-0.00027190102021753165,0.0,-0.00028060516873059293,0.10191835523680007,0.0]
45.0,[-0.00027190102021753165,0.0,-0.00028060516873059293,0.1019193026271144,0.0]
46.0,[-0.0002728484105318784,0.0,-0.00028060516873059293,0.10191835523680007,0.0]
47.0,[-0.0002728484105318784,0.0,-0.00028059332635166356,0.10192025001742876,0.0]
48.0,[-0.00027095362990318483,0.0,-0.00028060516873059293,0.10191835523680007,0.0]
49.0,[-0.0002728484105318784,0.0,-0.00028061701110952225,0.10191835523680007,0.0]
50.0,[-0.00027190102021753165,0.0,-0.00028062885348845157,0.10191835523680007,0.0]
51.0,[-0.0002728484105318784,0.0,-0.00028061701110952225,0.10191835523680007,0.0]
52.0,[-0.00027095362990318483,0.0,-0.00028060516873059293,0.10191835523680007,0.0]
53.0,[-0.00027190102021753165,0.0,-0.00028061701110952225,0.1019193026271144,0.0]
54.0,[-0.00031453358436313766,0.0,-0.0003750599830709689,0.12514362879301186,0.0]
55.0,[-0.00031548097467748443,0.0,-0.00037559289012278896,0.12516636616055618,0.0]
56.0,[-0.00027379580084622524,0.0,-0.0002852710660287509,0.10303817058835799,0.0]
57.0,[-0.00027379580084622524,0.0,-0.00028486842514515354,0.10302395973364278,0.0]
58.0,[-0.00027190102021753165,0.0,-0.00028085385868810897,0.1019799356072326,0.0]
59.0,[-0.00027190102021753165,0.0,-0.0002808064891723916,0.10197140909440348,0.0]
60.0,[-0.00027190102021753165,0.0,-0.00028061701110952225,0.10192214479805745,0.0]
61.0,[-0.0002728484105318784,0.0,-0.00028060516873059293,0.10192214479805745,0.0]
62.0,[-0.00031548097467748443,0.0,-0.00037504814069203957,0.12514457618332622,0.0]
63.0,[-0.00031453358436313766,0.0,-0.00037559289012278896,0.12516636616055618,0.0]
64.0,[-0.00027379580084622524,0.0,-0.0002852710660287509,0.10303911797867232,0.0]
65.0,[-0.00027474319116057205,0.0,-0.00028485658276622416,0.10302301234332843,0.0]
66.0,[-0.0002728484105318784,0.0,-0.0002808657010670383,0.10198088299754696,0.0]
67.0,[-0.0002728484105318784,0.0,-0.0002808064891723916,0.10197140909440348,0.0]
68.0,[-0.00027190102021753165,0.0,-0.00028061701110952225,0.10192214479805745,0.0]
69.0,[-0.0002728484105318784,0.0,-0.00028062885348845157,0.10192119740774311,0.0]
70.0,[-0.00027190102021753165,0.0,-0.00028061701110952225,0.1019193026271144,0.0]
71.0,[-0.0002728484105318784,0.0,-0.00028061701110952225,0.1019193026271144,0.0]
72.0,[-0.00027190102021753165,0.0,-0.00028059332635166356,0.10191835523680007,0.0]
73.0,[-0.00031548097467748443,0.0,-0.00037504814069203957,0.12514457618332622,0.0]
74.0,[-0.00031548097467748443,0.0,-0.00037559289012278896,0.12516541877024184,0.0]
75.0,[-0.0002728484105318784,0.0,-0.0002852592236498216,0.10303911797867232,0.0]
76.0,[-0.00027379580084622524,0.0,-0.00028486842514515354,0.10302395973364278,0.0]
77.0,[-0.00027190102021753165,0.0,-0.00028085385868810897,0.1019818303878613,0.0]
78.0,[-0.0002728484105318784,0.0,-0.00028081833155132096,0.10197140909440348,0.0]
79.0,[-0.0002728484105318784,0.0,-0.00028061701110952225,0.10192214479805745,0.0]
