0.0,[0.00038085090636741365,-1.2806483577302665,-0.06847617584071486,0.08507280805739961,1.2005364575478388]
1.0,[-0.0018000415972589203,-1.1776710569696054,-0.06107323239727218,0.4170772172074066,1.2005362545356286]
2.0,[0.009800752801917648,-1.6358548293737838,-0.0993672936526006,-0.46205930933259265,1.9771803749790704]
3.0,[-0.00012884508275116482,-1.17732004885814,-0.05043511682364018,0.20443167159100992,1.5673082641244815]
4.0,[-0.00028895404587577406,-1.0065870507484456,-0.03753471607600053,0.16288292196501666,1.5847159521139733]
5.0,[-0.00035337658725135646,-0.826476072764611,-0.024631153413186745,0.2531569028481802,1.570562752866473]
6.0,[-0.0004954851344033765,-0.6470285048483977,-0.011319857643835956,0.1971642404896556,1.588522228043335]
7.0,[-0.0005911715561524032,-0.46631806564316014,0.0018158748578874415,0.2177131364078377,1.5895348529478983]
8.0,[-0.0006660153909858005,-0.2947319425553966,0.01424474760369776,0.33766790844917216,1.575420023008129]
9.0,[-0.0008014922059373929,-0.13032111686091713,0.02621508343736423,0.48672177399566857,1.560075345098864]
10.0,[8.905468954859921e-5,0.0,-0.0007080676785638692,0.1251644713799275,0.0]
11.0,[8.526512829121201e-5,0.0,-0.0007040057425911073,0.12447666601171171,0.0]
12.0,[8.621251860555881e-5,0.0,-0.000708979541741428,0.12522889392130307,0.0]
13.0,[8.337034766251841e-5,0.0,-0.0007088966450889227,0.12521468306658787,0.0]
14.0,[4.9264296346033604e-5,0.0,-0.0005638748727202862,0.10264974055947579,0.0]
15.0,[8.621251860555881e-5,0.0,-0.0007086005856156893,0.12521847262784527,0.0]
16.0,[8.621251860555881e-5,0.0,-0.0007039702154543193,0.12446434993762522,0.0]
17.0,[9.473903143468001e-7,0.0,-0.00042096104380107136,0.07914782903147473,0.0]
18.0,[0.0,0.0,-0.0004200254958656539,0.07906351129349785,0.0]
19.0,[4.64221254029932e-5,0.0,-0.0005527075093899233,0.1009633857999385,0.0]
20.0,[4.5474735088646405e-5,0.0,-0.0005530272536210153,0.10097285970308195,0.0]
21.0,[4.736951571734001e-5,0.0,-0.0005578352594663254,0.10173740368675982,0.0]
22.0,[4.736951571734001e-5,0.0,-0.000557894471360972,0.10174593019958894,0.0]
23.0,[4.736951571734001e-5,0.0,-0.0005580602646659827,0.10177435190901934,0.0]
24.0,[4.8316906031686806e-5,0.0,-0.0005580602646659827,0.10177435190901934,0.0]
25.0,[8.052817671947801e-5,0.0,-0.0007031175641714071,0.12441034868970745,0.0]
26.0,[8.621251860555881e-5,0.0,-0.00070360310170751,0.12442834910568003,0.0]
27.0,[4.9264296346033604e-5,0.0,-0.0005636143403838408,0.10261089755658757,0.0]
28.0,[5.021168666038041e-5,0.0,-0.0005632472266370314,0.10259194975030064,0.0]
29.0,[8.242295734817161e-5,0.0,-0.0007034254660235699,0.12443498083788046,0.0]
30.0,[8.905468954859921e-5,0.0,-0.0007038754764228846,0.12445487603448174,0.0]
31.0,[4.9264296346033604e-5,0.0,-0.0005636380251416995,0.10261279233721626,0.0]
32.0,[4.9264296346033604e-5,0.0,-0.0005632353842581022,0.10259479192124368,0.0]
33.0,[4.8316906031686806e-5,0.0,-0.0005583326393813575,0.10181319491190757,0.0]
34.0,[4.736951571734001e-5,0.0,-0.0005582734274867107,0.10180561578939279,0.0]
35.0,[8.71599089199056e-5,0.0,-0.0007030820370346191,0.12439992739624962,0.0]
36.0,[8.242295734817161e-5,0.0,-0.0007036623136021566,0.12443213866693742,0.0]
37.0,[5.021168666038041e-5,0.0,-0.0005636143403838408,0.10261089755658757,0.0]
38.0,[4.9264296346033604e-5,0.0,-0.0005632472266370314,0.10259289714061498,0.0]
39.0,[4.736951571734001e-5,0.0,-0.0005583326393813575,0.10181319491190757,0.0]
40.0,[4.736951571734001e-5,0.0,-0.0005582615851077815,0.10180466839907845,0.0]
41.0,[8.431773797686522e-5,0.0,-0.0007032596727185592,0.12441508564127918,0.0]
42.0,[9.189686049163962e-5,0.0,-0.0007037215254968032,0.12442455954442265,0.0]
43.0,[4.8316906031686806e-5,0.0,-0.0005636261827627702,0.10261184494690193,0.0]
44.0,[8.337034766251841e-5,0.0,-0.0007084111075528199,0.1251891035281005,0.0]
45.0,[8.431773797686522e-5,0.0,-0.0007038754764228846,0.12445677081511043,0.0]
46.0,[0.0,0.0,-0.00042094920142214204,0.07914593425084603,0.0]
47.0,[9.473903143468001e-7,0.0,-0.0004200136534867246,0.07906256390318352,0.0]
48.0,[4.64221254029932e-5,0.0,-0.0005527075093899233,0.1009633857999385,0.0]
49.0,[4.5474735088646405e-5,0.0,-0.0005530390959999447,0.10097191231276761,0.0]
50.0,[4.64221254029932e-5,0.0,-0.0005578352594663254,0.10173740368675982,0.0]
51.0,[-1.8947806286936002e-6,0.0,-0.0004151819628835559,0.07821180740090009,0.0]
52.0,[4.8316906031686806e-5,0.0,-0.000557610254266668,0.10174687758990329,0.0]
53.0,[8.242295734817161e-5,0.0,-0.0006979306022003584,0.1236116986547131,0.0]
54.0,[4.736951571734001e-5,0.0,-0.0005584629055495801,0.10179235232499194,0.0]
55.0,[5.021168666038041e-5,0.0,-0.0005629985366795154,0.10255500152804112,0.0]
56.0,[4.8316906031686806e-5,0.0,-0.0005581313189395587,0.10178193103153413,0.0]
57.0,[4.736951571734001e-5,0.0,-0.0005582497427288521,0.10180466839907845,0.0]
58.0,[-9.473903143468001e-7,0.0,-0.00041537144094642525,0.07824401867158788,0.0]
59.0,[-1.8947806286936002e-6,0.0,-0.0004149569576838985,0.07821275479121444,0.0]
60.0,[4.5474735088646405e-5,0.0,-0.0005524469770534779,0.10092359540673593,0.0]
61.0,[4.64221254029932e-5,0.0,-0.000552837775558146,0.10094159582270851,0.0]
62.0,[4.64221254029932e-5,0.0,-0.000557823417087396,0.10173645629644548,0.0]
63.0,[4.736951571734001e-5,0.0,-0.0005578826289820427,0.10174403541896025,0.0]
64.0,[8.052817671947801e-5,0.0,-0.0007031767760660539,0.1244056117381357,0.0]
65.0,[8.242295734817161e-5,0.0,-0.0007035912593285806,0.12442645432505134,0.0]
66.0,[4.9264296346033604e-5,0.0,-0.0005636261827627702,0.10261089755658757,0.0]
67.0,[4.9264296346033604e-5,0.0,-0.0005632472266370314,0.10259289714061498,0.0]
68.0,[4.736951571734001e-5,0.0,-0.0005583326393813575,0.10181319491190757,0.0]
69.0,[4.8316906031686806e-5,0.0,-0.0005582734274867107,0.10180466839907845,0.0]
70.0,[4.736951571734001e-5,0.0,-0.0005580957918027707,0.10177719407996239,0.0]
71.0,[4.736951571734001e-5,0.0,-0.0005580839494238414,0.1017752992993337,0.0]
