"name","mean","stdev"
"dhdtaunor",1.9662661861138144e-5,8.935147667725198e-5
"dhdk1",0.0013097713910297302,0.0016296051605060673
"dhdtau1",0.0013424863153689885,0.0015989227903819455
"dhdtau2",0.0023785128732648334,0.008615210125554903
"dhdtauach",0.06400601028565528,0.07326001217877394
"dhdmnor",0.12565359975958432,0.14583244995550063
"dhdmach",0.3331128722503892,0.11358889533161694
"dhdN",0.3674080233610956,0.13272560568638092
"dhdh0",20.229162837917936,5.121419558574912
