"name","mean","stdev"
"dhdtaunor",4.29202570739231e-5,0.0001616895164865952
"dhdk1",0.000405882317013934,0.0006329890423612684
"dhdtau1",0.0004688745401202715,0.0008948519105525366
"dhdtau2",0.002125512787535295,0.009300161464505078
"dhdtauach",0.12089078257649861,0.05254345845726268
"dhdmnor",0.12108302223225788,0.14332166812352845
"dhdmach",0.3994109844615195,0.1054022606852394
"dhdN",0.44384105434780646,0.12516722072920616
"dhdh0",20.215554856917205,5.14261355714837
