554.716	0.612821	1.77011	5491.54	0.517915	15.7277	92.7747	4812.21	981998e-10	4676.51	197.245	378.003	1.12799	9709.73	3792.41	2834.7	48.9844	14.423	45.7233	4.40851	3.28062	1.37528	0.0504515	0.0173055	0.33923	9.88028	2.19115	21.1641	0.120192	0.432457	11.0234	12.73	4.30832	0.379175	7.0825	5.10453	23.9911	6.74301	2.63476	4.72116	617501e-14	0.01477	471765e-10	0.197521	2.31214	5.31654
396.031	0.954642	1.2059	16699.3	0.583786	41.1939	153.129	2807.02	920514e-10	7043.96	226.754	504.013	1.37757	18469.9	6798.72	2820.1	25.4121	20.3944	18.3775	3.00087	2.50229	1.54713	0.0330366	0.0178633	0.288988	11.0159	4.85067	20.7926	0.047064	1.23351	10.6769	14.4362	5.97172	0.465511	3.1857	4.84697	41.3517	4.95242	1.9593	2.64237	208209e-14	0.00945642	244028e-10	0.242376	2.40538	8.09969
552.068	0.492207	1.32123	4943.91	0.474066	16.5746	99.2156	5067.07	874765e-10	4238.22	254.173	220.627	1.31828	9803.74	3426.74	3003.58	45.1378	14.1555	45.91	4.23714	2.7523	1.49366	0.0474688	0.0136516	0.342709	10.0302	2.12649	14.1822	0.109933	0.577239	14.7706	14.2766	3.779	0.335132	9.19239	5.64567	20.4263	6.08444	3.2304	4.31098	690426e-14	0.0147577	387958e-10	0.191074	1.86754	5.73335
333.965	1.04884	1.52308	3228.28	0.301844	29.9627	125.631	3354.49	911718e-10	6698.61	145.709	607.088	1.82349	6969.94	16353.2	2129	32.6746	15.1882	24.7785	4.17398	1.15855	1.5681	0.0528267	0.010663	0.282252	5.74145	7.09583	28.6375	0.0930902	0.280375	20.2695	18.8017	2.55164	0.278381	7.3057	4.66281	23.6885	4.56786	3.59285	4.10484	799107e-14	0.0133943	426298e-10	0.0940323	2.02324	3.90951
722.547	0.9586	1.21141	11527.6	0.89677	21.6456	133.651	3256.79	127978e-9	4935.2	313.828	381.542	1.18488	7450.11	7193.58	1391.85	39.601	8.27433	25.9499	3.92337	1.92433	1.48579	0.0546681	0.0203286	0.317499	11.0447	3.19567	35.5898	0.0560848	0.645668	14.0897	20.6295	5.84765	0.337537	5.09874	7.46675	42.6104	4.28559	2.08834	3.65455	423642e-14	0.0148588	60838e-9	0.188037	3.14385	3.81249
635.135	0.645352	2.27075	4706.57	0.56572	16.8153	138.29	3727.82	107696e-9	5157.46	203.21	416.249	0.98818	15608.2	3731.79	2106.55	54.2938	17.0428	26.4072	3.90887	3.23759	1.7736	0.054211	0.0150483	0.318166	10.3229	3.45651	21.2212	0.106932	0.434381	12.2037	15.1686	5.25139	0.365603	5.29216	6.27077	19.981	6.84791	2.26786	4.45724	658155e-14	0.0131405	378449e-10	0.167601	2.37689	6.03995
490.896	0.976241	1.80632	12892	0.566016	27.8225	154.177	4247.64	144411e-9	5663.4	411.936	606.85	1.33226	27193.5	14047	2140.72	51.2959	22.4365	8.74464	2.42056	1.48553	1.4704	0.035595	0.0153733	0.377416	4.2439	7.39857	16.709	0.0594419	0.754828	13.5434	12.5842	8.86056	0.442139	9.67475	6.09344	31.1366	8.62062	2.33985	3.79116	547999e-14	0.0270934	396407e-10	0.135118	3.39934	3.02398
559.603	0.810031	1.94477	5653.95	0.614423	34.6843	113.617	4110.69	156571e-9	4736.74	328.44	373.592	1.23051	17458.2	8153.89	1783.18	54.6199	15.2526	19.4601	3.43099	1.99141	2.04765	0.0525574	0.0158852	0.222562	10.9959	3.13437	24.5418	0.089072	0.733473	13.5076	14.0987	3.63236	0.49958	5.42798	5.89767	38.8324	9.25124	3.13934	3.84241	566315e-14	0.0174001	529403e-10	0.155132	2.12506	4.03118
556.882	0.839628	2.82629	7741	0.645507	18.3857	151.628	2225.19	129003e-9	2804.88	206.51	425.604	1.09056	17717.6	4728.66	2683.98	21.1805	17.2855	18.5711	2.99729	2.34698	2.48929	0.0380322	0.00761515	0.197533	11.3645	3.36657	28.1141	0.0914316	0.676563	9.447	24.6143	2.12261	0.191027	6.04657	7.39382	26.4923	6.87978	2.55488	3.68223	117523e-13	0.0169521	468449e-10	0.0775903	2.42162	4.49801
629.556	1.39185	1.64073	4599.02	0.582494	21.7548	66.9381	2159.07	138937e-9	4777.69	350.125	414.402	2.15649	18709.1	8291.32	1377.81	68.1241	16.8497	18.1954	3.15229	1.49449	1.67913	0.0532215	0.0115152	0.287539	11.2648	4.87097	11.8054	0.0675352	0.605692	12.066	16.7352	4.07589	0.580666	4.3778	4.3741	58.5737	9.17399	2.51178	2.64276	339725e-14	0.0267708	366437e-10	0.132982	2.75879	3.77436
593.872	0.551023	1.4664	4954.34	0.419064	15.1503	89.0111	5067.6	102648e-9	4473.32	229.94	339.734	1.20458	9545.42	3959.72	3086.67	52.6242	14.1096	41.3128	4.47284	3.14088	1.44901	0.0499387	0.01636	0.346919	9.54429	2.38936	17.0081	0.124434	0.450482	12.5946	13.8691	4.28285	0.363099	8.28301	5.61153	23.6826	6.45542	2.689	4.25961	69449e-13	0.0141833	427974e-10	0.247832	2.13887	5.39075
