5322.87	0.0449657	3.2759	1132.42	0.695514	12.4434	53.2778	1382.96	688968e-10	15502.1	98.0612	297.311	0.880764	4315	2588.3	675.23	9.67135	20.4635	9.80265	1.85741	1.78563	0.701241	0.0410577	0.00791217	0.241778	2.67702	8.24574	20.2051	0.0440502	0.341699	11.9034	3.41588	0.935545	0.144712	1.70217	0.832343	42.2108	1.76257	3.11495	1.62627	17084e-13	0.0102195	158395e-10	0.1374	0.657443	14.4538
5216.92	0.0481524	3.04426	1198.5	0.690072	12.1645	56.4422	1346.37	696438e-10	16719.6	102.251	294.747	0.927869	4268.75	2525.59	739.913	9.50712	19.7249	9.92838	1.87133	2.01382	0.701383	0.0381924	0.00791727	0.228417	2.62419	8.42156	21.6047	0.0443343	0.330747	11.6929	3.24167	0.856021	0.134722	1.72397	0.909604	38.2561	1.64298	3.12391	1.7132	162759e-14	0.0102433	176285e-10	0.138124	0.726596	15.0284
4566.3	0.0476346	3.06582	1173.23	0.556189	12.9888	61.0736	1396.86	693655e-10	15356.6	95.6622	335.173	0.817776	4629.18	2244.29	674.413	10.9971	23.0017	7.62476	1.86337	1.81987	0.701903	0.0428412	0.00768302	0.228007	2.51444	7.68763	24.7052	0.0386793	0.332294	13.4891	3.01476	0.818412	0.125182	1.96539	0.752912	39.6009	2.06254	3.76599	1.52697	169419e-14	0.0110607	169483e-10	0.161043	0.63463	13.6826
5730.58	0.0509773	3.09668	1295.07	0.652378	11.7894	64.4659	1571.04	773639e-10	16303.5	101.977	268.357	0.849798	4302.64	2371.75	683.767	8.86157	21.6134	9.78258	1.84028	2.25522	0.771067	0.0418709	0.00719721	0.239993	3.09384	7.99197	20.518	0.0434659	0.340446	11.4575	3.34793	0.86363	0.128622	1.54502	0.987787	36.796	1.60681	2.93799	2.07389	154369e-14	0.00954027	152632e-10	0.155057	0.811087	15.7167
4930.24	0.119947	2.77348	1326.85	0.695557	13.064	87.2582	1955.04	758962e-10	11509.5	123.739	208.897	0.57955	3872.21	2589.95	865.421	8.65437	15.7538	11.0422	1.74816	2.28134	0.721181	0.0289696	0.00651052	0.370116	3.0373	10.7322	21.4626	0.0472327	0.28862	6.87495	2.3509	0.747712	0.105057	2.17487	1.14698	23.7651	2.28267	2.26994	1.50462	156174e-14	0.00937749	137283e-10	0.14673	0.848846	11.2702
4870.64	0.0457564	3.09564	1195.1	0.629492	13.2288	62.6096	1415.87	73214e-9	15188.9	97.3129	309.92	0.857523	4820.23	2470.08	670.348	10.9904	21.2847	9.69434	1.90828	1.7184	0.710208	0.0408958	0.00750968	0.258314	2.71058	9.07506	21.3807	0.0437679	0.348992	13.3612	3.172	0.888176	0.129954	1.73241	0.785979	38.3597	1.64764	3.145	1.48846	156232e-14	0.0119307	173359e-10	0.153123	0.685773	14.9869
4527.09	0.0719818	2.23494	1129.49	0.709062	13.2336	80.4469	1702.55	765026e-10	13380.7	119.645	222.806	0.783661	4403.51	2452.48	697.35	12.1604	16.2107	9.81259	1.73027	2.21249	0.79619	0.03448	0.00577452	0.325733	2.74145	9.88912	22.2884	0.044027	0.302065	8.84812	2.77224	0.743469	0.128793	2.10874	0.935702	24.6314	1.87948	2.0436	1.88524	170459e-14	0.00822531	148998e-10	0.159383	0.906753	13.5902
4653.51	0.112847	2.79657	1210.69	0.608406	9.90115	75.193	1906.39	776286e-10	11864.1	127.047	204.378	0.675451	3677.78	2404.66	825.883	11.101	14.8904	11.2135	1.81972	2.17591	0.757376	0.0384426	0.00651147	0.353598	2.76694	10.352	22.1162	0.0487817	0.332482	8.10826	2.46007	0.702816	0.0996262	1.95128	1.02262	22.8988	2.10397	2.30496	1.71401	143544e-14	0.0102654	152535e-10	0.155584	1.04125	12.469
4961.46	0.0899988	2.20798	1199.15	0.667382	11.7765	74.3874	1990.86	779804e-10	12027.8	130.743	229.768	0.728856	4024.66	2207.25	687.75	10.8062	16.792	9.32259	1.79312	2.18721	0.788995	0.0367676	0.00617517	0.350339	2.80335	10.1324	21.8768	0.0456958	0.324129	8.75144	2.59986	0.771305	0.10642	1.83231	1.01723	25.7751	2.17753	2.47547	1.61053	17803e-13	0.00908258	145015e-10	0.162223	0.90438	12.1674
4961.46	0.0899988	2.20798	1199.15	0.667382	11.7765	74.3874	1990.86	779804e-10	12027.8	130.743	229.768	0.728856	4024.66	2207.25	687.75	10.8062	16.792	9.32259	1.79312	2.18721	0.788995	0.0367676	0.00617517	0.350339	2.80335	10.1324	21.8768	0.0456958	0.324129	8.75144	2.59986	0.771305	0.10642	1.83231	1.01723	25.7751	2.17753	2.47547	1.61053	17803e-13	0.00908258	145015e-10	0.162223	0.90438	12.1674
