[2985.92,0.847376,1.23693,3436.19,0.438664,14.9913,174.782,4621.28,0.000166795,10565.4,179.75,266.584,0.671201,7108.74,4348.38,2304.12,63.0443,18.0884,36.2589,2.06647,0.732983,1.63728,0.0486225,0.0054933,0.145753,10.7015,2.98193,16.2822,0.0383131,0.426822,10.9772,9.62424,1.19246,0.396291,3.96343,3.49585,25.258,7.36001,2.22615,2.78239,5.53894e-9,0.00860501,5.65888e-5,0.136915,1.02335,5.01754,364.0],41.33155073621372
[5359.33,0.472571,1.29714,3599.9,0.795129,15.515,153.577,3977.51,8.0958e-5,9269.7,163.197,250.971,0.647803,12775.2,2474.19,2190.59,60.3439,31.2559,35.569,2.07069,0.754062,1.74475,0.0537967,0.00629867,0.170107,13.172,4.64579,25.79,0.037283,0.394445,11.622,9.26703,1.17589,0.412719,4.44023,4.18256,32.0067,10.0026,2.24334,4.01738,8.81592e-9,0.0150795,5.45185e-5,0.136287,2.47188,4.6109,420.0],247.55474444986442
[428.134,2.97872,1.65585,7321.95,0.658232,28.3596,75.3313,1391.84,0.000110457,3360.93,591.835,76.1171,0.600687,15294.6,10724.6,2784.05,35.3846,36.1231,144.732,3.45172,0.612757,0.424653,0.00993935,0.0198899,0.113088,4.59115,1.91415,4.87542,0.0646218,0.606375,3.66962,2.52756,2.84953,0.0853204,4.69276,6.16692,32.1712,2.28455,23.4583,5.61408,4.14302e-9,0.016845,0.000107589,0.0325555,0.670511,6.90095,364.0],35.720237314363274
[1775.93,1.26884,5.55833,15750.7,2.7409,61.6452,314.066,8952.92,8.15962e-5,5708.53,359.163,416.609,1.71297,17806.4,6721.12,2874.95,78.9655,8.2072,24.3937,5.44401,1.89594,2.06168,0.0277066,0.0371295,0.441487,19.8903,8.38179,38.7439,0.0205061,5.28268,14.5792,60.4753,9.02855,0.58491,14.8369,4.84589,111.091,9.49879,2.07964,0.956696,1.15166e-8,0.00856552,0.000141624,0.167211,1.32605,5.37571,420.0],8665.02313254941
[7375.36,0.692283,8.44557,18383.9,0.712005,18.2199,191.188,1418.31,6.28229e-5,3718.85,216.818,186.012,0.439797,10732.5,12348.3,992.714,24.2268,20.71,34.5727,0.866509,2.99694,2.62158,0.108604,0.0131779,0.134332,6.118,14.1579,22.1257,0.0162813,1.5251,7.58327,10.2285,4.5925,0.134747,3.39065,20.5879,47.2458,5.91989,2.0151,8.35429,2.51374e-9,0.0216647,4.71022e-5,0.117121,4.0858,4.12677,364.0],2935.643353207993
[7734.07,0.740518,8.55573,18603.7,0.708053,16.4744,146.38,1366.47,6.38468e-5,4307.63,243.737,183.48,0.494857,17465.0,75.3147,3809.39,43.1447,51.0217,36.6892,1.38506,4.01002,3.44303,0.130472,0.0178647,0.00121076,0.0663959,0.614924,0.184273,0.0010518,0.45293,6.84077,5.61713,1.41419,0.042797,1.0612,6.38653,14.444,1.84463,2.00488,2.7131,9.38221e-10,0.00774232,4.80308e-5,0.0375709,3.84063,2.92518,420.0],8684.030773953167
[7375.36,0.692283,8.44557,18383.9,0.712005,18.2199,191.188,1418.31,6.28229e-5,3718.85,216.818,186.012,0.439797,10732.5,12348.3,992.714,24.2268,20.71,34.5727,0.866509,2.99694,2.62158,0.108604,0.0131779,0.134332,6.118,14.1579,22.1257,0.0162813,1.5251,7.58327,10.2285,4.5925,0.134747,3.39065,20.5879,47.2458,5.91989,2.0151,8.35429,2.51374e-9,0.0216647,4.71022e-5,0.117121,4.0858,4.12677,364.0],2935.643353207993
[4057.79,2.03605,3.42094,5195.6,1.07527,24.2651,163.539,5709.35,0.000100602,4929.11,248.476,366.496,1.22966,5949.97,5235.11,1491.41,59.9419,5.92793,13.1634,1.59756,1.72749,1.71499,0.0575922,0.015412,0.162632,17.1533,3.88918,16.6166,0.100119,0.72425,9.51228,12.5649,2.30677,0.270241,8.45107,3.16882,32.7126,5.23679,2.80465,0.716442,3.45861e-9,0.00822895,5.75951e-5,0.0692095,0.777873,2.83075,420.0],8684.026647812507
[4655.88,1.843,3.81615,5770.6,0.715386,76.8679,116.199,3972.12,6.95003e-5,3205.56,178.64,219.89,0.814886,6919.6,4714.5,893.899,62.3791,5.61821,37.7666,0.764182,0.68986,0.643893,0.0209057,0.00521064,0.061201,6.12326,1.52161,6.79798,0.108166,0.743755,5.05622,6.3352,1.88893,0.207366,4.57658,2.40811,26.0814,3.57206,1.8517,0.73657,3.15176e-9,0.00794479,4.88005e-5,0.0652171,0.740256,2.87577,364.0],2935.6202836564726
[4057.79,2.03605,3.42094,5195.6,1.07527,24.2651,163.539,5709.35,0.000100602,4929.11,248.476,366.496,1.22966,5949.97,5235.11,1491.41,59.9419,5.92793,13.1634,1.59756,1.72749,1.71499,0.0575922,0.015412,0.162632,17.1533,3.88918,16.6166,0.100119,0.72425,9.51228,12.5649,2.30677,0.270241,8.45107,3.16882,32.7126,5.23679,2.80465,0.716442,3.45861e-9,0.00822895,5.75951e-5,0.0692095,0.777873,2.83075,420.0],8684.026647812507
[4655.88,1.843,3.81615,5770.6,0.715386,76.8679,116.199,3972.12,6.95003e-5,3205.56,178.64,219.89,0.814886,6919.6,4714.5,893.899,62.3791,5.61821,37.7666,0.764182,0.68986,0.643893,0.0209057,0.00521064,0.061201,6.12326,1.52161,6.79798,0.108166,0.743755,5.05622,6.3352,1.88893,0.207366,4.57658,2.40811,26.0814,3.57206,1.8517,0.73657,3.15176e-9,0.00794479,4.88005e-5,0.0652171,0.740256,2.87577,364.0],2935.6202836564726
[4057.79,2.03605,3.42094,5195.6,1.07527,24.2651,163.539,5709.35,0.000100602,4929.11,248.476,366.496,1.22966,5949.97,5235.11,1491.41,59.9419,5.92793,13.1634,1.59756,1.72749,1.71499,0.0575922,0.015412,0.162632,17.1533,3.88918,16.6166,0.100119,0.72425,9.51228,12.5649,2.30677,0.270241,8.45107,3.16882,32.7126,5.23679,2.80465,0.716442,3.45861e-9,0.00822895,5.75951e-5,0.0692095,0.777873,2.83075,420.0],8684.026647812507
[2211.25,0.88879,0.0205776,28978.4,0.587052,30.1329,293.995,8328.7,0.000268828,15635.7,733.981,609.993,1.9159,28024.1,5132.92,4306.09,174.493,10.4064,20.9691,1.38153,3.97486,2.43679,0.0695085,0.000210052,0.0671556,7.1187,4.66043,27.0359,0.0824354,0.870316,3.28201,1.57303,2.15017,0.156932,8.24376,22.9788,108.553,18.7582,2.59974,3.00168,9.12895e-9,0.0108403,0.000125238,0.206268,2.53139,3.94028,364.0],1135.193590765313
[2942.9,0.673066,1.84329,7444.37,0.654063,55.7973,176.179,4110.63,2.80648e-5,7687.71,348.008,323.651,1.0619,5702.41,7197.76,2844.51,117.02,9.30133,15.7745,3.25873,3.21551,2.18693,0.068822,0.0259862,0.299426,12.2802,5.98129,30.167,0.0759341,1.14186,7.01393,9.83146,4.12999,0.257074,4.41812,5.51955,27.5191,4.98835,2.57582,2.1767,4.26483e-9,0.0101208,9.97321e-5,0.0965825,1.88318,4.26164,420.0],8684.013943325883
[2211.25,0.88879,0.0205776,28978.4,0.587052,30.1329,293.995,8328.7,0.000268828,15635.7,733.981,609.993,1.9159,28024.1,5132.92,4306.09,174.493,10.4064,20.9691,1.38153,3.97486,2.43679,0.0695085,0.000210052,0.0671556,7.1187,4.66043,27.0359,0.0824354,0.870316,3.28201,1.57303,2.15017,0.156932,8.24376,22.9788,108.553,18.7582,2.59974,3.00168,9.12895e-9,0.0108403,0.000125238,0.206268,2.53139,3.94028,364.0],1135.193590765313
[2942.9,0.673066,1.84329,7444.37,0.654063,55.7973,176.179,4110.63,2.80648e-5,7687.71,348.008,323.651,1.0619,5702.41,7197.76,2844.51,117.02,9.30133,15.7745,3.25873,3.21551,2.18693,0.068822,0.0259862,0.299426,12.2802,5.98129,30.167,0.0759341,1.14186,7.01393,9.83146,4.12999,0.257074,4.41812,5.51955,27.5191,4.98835,2.57582,2.1767,4.26483e-9,0.0101208,9.97321e-5,0.0965825,1.88318,4.26164,420.0],8684.013943325883
