"name","mean","stdev"
"dhdtaunor",9.958931166790415e-6,3.756865942042669e-5
"dhdtauach",1.763935701487862e-5,0.0001010672620332456
"dhdk1",0.005258715071247087,0.004025726244297166
"dhdtau1",0.005552733659681475,0.006893195424083549
"dhdtau2",0.0078312224006872,0.01082170377677335
"dhdmnor",0.1204472867142567,0.13865928271751762
"dhdmach",0.6196319561329527,0.5180762920481032
"dhdN",0.6373934798876643,0.5285000921072249
"dhdh0",20.2299487384609,5.131277195992205
