"_Elapsed_time_","_HR_","_PULSE_","_ABP_","_ABP_Sys_","_ABP_Dias_","_ABP_Mean_","_CVP_","_NBP_","_NBP_Sys_","_NBP_Dias_","_NBP_Mean_","_RESP_","_SpO2_","_PVC_Rate_per_Minute_","_Rhythm_Status_","_Ectopic_Status_","_Ectopic_Count_"
"0.000","84.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000","63017.000","63062.000",NA
"1.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63005.000",NA,NA
"2.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63005.000",NA,NA
"3.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63005.000",NA,NA
"4.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63005.000",NA,NA
"5.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63005.000",NA,NA
"6.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63005.000",NA,NA
"7.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63005.000",NA,NA
"8.000","86.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63005.000",NA,NA
"9.000","83.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63005.000",NA,NA
"10.000","85.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63005.000",NA,NA
"11.000","86.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63005.000",NA,NA
"12.000","86.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63005.000",NA,NA
"13.000","85.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63005.000",NA,NA
"14.000","85.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63005.000",NA,NA
"15.000","85.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.000",NA,NA,"63005.000",NA,NA
"16.000","85.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12.000",NA,"0.000","63004.000",NA,NA
"17.000","85.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12.000",NA,"0.000","63004.000",NA,NA
"18.000","85.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14.000",NA,"0.000","63004.000",NA,NA
"19.000","85.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14.000",NA,"0.000","63004.000",NA,NA
"20.000","85.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14.000",NA,"0.000","63004.000",NA,NA
