0	1400	0	60	0	5e3	12	0	1400	0	60	0	0	0	0	1400	0	60	0	5e3	12	0	1400	0	60	0	0	0	0	1400	0	60	0	0	0	0	1400	0	60	0	5e3	12	.005	3.598	.532	1.799	.329	.308	.035
.002	1400	788134023606564e-29	60	28123657117101227e-35	4998.185533231477	12	0	1400	9446407187007194e-33	60	33558943706750283e-38	12.26905172622011	0	0	1399.999999956753	43240074741586695e-24	59.999999999998415	15916330894378454e-28	4996.372470588644	12	0	1399.9999999999575	4275879440115381e-26	60	15391194389570018e-31	9.920191668368942	0	0	1399.9999999999543	456711340237541e-25	60	1643951181159367e-30	10.595850646564157	0	0	1399.9881340379711	.011864108324398315	59.9999995524029	44759709647434714e-23	4999.999320057771	12.000448223687698	.005000186759869874	3.598	.532	1.7990000000000002	.329	.308	.03499869272979354
.004	1400	2927408863403751e-28	60	11234380580269853e-32	4996.375431822261	12	0	1400	11572606866620263e-31	60	4460631267198955e-34	24.50366442472785	0	0	1399.9999998256717	17421922447969776e-23	59.999999999941714	5829780406996006e-26	4992.756459859986	12	0	1399.9999999995025	4974009071635643e-25	59.999999999999815	18498219637292403e-29	19.813601866162106	0	0	1399.9999999994684	53120217239773e-23	59.99999999999981	19755147172747563e-29	21.16167241885408	0	0	1399.9762136358836	.023776694493772003	59.999994834152595	51658474012591455e-22	4999.997287822312	12.000896480875607	.005000373533698169	3.598	.532	1.7990000000000002	.329	.308	.03499738545958708
.006	1399.9999999999993	782144572998129e-27	60	30543678367660633e-32	4994.569699132701	12	0	1400	3133713795054435e-30	60	1214246795024753e-33	36.70381084889255	0	0	1399.9999996072063	3925102596506113e-22	59.99999999984429	15571744629860594e-26	4989.151977751455	12	0	1399.9999999987267	12726963611336832e-25	59.999999999999496	5008519599220294e-28	29.680208416699948	0	0	1399.9999999986399	13591707258231384e-25	59.99999999999947	5348836505489623e-28	31.697438953485495	0	0	1399.9642389438523	.03573825492956722	59.9999867889322	13211067803466393e-21	4999.993902373051	12.001344771539873	.005000560321474946	3.598	.532	1.7990000000000002	.329	.308	.034996078189380615
.008	1399.9999999999984	1778009989331754e-27	60	8286889196800639e-31	4992.768320573028	12	0	1400	7832190312382122e-30	60	35631135461447155e-34	48.8696079182971	0	0	1399.9999993003787	6990270708912729e-22	59.99999999964717	3528310877020048e-25	4985.558983139366	12	0	1399.9999999974034	25946881724475867e-25	59.99999999999875	12473152768049502e-28	39.52010467701869	0	0	1399.999999997227	277091605547637e-23	59.99999999999868	1332041303575775e-27	42.20325853653493	0	0	1399.9522096909498	.0477482748549877	59.999973140371665	26859628335178316e-21	4999.989168728208	12.001793095689145	.00500074712320381	3.598	.532	1.7990000000000002	.329	.308	.034994770919174155
.01	1399.9999999999966	365477457276092e-26	60	1982925807159472e-30	4990.971277821172	12	0	1400	17560630814385958e-30	60	9002679403258164e-33	61.00120251257927	0	0	1399.9999989039252	10949521831269863e-22	59.99999999927715	7228566920564586e-25	4981.977424305714	12	0	1399.9999999952422	47533814949352455e-25	59.99999999999721	2788023130746624e-27	49.33340799280664	0	0	1399.999999994919	5076072795091585e-24	59.99999999999703	29773543473778743e-28	52.67926738411669	0	0	1399.940125522121	.05980602254090249	59.999950961262876	4903873712543773e-20	4999.98309312621	12.002241453337824	.005000933938890759	3.598	.532	1.7990000000000002	.329	.308	.034993463648967695
.012	1399.999999999994	6219659738241385e-27	60	36351110498053445e-31	4989.178580952081	12	0	1400	3121668664501777e-29	60	16923005106294533e-33	73.0985138610673	0	0	1399.9999984185436	15796317113125482e-22	59.99999999877212	1227888936770479e-24	4978.407329696977	12	0	1399.9999999924037	7589030148075594e-24	59.99999999999505	4948304136814825e-27	59.120053827663995	0	0	1399.999999991888	8104076932003212e-24	59.99999999999472	5284293057149154e-27	63.12539056745159	0	0	1399.9279866341271	.07191192397609589	59.999921875316254	7812468374684259e-20	4999.975672158157	12.002689844477565	.005001120768532319	3.598	.532	1.7990000000000002	.329	.308	.034992156378761234
.014	1399.9999999999893	10833804661006582e-27	59.99999999999999	7639563530859217e-30	4987.390185717102	12	0	1400	6018156349224787e-29	60	3864670005367421e-32	85.16189653043061	0	0	1399.9999978412873	21557948102549766e-22	59.9999999978732	21268020013698826e-25	4974.848574682138	12	0	1399.9999999881943	11792326785737145e-24	59.99999999999051	9487319248839226e-27	68.88032521800987	0	0	1399.9999999873933	1259219253763521e-23	59.999999999989875	10131250053019283e-27	73.54195614207897	0	0	1399.9157922225452	.08406503483681362	59.999879304132946	.00012069586705540958	4999.966921638569	12.003138269128348	.005001307612136811	3.598	.532	1.7990000000000002	.329	.308	.03499084910855477
.016	1399.9999999999832	16916278257449563e-27	59.999999999999986	13204864196490993e-30	4985.606111001459	12	0	1400	9959778882617702e-29	60	693413004777193e-31	97.19119919242648	0	0	1399.999997173414	2822276682931146e-21	59.999999996690896	33091089787358583e-25	4971.30121245343	12	0	1399.9999999829101	17068485364617326e-24	59.99999999998434	15654262599394824e-27	78.61410136454862	0	0	1399.9999999817512	1822575699429947e-23	59.99999999998329	16716531665372093e-27	83.92882409464575	0	0	1399.9035426307012	.09626575815827192	59.99982605535852	.00017394464148089858	4999.9568348178445	12.003586727281643	.005001494469700684	3.598	.532	1.7990000000000002	.329	.308	.034989541838348306
.018	1399.999999999974	26244312652602463e-27	59.99999999999997	2558879803506846e-29	4983.8263227200405	12	0	1399.9999999999998	17227617740193576e-29	60	1560914469016609e-31	109.18669502125155	0	0	1399.9999964126223	35811816924525856e-22	59.99999999491293	5087068162782447e-24	4967.765147045375	12	0	1399.9999999759975	23968198690027182e-24	59.99999999997322	26772565033236275e-27	88.32160023171403	0	0	1399.9999999743711	25592331688230527e-24	59.999999999971415	28588153925135717e-27	94.2862468870145	0	0	1399.8912372490813	.10851375304894495	59.99975766695229	.0002423330477079197	4999.94542424788	12.004035218949474	.005001681341228947	3.598	.532	1.7990000000000002	.329	.308	.03498823456814184
.02	1399.9999999999602	3998197836470793e-26	59.99999999999995	48235165330196435e-30	4982.050798547417	12	0	1399.9999999999998	29315760080266646e-29	60	3297371411030666e-31	121.1485629434649	0	0	1399.999995557405	4433888177092228e-21	59.99999999233479	7665205832830364e-24	4964.240315601479	12	0	1399.9999999670943	3285216542942944e-23	59.99999999995497	4501904285438306e-26	98.00296458418377	0	0	1399.999999964866	3507676386461364e-23	59.99999999995193	48070034345212845e-27	104.61438987935804	0	0	1399.8788756784602	.12080879622805277	59.9996712163191	.0003287836808994769	4999.932698150049	12.004483744139709	.005001868226724878	3.598	.532	1.7990000000000002	.329	.308	.03498692729793537
