0	1400	0.001	60	0	3400	12	0.005	0.01	22	0	0	0	0	1e4	2e3	0	0	0	0	1180	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1e-6	1400	0.001	60	0	3400	12	0.005	0.01	22	0	0	0	0	1e4	2e3	0	0	0	0	1180	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.02	1400	0.001	60	0	3400	12	0.005	0.01	22	0	0	0	0	1e4	2e3	0	0	0	0	1180	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.04	1400	0.001	60	0	3400	12	0.005	0.01	22	0	0	0	0	1e4	2e3	0	0	0	0	1180	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.06	1400	0.001	60	0	3400	12	0.005	0.01	22	0	0	0	0	1e4	2e3	0	0	0	0	1180	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.08	1400	0.001	60	0	3400	12	0.005	0.01	22	0	0	0	0	1e4	2e3	0	0	0	0	1180	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.1	1400	0.001	60	0	3400	12	0.005	0.01	22	0	0	0	0	1e4	2e3	0	0	0	0	1180	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.12	1400	0.001	60	0	3400	12	0.005	0.01	22	0	0	0	0	1e4	2e3	0	0	0	0	1180	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.14	1400	0.001	60	0	3400	12	0.005	0.01	22	0	0	0	0	1e4	2e3	0	0	0	0	1180	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.16	1400	0.001	60	0	3400	12	0.005	0.01	22	0	0	0	0	1e4	2e3	0	0	0	0	1180	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.18	1400	0.001	60	0	3400	12	0.005	0.01	22	0	0	0	0	1e4	2e3	0	0	0	0	1180	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.2	1400	0.001	60	0	3400	12	0.005	0.01	22	0	0	0	0	1e4	2e3	0	0	0	0	1180	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.22	1400	0.001	60	0	3400	12	0.005	0.01	22	0	0	0	0	1e4	2e3	0	0	0	0	1180	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.24	1400	0.001	60	0	3400	12	0.005	0.01	22	0	0	0	0	1e4	2e3	0	0	0	0	1180	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.26	1400	0.001	60	0	3400	12	0.005	0.01	22	0	0	0	0	1e4	2e3	0	0	0	0	1180	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.28	1400	0.001	60	0	3400	12	0.005	0.01	22	0	0	0	0	1e4	2e3	0	0	0	0	1180	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.3	1400	0.001	60	0	3400	12	0.005	0.01	22	0	0	0	0	1e4	2e3	0	0	0	0	1180	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.32	1400	0.001	60	0	3400	12	0.005	0.01	22	0	0	0	0	1e4	2e3	0	0	0	0	1180	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.34	1400	0.001	60	0	3400	12	0.005	0.01	22	0	0	0	0	1e4	2e3	0	0	0	0	1180	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.36	1400	0.001	60	0	3400	12	0.005	0.01	22	0	0	0	0	1e4	2e3	0	0	0	0	1180	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.38	1400	0.001	60	0	3400	12	0.005	0.01	22	0	0	0	0	1e4	2e3	0	0	0	0	1180	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.4	1400	0.001	60	0	3400	12	0.005	0.01	22	0	0	0	0	1e4	2e3	0	0	0	0	1180	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.42	1400	0.001	60	0	3400	12	0.005	0.01	22	0	0	0	0	1e4	2e3	0	0	0	0	1180	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.44	1400	0.001	60	0	3400	12	0.005	0.01	22	0	0	0	0	1e4	2e3	0	0	0	0	1180	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.46	1400	0.001	60	0	3400	12	0.005	0.01	22	0	0	0	0	1e4	2e3	0	0	0	0	1180	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.48	1400	0.001	60	0	3400	12	0.005	0.01	22	0	0	0	0	1e4	2e3	0	0	0	0	1180	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.5	1400	0.001	60	0	3400	12	0.005	0.01	22	0	0	0	0	1e4	2e3	0	0	0	0	1180	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.52	1400	0.001	60	0	3400	12	0.005	0.01	22	0	0	0	0	1e4	2e3	0	0	0	0	1180	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.54	1400	0.001	60	0	3400	12	0.005	0.01	22	0	0	0	0	1e4	2e3	0	0	0	0	1180	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.56	1400	0.001	60	0	3400	12	0.005	0.01	22	0	0	0	0	1e4	2e3	0	0	0	0	1180	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.58	1400	0.001	60	0	3400	12	0.005	0.01	22	0	0	0	0	1e4	2e3	0	0	0	0	1180	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.6	1400	0.001	60	0	3400	12	0.005	0.01	22	0	0	0	0	1e4	2e3	0	0	0	0	1180	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.62	1400	0.001	60	0	3400	12	0.005	0.01	22	0	0	0	0	1e4	2e3	0	0	0	0	1180	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.64	1400	0.001	60	0	3400	12	0.005	0.01	22	0	0	0	0	1e4	2e3	0	0	0	0	1180	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.66	1400	0.001	60	0	3400	12	0.005	0.01	22	0	0	0	0	1e4	2e3	0	0	0	0	1180	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.68	1400	0.001	60	0	3400	12	0.005	0.01	22	0	0	0	0	1e4	2e3	0	0	0	0	1180	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.7	1400	0.001	60	0	3400	12	0.005	0.01	22	0	0	0	0	1e4	2e3	0	0	0	0	1180	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.72	1400	0.001	60	0	3400	12	0.005	0.01	22	0	0	0	0	1e4	2e3	0	0	0	0	1180	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.74	1400	0.001	60	0	3400	12	0.005	0.01	22	0	0	0	0	1e4	2e3	0	0	0	0	1180	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.76	1400	0.001	60	0	3400	12	0.005	0.01	22	0	0	0	0	1e4	2e3	0	0	0	0	1180	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.78	1400	0.001	60	0	3400	12	0.005	0.01	22	0	0	0	0	1e4	2e3	0	0	0	0	1180	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
