"_Elapsed_time_","_HR_","_NBP_Sys_","_NBP_Dias_","_NBP_Mean_","_RESP_","_PVC_Rate_per_Minute_","_Rhythm_Status_","_Ectopic_Status_","_Ectopic_Count_"
"328.000","112.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"329.000","112.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"330.000","112.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"331.000","112.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"332.000","112.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"333.000","112.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"334.000","112.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"335.000","112.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"336.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"337.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"338.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"339.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"340.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"341.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"342.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"343.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"344.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"345.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"346.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"347.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"348.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"349.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"350.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"351.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"352.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"353.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"354.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"355.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"356.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"357.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"358.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"359.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"360.000","113.000","101.000","57.000","67.000","17.000","0.000","63015.000","63062.000",NA
"361.000","113.000","101.000","57.000","67.000","17.000","0.000","63015.000","63062.000",NA
"362.000","113.000","101.000","57.000","67.000","17.000","0.000","63015.000","63062.000",NA
"363.000","113.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"364.000","113.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"365.000","113.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"366.000","113.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"367.000","113.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"368.000","113.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"369.000","113.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"370.000","113.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"371.000","113.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"372.000","113.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"373.000","113.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"374.000","113.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"375.000","113.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"376.000","113.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"377.000","113.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"378.000","113.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"379.000","113.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"380.000","113.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"381.000","113.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"382.000","113.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"383.000","113.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"384.000","113.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"385.000","113.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"386.000","113.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"387.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"388.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"389.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"390.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"391.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"392.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"393.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"394.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"395.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"396.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"397.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"398.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"399.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"400.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"401.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"402.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"403.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"404.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"405.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"406.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"407.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"408.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"409.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"410.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"411.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"412.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"413.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"414.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"415.000","113.000","101.000","57.000","67.000","17.000","0.000","63015.000","63062.000",NA
"416.000","113.000","101.000","57.000","67.000","17.000","0.000","63015.000","63062.000",NA
"417.000","113.000","101.000","57.000","67.000","17.000","0.000","63015.000","63062.000",NA
"418.000","113.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"419.000","113.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"420.000","113.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"421.000","113.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"422.000","113.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"423.000","113.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"424.000","113.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"425.000","113.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"426.000","113.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"427.000","113.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"428.000","113.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"429.000","113.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"430.000","113.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"431.000","113.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"432.000","113.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"433.000","113.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"434.000","113.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"435.000","113.000","101.000","57.000","67.000","19.000","0.000","63015.000","63062.000",NA
"436.000","113.000","101.000","57.000","67.000","19.000","0.000","63015.000","63062.000",NA
"437.000","113.000","101.000","57.000","67.000","19.000","0.000","63015.000","63062.000",NA
"438.000","113.000","101.000","57.000","67.000","19.000","0.000","63015.000","63062.000",NA
"439.000","113.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"440.000","113.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"441.000","113.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"442.000","113.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"443.000","113.000","101.000","57.000","67.000","19.000","0.000","63015.000","63062.000",NA
"444.000","113.000","101.000","57.000","67.000","22.000","0.000","63015.000","63062.000",NA
"445.000","113.000","101.000","57.000","67.000","24.000","0.000","63015.000","63062.000",NA
"446.000","113.000","101.000","57.000","67.000","24.000","0.000","63015.000","63062.000",NA
"447.000","113.000","101.000","57.000","67.000","24.000","0.000","63015.000","63062.000",NA
"448.000","113.000","101.000","57.000","67.000","25.000","0.000","63015.000","63062.000",NA
"449.000","113.000","101.000","57.000","67.000","25.000","0.000","63015.000","63062.000",NA
"450.000","113.000","101.000","57.000","67.000","25.000","0.000","63015.000","63062.000",NA
"451.000","113.000","101.000","57.000","67.000","24.000","0.000","63015.000","63062.000",NA
"452.000","113.000","101.000","57.000","67.000","24.000","0.000","63015.000","63062.000",NA
"453.000","113.000","101.000","57.000","67.000","24.000","0.000","63015.000","63062.000",NA
"454.000","113.000","101.000","57.000","67.000","24.000","0.000","63015.000","63062.000",NA
"455.000","113.000","101.000","57.000","67.000","23.000","0.000","63015.000","63062.000",NA
"456.000","113.000","101.000","57.000","67.000","23.000","0.000","63015.000","63062.000",NA
"457.000","113.000","101.000","57.000","67.000","23.000","0.000","63015.000","63062.000",NA
"458.000","113.000","101.000","57.000","67.000","23.000","0.000","63015.000","63062.000",NA
"459.000","113.000","101.000","57.000","67.000","23.000","0.000","63015.000","63062.000",NA
"460.000","113.000","101.000","57.000","67.000","22.000","0.000","63015.000","63062.000",NA
"461.000","113.000","101.000","57.000","67.000","22.000","0.000","63015.000","63062.000",NA
"462.000","113.000","101.000","57.000","67.000","22.000","0.000","63015.000","63062.000",NA
"463.000","113.000","101.000","57.000","67.000","22.000","0.000","63015.000","63062.000",NA
"464.000","113.000","101.000","57.000","67.000","22.000","0.000","63015.000","63062.000",NA
"465.000","113.000","101.000","57.000","67.000","21.000","0.000","63015.000","63062.000",NA
"466.000","113.000","101.000","57.000","67.000","21.000","0.000","63015.000","63062.000",NA
"467.000","113.000","101.000","57.000","67.000","21.000","0.000","63015.000","63062.000",NA
"468.000","113.000","101.000","57.000","67.000","19.000","0.000","63015.000","63062.000",NA
"469.000","113.000","101.000","57.000","67.000","19.000","0.000","63015.000","63062.000",NA
"470.000","113.000","101.000","57.000","67.000","19.000","0.000","63015.000","63062.000",NA
"471.000","113.000","101.000","57.000","67.000","19.000","0.000","63015.000","63062.000",NA
"472.000","113.000","101.000","57.000","67.000","17.000","0.000","63015.000","63062.000",NA
"473.000","113.000","101.000","57.000","67.000","17.000","0.000","63015.000","63062.000",NA
"474.000","113.000","101.000","57.000","67.000","17.000","0.000","63015.000","63062.000",NA
"475.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"476.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"477.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"478.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"479.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"480.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"481.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"482.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"483.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"484.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"485.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"486.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"487.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"488.000","113.000","101.000","57.000","67.000","17.000","0.000","63015.000","63062.000",NA
"489.000","113.000","101.000","57.000","67.000","17.000","0.000","63015.000","63062.000",NA
"490.000","113.000","101.000","57.000","67.000","17.000","0.000","63015.000","63062.000",NA
"491.000","113.000","101.000","57.000","67.000","17.000","0.000","63015.000","63062.000",NA
"492.000","113.000","101.000","57.000","67.000","17.000","0.000","63015.000","63062.000",NA
"493.000","113.000","101.000","57.000","67.000","17.000","0.000","63015.000","63062.000",NA
"494.000","113.000","101.000","57.000","67.000","17.000","0.000","63015.000","63062.000",NA
"495.000","113.000","101.000","57.000","67.000","17.000","0.000","63015.000","63062.000",NA
"496.000","113.000","101.000","57.000","67.000","17.000","0.000","63015.000","63062.000",NA
"497.000","113.000","101.000","57.000","67.000","17.000","0.000","63015.000","63062.000",NA
"498.000","113.000","101.000","57.000","67.000","17.000","0.000","63015.000","63062.000",NA
"499.000","113.000","101.000","57.000","67.000","17.000","0.000","63015.000","63062.000",NA
"500.000","113.000","101.000","57.000","67.000","17.000","0.000","63015.000","63062.000",NA
"501.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"502.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"503.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"504.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"505.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"506.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"507.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"508.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"509.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"510.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"511.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"512.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"513.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"514.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"515.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"516.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"517.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"518.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"519.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"520.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"521.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"522.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"523.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"524.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"525.000","113.000","101.000","57.000","67.000","14.000","0.000","63015.000","63062.000",NA
"526.000","113.000","101.000","57.000","67.000","13.000","0.000","63015.000","63062.000",NA
"527.000","113.000","101.000","57.000","67.000","14.000","0.000","63015.000","63062.000",NA
"528.000","113.000","101.000","57.000","67.000","14.000","0.000","63015.000","63062.000",NA
"529.000","113.000","101.000","57.000","67.000","14.000","0.000","63015.000","63062.000",NA
"530.000","113.000","101.000","57.000","67.000","14.000","0.000","63015.000","63062.000",NA
"531.000","113.000","101.000","57.000","67.000","14.000","0.000","63015.000","63062.000",NA
"532.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"533.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"534.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"535.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"536.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"537.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"538.000","113.000","101.000","57.000","67.000","17.000","0.000","63015.000","63062.000",NA
"539.000","113.000","101.000","57.000","67.000","17.000","0.000","63015.000","63062.000",NA
"540.000","113.000","101.000","57.000","67.000","17.000","0.000","63015.000","63062.000",NA
"541.000","113.000","101.000","57.000","67.000","17.000","0.000","63015.000","63062.000",NA
"542.000","113.000","101.000","57.000","67.000","17.000","0.000","63015.000","63062.000",NA
"543.000","113.000","101.000","57.000","67.000","17.000","0.000","63015.000","63062.000",NA
"544.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"545.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"546.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"547.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"548.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"549.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"550.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"551.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"552.000","113.000","101.000","57.000","67.000","19.000","0.000","63015.000","63062.000",NA
"553.000","113.000","101.000","57.000","67.000","19.000","0.000","63015.000","63062.000",NA
"554.000","113.000","101.000","57.000","67.000","19.000","0.000","63015.000","63062.000",NA
"555.000","114.000","101.000","57.000","67.000","19.000","0.000","63015.000","63062.000",NA
"556.000","113.000","101.000","57.000","67.000","19.000","0.000","63015.000","63062.000",NA
"557.000","113.000","101.000","57.000","67.000","19.000","0.000","63015.000","63062.000",NA
"558.000","114.000","101.000","57.000","67.000","19.000","0.000","63015.000","63062.000",NA
"559.000","114.000","101.000","57.000","67.000","19.000","0.000","63015.000","63062.000",NA
"560.000","114.000","101.000","57.000","67.000","19.000","0.000","63015.000","63062.000",NA
"561.000","114.000","101.000","57.000","67.000","19.000","0.000","63015.000","63062.000",NA
"562.000","114.000","101.000","57.000","67.000","19.000","0.000","63015.000","63062.000",NA
"563.000","114.000","101.000","57.000","67.000","20.000","0.000","63015.000","63062.000",NA
"564.000","114.000","101.000","57.000","67.000","20.000","0.000","63015.000","63062.000",NA
"565.000","114.000","101.000","57.000","67.000","23.000","0.000","63015.000","63062.000",NA
"566.000","114.000","101.000","57.000","67.000","23.000","0.000","63015.000","63062.000",NA
"567.000","114.000","101.000","57.000","67.000","23.000","0.000","63015.000","63062.000",NA
"568.000","114.000","101.000","57.000","67.000","23.000","0.000","63015.000","63062.000",NA
"569.000","114.000","101.000","57.000","67.000","22.000","0.000","63015.000","63062.000",NA
"570.000","114.000","101.000","57.000","67.000","22.000","0.000","63015.000","63062.000",NA
"571.000","114.000","101.000","57.000","67.000","22.000","0.000","63015.000","63062.000",NA
"572.000","114.000","101.000","57.000","67.000","22.000","0.000","63015.000","63062.000",NA
"573.000","114.000","101.000","57.000","67.000","21.000","0.000","63015.000","63062.000",NA
"574.000","114.000","101.000","57.000","67.000","21.000","0.000","63015.000","63062.000",NA
"575.000","114.000","101.000","57.000","67.000","21.000","0.000","63015.000","63062.000",NA
"576.000","114.000","101.000","57.000","67.000","21.000","0.000","63015.000","63062.000",NA
"577.000","114.000","101.000","57.000","67.000","19.000","0.000","63015.000","63062.000",NA
"578.000","114.000","101.000","57.000","67.000","19.000","0.000","63015.000","63062.000",NA
"579.000","114.000","101.000","57.000","67.000","19.000","0.000","63015.000","63062.000",NA
"580.000","114.000","101.000","57.000","67.000","19.000","0.000","63015.000","63062.000",NA
"581.000","114.000","101.000","57.000","67.000","19.000","0.000","63015.000","63062.000",NA
"582.000","114.000","101.000","57.000","67.000","19.000","0.000","63015.000","63062.000",NA
"583.000","114.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"584.000","114.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"585.000","114.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"586.000","114.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"587.000","114.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"588.000","114.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"589.000","114.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"590.000","114.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"591.000","114.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"592.000","114.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"593.000","114.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"594.000","114.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"595.000","114.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"596.000","114.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"597.000","114.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"598.000","115.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"599.000","115.000","101.000","57.000","67.000","19.000","0.000","63015.000","63062.000",NA
