"_Elapsed_time_","_HR_","_NBP_Sys_","_NBP_Dias_","_NBP_Mean_","_RESP_","_PVC_Rate_per_Minute_","_Rhythm_Status_","_Ectopic_Status_","_Ectopic_Count_"
"0.000","114.000","101.000","57.000","67.000","14.000","1.000","63015.000","63062.000",NA
"1.000","114.000","101.000","57.000","67.000","14.000","1.000","63015.000","63062.000",NA
"2.000","114.000","101.000","57.000","67.000","14.000","1.000","63015.000","63062.000",NA
"3.000","114.000","101.000","57.000","67.000","14.000","1.000","63015.000","63062.000",NA
"4.000","114.000","101.000","57.000","67.000","14.000","1.000","63015.000","63062.000",NA
"5.000","114.000","101.000","57.000","67.000","14.000","1.000","63015.000","63062.000",NA
"6.000","114.000","101.000","57.000","67.000","14.000","1.000","63015.000","63062.000",NA
"7.000","114.000","101.000","57.000","67.000","17.000","1.000","63015.000","63062.000",NA
"8.000","114.000","101.000","57.000","67.000","17.000","1.000","63015.000","63062.000",NA
"9.000","114.000","101.000","57.000","67.000","17.000","1.000","63015.000","63062.000",NA
"10.000","114.000","101.000","57.000","67.000","17.000","1.000","63015.000","63062.000",NA
"11.000","114.000","101.000","57.000","67.000","16.000","1.000","63015.000","63062.000",NA
"12.000","114.000","101.000","57.000","67.000","18.000","1.000","63015.000","63062.000",NA
"13.000","114.000","101.000","57.000","67.000","18.000","1.000","63015.000","63062.000",NA
"14.000","114.000","101.000","57.000","67.000","18.000","1.000","63015.000","63062.000",NA
"15.000","114.000","101.000","57.000","67.000","18.000","1.000","63015.000","63062.000",NA
"16.000","114.000","101.000","57.000","67.000","18.000","1.000","63015.000","63062.000",NA
"17.000","114.000","101.000","57.000","67.000","18.000","1.000","63015.000","63062.000",NA
"18.000","114.000","101.000","57.000","67.000","18.000","1.000","63015.000","63062.000",NA
"19.000","114.000","101.000","57.000","67.000","18.000","1.000","63015.000","63062.000",NA
"20.000","114.000","101.000","57.000","67.000","18.000","1.000","63015.000","63062.000",NA
"21.000","114.000","101.000","57.000","67.000","18.000","1.000","63015.000","63062.000",NA
"22.000","114.000","101.000","57.000","67.000","18.000","1.000","63015.000","63062.000",NA
"23.000","114.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"24.000","114.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"25.000","114.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"26.000","114.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"27.000","114.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"28.000","114.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"29.000","114.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"30.000","114.000","101.000","57.000","67.000","17.000","0.000","63015.000","63062.000",NA
"31.000","114.000","101.000","57.000","67.000","17.000","0.000","63015.000","63062.000",NA
"32.000","114.000","101.000","57.000","67.000","17.000","0.000","63015.000","63062.000",NA
"33.000","114.000","101.000","57.000","67.000","17.000","0.000","63015.000","63062.000",NA
"34.000","114.000","101.000","57.000","67.000","17.000","0.000","63015.000","63062.000",NA
"35.000","114.000","101.000","57.000","67.000","17.000","0.000","63015.000","63062.000",NA
"36.000","114.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"37.000","114.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"38.000","114.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"39.000","114.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"40.000","114.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"41.000","114.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"42.000","114.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"43.000","114.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"44.000","114.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"45.000","114.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"46.000","114.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"47.000","114.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"48.000","114.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"49.000","114.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"50.000","114.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"51.000","114.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"52.000","114.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"53.000","114.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"54.000","114.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"55.000","114.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"56.000","114.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"57.000","114.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"58.000","114.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"59.000","114.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"60.000","114.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"61.000","114.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"62.000","114.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"63.000","114.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"64.000","114.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"65.000","114.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"66.000","114.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"67.000","114.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"68.000","114.000","101.000","57.000","67.000","14.000","0.000","63015.000","63062.000",NA
"69.000","114.000","101.000","57.000","67.000","14.000","0.000","63015.000","63062.000",NA
"70.000","114.000","101.000","57.000","67.000","14.000","0.000","63015.000","63062.000",NA
"71.000","114.000","101.000","57.000","67.000","14.000","0.000","63015.000","63062.000",NA
"72.000","114.000","101.000","57.000","67.000","14.000","0.000","63015.000","63062.000",NA
"73.000","114.000","101.000","57.000","67.000","14.000","0.000","63015.000","63062.000",NA
"74.000","114.000","101.000","57.000","67.000","14.000","0.000","63015.000","63062.000",NA
"75.000","114.000","101.000","57.000","67.000","14.000","0.000","63015.000","63062.000",NA
"76.000","114.000","101.000","57.000","67.000","13.000","0.000","63015.000","63062.000",NA
"77.000","114.000","101.000","57.000","67.000","13.000","0.000","63015.000","63062.000",NA
"78.000","114.000","101.000","57.000","67.000","13.000","0.000","63015.000","63062.000",NA
"79.000","114.000","101.000","57.000","67.000","13.000","0.000","63015.000","63062.000",NA
"80.000","114.000","101.000","57.000","67.000","13.000","0.000","63015.000","63062.000",NA
"81.000","114.000","101.000","57.000","67.000","12.000","0.000","63015.000","63062.000",NA
"82.000","114.000","101.000","57.000","67.000","12.000","0.000","63015.000","63062.000",NA
"83.000","114.000","101.000","57.000","67.000","12.000","0.000","63015.000","63062.000",NA
"84.000","114.000","101.000","57.000","67.000","13.000","0.000","63015.000","63062.000",NA
"85.000","114.000","101.000","57.000","67.000","13.000","0.000","63015.000","63062.000",NA
"86.000","114.000","101.000","57.000","67.000","13.000","0.000","63015.000","63062.000",NA
"87.000","114.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"88.000","114.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"89.000","114.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"90.000","114.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"91.000","114.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"92.000","114.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"93.000","114.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"94.000","114.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"95.000","114.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"96.000","114.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"97.000","114.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"98.000","114.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"99.000","114.000","101.000","57.000","67.000","22.000","0.000","63015.000","63062.000",NA
"100.000","114.000","101.000","57.000","67.000","22.000","0.000","63015.000","63062.000",NA
"101.000","114.000","101.000","57.000","67.000","22.000","0.000","63015.000","63062.000",NA
"102.000","114.000","101.000","57.000","67.000","22.000","0.000","63015.000","63062.000",NA
"103.000","114.000","101.000","57.000","67.000","22.000","0.000","63015.000","63062.000",NA
"104.000","114.000","101.000","57.000","67.000","22.000","0.000","63015.000","63062.000",NA
"105.000","114.000","101.000","57.000","67.000","20.000","0.000","63015.000","63062.000",NA
"106.000","114.000","101.000","57.000","67.000","20.000","0.000","63015.000","63062.000",NA
"107.000","114.000","101.000","57.000","67.000","20.000","0.000","63015.000","63062.000",NA
"108.000","114.000","101.000","57.000","67.000","20.000","0.000","63015.000","63062.000",NA
"109.000","114.000","101.000","57.000","67.000","19.000","0.000","63015.000","63062.000",NA
"110.000","114.000","101.000","57.000","67.000","19.000","0.000","63015.000","63062.000",NA
"111.000","114.000","101.000","57.000","67.000","19.000","0.000","63015.000","63062.000",NA
"112.000","114.000","101.000","57.000","67.000","19.000","0.000","63015.000","63062.000",NA
"113.000","115.000","101.000","57.000","67.000","19.000","0.000","63015.000","63062.000",NA
"114.000","115.000","101.000","57.000","67.000","19.000","0.000","63015.000","63062.000",NA
"115.000","115.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"116.000","115.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"117.000","115.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"118.000","115.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"119.000","115.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"120.000","115.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"121.000","115.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"122.000","115.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"123.000","115.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"124.000","115.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"125.000","115.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"126.000","115.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"127.000","115.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"128.000","115.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"129.000","115.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"130.000","115.000","101.000","57.000","67.000","13.000","0.000","63015.000","63062.000",NA
"131.000","115.000","101.000","57.000","67.000","13.000","0.000","63015.000","63062.000",NA
"132.000","114.000","101.000","57.000","67.000","13.000","0.000","63015.000","63062.000",NA
"133.000","114.000","101.000","57.000","67.000","13.000","0.000","63015.000","63062.000",NA
"134.000","114.000","101.000","57.000","67.000","13.000","0.000","63015.000","63062.000",NA
"135.000","114.000","101.000","57.000","67.000","13.000","0.000","63015.000","63062.000",NA
"136.000","114.000","101.000","57.000","67.000","13.000","0.000","63015.000","63062.000",NA
"137.000","114.000","101.000","57.000","67.000","13.000","0.000","63015.000","63062.000",NA
"138.000","114.000","101.000","57.000","67.000","13.000","0.000","63015.000","63062.000",NA
"139.000","114.000","101.000","57.000","67.000","13.000","0.000","63015.000","63062.000",NA
"140.000","114.000","101.000","57.000","67.000","12.000","0.000","63015.000","63062.000",NA
"141.000","114.000","101.000","57.000","67.000","12.000","0.000","63015.000","63062.000",NA
"142.000","114.000","101.000","57.000","67.000","12.000","0.000","63015.000","63062.000",NA
"143.000","114.000","101.000","57.000","67.000","12.000","0.000","63015.000","63062.000",NA
"144.000","114.000","101.000","57.000","67.000","12.000","0.000","63015.000","63062.000",NA
"145.000","114.000","101.000","57.000","67.000","12.000","0.000","63015.000","63062.000",NA
"146.000","114.000","101.000","57.000","67.000","12.000","0.000","63015.000","63062.000",NA
"147.000","114.000","101.000","57.000","67.000","13.000","0.000","63015.000","63062.000",NA
"148.000","114.000","101.000","57.000","67.000","13.000","0.000","63015.000","63062.000",NA
"149.000","114.000","101.000","57.000","67.000","14.000","0.000","63015.000","63062.000",NA
"150.000","114.000","101.000","57.000","67.000","14.000","0.000","63015.000","63062.000",NA
"151.000","114.000","101.000","57.000","67.000","14.000","0.000","63015.000","63062.000",NA
"152.000","114.000","101.000","57.000","67.000","14.000","0.000","63015.000","63062.000",NA
"153.000","114.000","101.000","57.000","67.000","14.000","0.000","63015.000","63062.000",NA
"154.000","114.000","101.000","57.000","67.000","14.000","0.000","63015.000","63062.000",NA
"155.000","114.000","101.000","57.000","67.000","13.000","0.000","63015.000","63062.000",NA
"156.000","114.000","101.000","57.000","67.000","13.000","0.000","63015.000","63062.000",NA
"157.000","114.000","101.000","57.000","67.000","13.000","0.000","63015.000","63062.000",NA
"158.000","114.000","101.000","57.000","67.000","13.000","0.000","63015.000","63062.000",NA
"159.000","114.000","101.000","57.000","67.000","13.000","0.000","63015.000","63062.000",NA
"160.000","114.000","101.000","57.000","67.000","13.000","0.000","63015.000","63062.000",NA
"161.000","114.000","101.000","57.000","67.000","13.000","0.000","63015.000","63062.000",NA
"162.000","114.000","101.000","57.000","67.000","13.000","0.000","63015.000","63062.000",NA
"163.000","114.000","101.000","57.000","67.000","14.000","0.000","63015.000","63062.000",NA
"164.000","114.000","101.000","57.000","67.000","14.000","0.000","63015.000","63062.000",NA
"165.000","114.000","101.000","57.000","67.000","14.000","0.000","63015.000","63062.000",NA
"166.000","114.000","101.000","57.000","67.000","14.000","0.000","63015.000","63062.000",NA
"167.000","114.000","101.000","57.000","67.000","14.000","0.000","63015.000","63062.000",NA
"168.000","114.000","101.000","57.000","67.000","14.000","0.000","63015.000","63062.000",NA
"169.000","114.000","101.000","57.000","67.000","14.000","0.000","63015.000","63062.000",NA
"170.000","114.000","101.000","57.000","67.000","14.000","0.000","63015.000","63062.000",NA
"171.000","114.000","101.000","57.000","67.000","14.000","0.000","63015.000","63062.000",NA
"172.000","114.000","101.000","57.000","67.000","14.000","0.000","63015.000","63062.000",NA
"173.000","114.000","101.000","57.000","67.000","14.000","0.000","63015.000","63062.000",NA
"174.000","114.000","101.000","57.000","67.000","13.000","0.000","63015.000","63062.000",NA
"175.000","115.000","101.000","57.000","67.000","14.000","0.000","63015.000","63062.000",NA
"176.000","115.000","101.000","57.000","67.000","14.000","0.000","63015.000","63062.000",NA
"177.000","114.000","101.000","57.000","67.000","14.000","0.000","63015.000","63062.000",NA
"178.000","114.000","101.000","57.000","67.000","14.000","0.000","63015.000","63062.000",NA
"179.000","114.000","101.000","57.000","67.000","14.000","0.000","63015.000","63062.000",NA
"180.000","114.000","101.000","57.000","67.000","14.000","0.000","63015.000","63062.000",NA
"181.000","114.000","101.000","57.000","67.000","14.000","0.000","63015.000","63062.000",NA
"182.000","114.000","101.000","57.000","67.000","14.000","0.000","63015.000","63062.000",NA
"183.000","114.000","101.000","57.000","67.000","14.000","0.000","63015.000","63062.000",NA
"184.000","114.000","101.000","57.000","67.000","14.000","0.000","63015.000","63062.000",NA
"185.000","114.000","101.000","57.000","67.000","13.000","0.000","63015.000","63062.000",NA
"186.000","114.000","101.000","57.000","67.000","13.000","0.000","63015.000","63062.000",NA
"187.000","114.000","101.000","57.000","67.000","13.000","0.000","63015.000","63062.000",NA
"188.000","114.000","101.000","57.000","67.000","13.000","0.000","63015.000","63062.000",NA
"189.000","114.000","101.000","57.000","67.000","13.000","0.000","63015.000","63062.000",NA
"190.000","114.000","101.000","57.000","67.000","13.000","0.000","63015.000","63062.000",NA
"191.000","114.000","101.000","57.000","67.000","13.000","0.000","63015.000","63062.000",NA
"192.000","114.000","101.000","57.000","67.000","13.000","0.000","63015.000","63062.000",NA
"193.000","114.000","101.000","57.000","67.000","13.000","0.000","63015.000","63062.000",NA
"194.000","114.000","101.000","57.000","67.000","14.000","0.000","63015.000","63062.000",NA
"195.000","114.000","101.000","57.000","67.000","14.000","0.000","63015.000","63062.000",NA
"196.000","114.000","101.000","57.000","67.000","13.000","0.000","63015.000","63062.000",NA
"197.000","114.000","101.000","57.000","67.000","14.000","0.000","63015.000","63062.000",NA
"198.000","114.000","101.000","57.000","67.000","14.000","0.000","63015.000","63062.000",NA
"199.000","114.000","101.000","57.000","67.000","14.000","0.000","63015.000","63062.000",NA
"200.000","114.000","101.000","57.000","67.000","14.000","0.000","63015.000","63062.000",NA
"201.000","114.000","101.000","57.000","67.000","14.000","0.000","63015.000","63062.000",NA
"202.000","114.000","101.000","57.000","67.000","14.000","0.000","63015.000","63062.000",NA
"203.000","114.000","101.000","57.000","67.000","14.000","0.000","63015.000","63062.000",NA
"204.000","114.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"205.000","114.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"206.000","114.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"207.000","114.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"208.000","114.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"209.000","114.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"210.000","114.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"211.000","114.000","101.000","57.000","67.000","19.000","0.000","63015.000","63062.000",NA
"212.000","114.000","101.000","57.000","67.000","19.000","0.000","63015.000","63062.000",NA
"213.000","114.000","101.000","57.000","67.000","19.000","0.000","63015.000","63062.000",NA
"214.000","114.000","101.000","57.000","67.000","19.000","0.000","63015.000","63062.000",NA
"215.000","113.000","101.000","57.000","67.000","19.000","0.000","63015.000","63062.000",NA
"216.000","114.000","101.000","57.000","67.000","19.000","0.000","63015.000","63062.000",NA
"217.000","114.000","101.000","57.000","67.000","20.000","0.000","63015.000","63062.000",NA
"218.000","114.000","101.000","57.000","67.000","20.000","0.000","63015.000","63062.000",NA
"219.000","114.000","101.000","57.000","67.000","20.000","0.000","63015.000","63062.000",NA
"220.000","114.000","101.000","57.000","67.000","20.000","0.000","63015.000","63062.000",NA
"221.000","114.000","101.000","57.000","67.000","20.000","0.000","63015.000","63062.000",NA
"222.000","114.000","101.000","57.000","67.000","20.000","0.000","63015.000","63062.000",NA
"223.000","114.000","101.000","57.000","67.000","20.000","0.000","63015.000","63062.000",NA
"224.000","114.000","101.000","57.000","67.000","19.000","0.000","63015.000","63062.000",NA
"225.000","114.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"226.000","114.000","101.000","57.000","67.000","17.000","0.000","63015.000","63062.000",NA
"227.000","114.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"228.000","114.000","101.000","57.000","67.000","14.000","0.000","63015.000","63062.000",NA
"229.000","114.000","101.000","57.000","67.000","14.000","0.000","63015.000","63062.000",NA
"230.000","114.000","101.000","57.000","67.000","14.000","0.000","63015.000","63062.000",NA
"231.000","114.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"232.000","114.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"233.000","114.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"234.000","114.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"235.000","114.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"236.000","114.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"237.000","114.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"238.000","114.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"239.000","114.000","101.000","57.000","67.000","14.000","0.000","63015.000","63062.000",NA
"240.000","114.000","101.000","57.000","67.000","14.000","0.000","63015.000","63062.000",NA
"241.000","114.000","101.000","57.000","67.000","14.000","0.000","63015.000","63062.000",NA
"242.000","114.000","101.000","57.000","67.000","14.000","0.000","63015.000","63062.000",NA
"243.000","114.000","101.000","57.000","67.000","14.000","0.000","63015.000","63062.000",NA
"244.000","114.000","101.000","57.000","67.000","14.000","0.000","63015.000","63062.000",NA
"245.000","114.000","101.000","57.000","67.000","13.000","0.000","63015.000","63062.000",NA
"246.000","114.000","101.000","57.000","67.000","13.000","0.000","63015.000","63062.000",NA
"247.000","114.000","101.000","57.000","67.000","13.000","0.000","63015.000","63062.000",NA
"248.000","114.000","101.000","57.000","67.000","13.000","0.000","63015.000","63062.000",NA
"249.000","114.000","101.000","57.000","67.000","13.000","0.000","63015.000","63062.000",NA
"250.000","114.000","101.000","57.000","67.000","12.000","0.000","63015.000","63062.000",NA
"251.000","113.000","101.000","57.000","67.000","12.000","0.000","63015.000","63062.000",NA
"252.000","113.000","101.000","57.000","67.000","13.000","0.000","63015.000","63062.000",NA
"253.000","113.000","101.000","57.000","67.000","13.000","0.000","63015.000","63062.000",NA
"254.000","113.000","101.000","57.000","67.000","13.000","0.000","63015.000","63062.000",NA
"255.000","113.000","101.000","57.000","67.000","13.000","0.000","63015.000","63062.000",NA
"256.000","113.000","101.000","57.000","67.000","13.000","0.000","63015.000","63062.000",NA
"257.000","113.000","101.000","57.000","67.000","13.000","0.000","63015.000","63062.000",NA
"258.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"259.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"260.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"261.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"262.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"263.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"264.000","113.000","101.000","57.000","67.000","17.000","0.000","63015.000","63062.000",NA
"265.000","113.000","101.000","57.000","67.000","17.000","0.000","63015.000","63062.000",NA
"266.000","113.000","101.000","57.000","67.000","17.000","0.000","63015.000","63062.000",NA
"267.000","113.000","101.000","57.000","67.000","17.000","0.000","63015.000","63062.000",NA
"268.000","113.000","101.000","57.000","67.000","17.000","0.000","63015.000","63062.000",NA
"269.000","113.000","101.000","57.000","67.000","17.000","0.000","63015.000","63062.000",NA
"270.000","113.000","101.000","57.000","67.000","19.000","0.000","63015.000","63062.000",NA
"271.000","113.000","101.000","57.000","67.000","19.000","0.000","63015.000","63062.000",NA
"272.000","113.000","101.000","57.000","67.000","19.000","0.000","63015.000","63062.000",NA
"273.000","113.000","101.000","57.000","67.000","20.000","0.000","63015.000","63062.000",NA
"274.000","113.000","101.000","57.000","67.000","20.000","0.000","63015.000","63062.000",NA
"275.000","113.000","101.000","57.000","67.000","20.000","0.000","63015.000","63062.000",NA
"276.000","113.000","101.000","57.000","67.000","19.000","0.000","63015.000","63062.000",NA
"277.000","113.000","101.000","57.000","67.000","19.000","0.000","63015.000","63062.000",NA
"278.000","113.000","101.000","57.000","67.000","19.000","0.000","63015.000","63062.000",NA
"279.000","113.000","101.000","57.000","67.000","19.000","0.000","63015.000","63062.000",NA
"280.000","113.000","101.000","57.000","67.000","19.000","0.000","63015.000","63062.000",NA
"281.000","113.000","101.000","57.000","67.000","19.000","0.000","63015.000","63062.000",NA
"282.000","113.000","101.000","57.000","67.000","19.000","0.000","63015.000","63062.000",NA
"283.000","113.000","101.000","57.000","67.000","19.000","0.000","63015.000","63062.000",NA
"284.000","113.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"285.000","113.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"286.000","113.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"287.000","113.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"288.000","113.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"289.000","113.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"290.000","113.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"291.000","113.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"292.000","113.000","101.000","57.000","67.000","18.000","0.000","63015.000","63062.000",NA
"293.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"294.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"295.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"296.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"297.000","113.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
"298.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"299.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"300.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"301.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"302.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"303.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"304.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"305.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"306.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"307.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
