"_Elapsed_time_","_HR_","_PULSE_","_ABP_","_ABP_Sys_","_ABP_Dias_","_ABP_Mean_","_NBP_","_NBP_Sys_","_NBP_Dias_","_NBP_Mean_","_RESP_","_ST_I_","_ST_II_","_ST_III_","_ST_AVR_","_ST_AVL_","_ST_AVF_","_ST_V_","_ST_MCL_","_SpO2_","_PVC_Rate_per_Minute_","_Rhythm_Status_","_Ectopic_Status_","_Ectopic_Count_"
"158.000","80.000","80.000",NA,"143.000","64.000","94.000",NA,NA,NA,NA,"4.000",NA,NA,NA,NA,NA,NA,NA,NA,"99.000","1.000","63017.000","63062.000",NA
"159.000","80.000","80.000",NA,"141.000","64.000","93.000",NA,NA,NA,NA,"4.000",NA,NA,NA,NA,NA,NA,NA,NA,"98.000","1.000","63017.000","63062.000",NA
"160.000","80.000","80.000",NA,"141.000","64.000","93.000",NA,NA,NA,NA,"4.000",NA,NA,NA,NA,NA,NA,NA,NA,"98.000","1.000","63017.000","63062.000",NA
"161.000","80.000","81.000",NA,"143.000","64.000","92.000",NA,NA,NA,NA,"4.000",NA,NA,NA,NA,NA,NA,NA,NA,"98.000","2.000","63017.000","63062.000",NA
"162.000","81.000","81.000",NA,"143.000","63.000","93.000",NA,NA,NA,NA,"4.000",NA,NA,NA,NA,NA,NA,NA,NA,"98.000","2.000","63017.000","63062.000",NA
"163.000","78.000","81.000",NA,"141.000","63.000","92.000",NA,NA,NA,NA,"4.000",NA,NA,NA,NA,NA,NA,NA,NA,"99.000","2.000","63017.000","63062.000",NA
"164.000","77.000","80.000",NA,"144.000","63.000","92.000",NA,NA,NA,NA,"5.000",NA,NA,NA,NA,NA,NA,NA,NA,"99.000","2.000","63017.000","63062.000",NA
"165.000","77.000","80.000",NA,"144.000","63.000","92.000",NA,NA,NA,NA,"5.000",NA,NA,NA,NA,NA,NA,NA,NA,"99.000","2.000","63017.000","63062.000",NA
"166.000","77.000","80.000",NA,"144.000","63.000","92.000",NA,NA,NA,NA,"5.000",NA,NA,NA,NA,NA,NA,NA,NA,"99.000","2.000","63017.000","63062.000",NA
"167.000","75.000","79.000",NA,"143.000","63.000","92.000",NA,NA,NA,NA,"5.000",NA,NA,NA,NA,NA,NA,NA,NA,"99.000","2.000","63017.000","63062.000",NA
"168.000","76.000","77.000",NA,"142.000","64.000","92.000",NA,NA,NA,NA,"5.000",NA,NA,NA,NA,NA,NA,NA,NA,"99.000","2.000","63017.000","63062.000",NA
"169.000","77.000","76.000",NA,"143.000","63.000","93.000",NA,NA,NA,NA,"6.000",NA,NA,NA,NA,NA,NA,NA,NA,"99.000","2.000","63017.000","63062.000",NA
"170.000","75.000","75.000",NA,"141.000","63.000","93.000",NA,NA,NA,NA,"6.000",NA,NA,NA,NA,NA,NA,NA,NA,"99.000","2.000","63017.000","63062.000",NA
"171.000","76.000","74.000",NA,"139.000","64.000","92.000",NA,NA,NA,NA,"6.000",NA,NA,NA,NA,NA,NA,NA,NA,"98.000","2.000","63017.000","63062.000",NA
"172.000","80.000","73.000",NA,"142.000","64.000","92.000",NA,NA,NA,NA,"6.000",NA,NA,NA,NA,NA,NA,NA,NA,"99.000","2.000","63017.000","63062.000",NA
"173.000","79.000","72.000",NA,"142.000","62.000","90.000",NA,NA,NA,NA,"6.000",NA,NA,NA,NA,NA,NA,NA,NA,"99.000","3.000","63017.000","63062.000",NA
"174.000","78.000","72.000",NA,"143.000","62.000","90.000",NA,NA,NA,NA,"6.000",NA,NA,NA,NA,NA,NA,NA,NA,"98.000","3.000","63017.000","63062.000",NA
"175.000","77.000","72.000",NA,"142.000","61.000","91.000",NA,NA,NA,NA,"6.000",NA,NA,NA,NA,NA,NA,NA,NA,"98.000","3.000","63017.000","63062.000",NA
"176.000","79.000","72.000",NA,"141.000","60.000","90.000",NA,NA,NA,NA,"6.000",NA,NA,NA,NA,NA,NA,NA,NA,"98.000","3.000","63017.000","63062.000",NA
"177.000","79.000","72.000",NA,"142.000","57.000","89.000",NA,NA,NA,NA,"6.000",NA,NA,NA,NA,NA,NA,NA,NA,"98.000","3.000","63017.000","63062.000",NA
"178.000","79.000","72.000",NA,"143.000","53.000","87.000",NA,NA,NA,NA,"6.000",NA,NA,NA,NA,NA,NA,NA,NA,"98.000","3.000","63017.000","63062.000",NA
"179.000","76.000","72.000",NA,"144.000","53.000","85.000",NA,NA,NA,NA,"6.000",NA,NA,NA,NA,NA,NA,NA,NA,"98.000","3.000","63017.000","63062.000",NA
"180.000","78.000","70.000",NA,"148.000","50.000","86.000",NA,NA,NA,NA,"6.000",NA,NA,NA,NA,NA,NA,NA,NA,"98.000","3.000","63017.000","63062.000",NA
"181.000","77.000","69.000",NA,"147.000","55.000","86.000",NA,NA,NA,NA,"6.000",NA,NA,NA,NA,NA,NA,NA,NA,"98.000","3.000","63017.000","63062.000",NA
"182.000","71.000","69.000",NA,"143.000","57.000","87.000",NA,NA,NA,NA,"7.000",NA,NA,NA,NA,NA,NA,NA,NA,"97.000","3.000","63017.000","63062.000",NA
"183.000","71.000","68.000",NA,"154.000","52.000","89.000",NA,NA,NA,NA,"7.000",NA,NA,NA,NA,NA,NA,NA,NA,"96.000","3.000","63017.000","63062.000",NA
"184.000","75.000","67.000",NA,"154.000","52.000","90.000",NA,NA,NA,NA,"7.000",NA,NA,NA,NA,NA,NA,NA,NA,"96.000","3.000","63017.000","63062.000",NA
"185.000","77.000","67.000",NA,"152.000","56.000","91.000",NA,NA,NA,NA,"9.000",NA,NA,NA,NA,NA,NA,NA,NA,"95.000","3.000","63017.000","63062.000",NA
"186.000","78.000","68.000",NA,"150.000","57.000","91.000",NA,NA,NA,NA,"9.000","-0.100","-0.100","0.000","0.200","0.000","0.000","-0.200","-0.100","95.000","3.000","63017.000","63062.000",NA
"187.000","78.000","70.000",NA,"151.000","55.000","92.000",NA,NA,NA,NA,"9.000","-0.100","-0.100","0.000","0.200","0.000","0.000","-0.200","-0.100","94.000","3.000","63017.000","63062.000",NA
"188.000","79.000","72.000",NA,"148.000","57.000","92.000",NA,NA,NA,NA,"12.000","-0.100","-0.100","0.000","0.200","0.000","0.000","-0.200","-0.100","94.000","3.000","63017.000","63062.000",NA
"189.000","80.000","75.000",NA,"147.000","58.000","92.000",NA,NA,NA,NA,"12.000","-0.100","-0.100","0.000","0.200","0.000","0.000","-0.200","-0.100","95.000","3.000","63017.000","63062.000",NA
"190.000","87.000","78.000",NA,"148.000","58.000","93.000",NA,NA,NA,NA,"15.000","-0.100","-0.100","0.000","0.200","0.000","0.000","-0.200","-0.100","95.000","3.000","63017.000","63062.000",NA
"191.000","87.000","82.000",NA,"147.000","60.000","93.000",NA,NA,NA,NA,"15.000","-0.100","-0.100","0.000","0.200","0.000","0.000","-0.200","-0.100","95.000","3.000","63017.000","63062.000",NA
"192.000","86.000","85.000",NA,"146.000","61.000","94.000",NA,NA,NA,NA,"15.000","-0.100","-0.100","0.000","0.200","0.000","0.000","-0.200","-0.100","95.000","3.000","63017.000","63062.000",NA
"193.000","87.000","88.000",NA,"149.000","57.000","95.000",NA,NA,NA,NA,"16.000","-0.100","-0.100","0.000","0.200","0.000","0.000","-0.200","-0.100","96.000","3.000","63017.000","63062.000",NA
"194.000","86.000","90.000",NA,"140.000","54.000","87.000",NA,NA,NA,NA,"16.000","-0.100","-0.100","0.000","0.200","0.000","0.000","-0.200","-0.100","96.000","3.000","63017.000","63062.000",NA
"195.000","86.000","91.000",NA,"145.000","51.000","87.000",NA,NA,NA,NA,"16.000","-0.100","-0.100","0.000","0.200","0.000","0.000","-0.200","-0.100","96.000","3.000","63017.000","63062.000",NA
"196.000","81.000","91.000",NA,"142.000","53.000","89.000",NA,NA,NA,NA,"16.000","-0.100","-0.100","0.000","0.200","0.000","0.000","-0.200","-0.100","96.000","2.000","63017.000","63062.000",NA
"197.000","82.000","90.000",NA,"143.000","55.000","91.000",NA,NA,NA,NA,"16.000","-0.100","-0.100","0.000","0.200","0.000","0.000","-0.200","-0.100","96.000","2.000","63017.000","63062.000",NA
"198.000","82.000","89.000",NA,"143.000","58.000","92.000",NA,NA,NA,NA,"16.000","-0.100","-0.100","0.000","0.200","0.000","0.000","-0.200","-0.100","97.000","2.000","63017.000","63062.000",NA
"199.000","82.000","88.000",NA,"141.000","54.000","90.000",NA,NA,NA,NA,"15.000","-0.100","-0.100","0.000","0.200","0.000","0.000","-0.200","-0.100","97.000","2.000","63017.000","63062.000",NA
"200.000","82.000","87.000",NA,"138.000","44.000","85.000",NA,NA,NA,NA,"14.000","-0.100","-0.200","0.000","0.200","0.000","-0.100","-0.200","-0.200","97.000","3.000","63017.000","63062.000",NA
"201.000","77.000","85.000",NA,"137.000","44.000","84.000",NA,NA,NA,NA,"15.000","-0.100","-0.200","0.000","0.200","0.000","-0.100","-0.200","-0.200","97.000","3.000","63017.000","63062.000",NA
"202.000","77.000","86.000",NA,"140.000","48.000","88.000",NA,NA,NA,NA,"15.000","-0.100","-0.200","0.000","0.200","0.000","-0.100","-0.200","-0.200","98.000","3.000","63017.000","63062.000",NA
"203.000","77.000","86.000",NA,"140.000","50.000","89.000",NA,NA,NA,NA,"15.000","-0.100","-0.200","0.000","0.200","0.000","-0.100","-0.200","-0.200","98.000","3.000","63017.000","63062.000",NA
"204.000","77.000","86.000",NA,"140.000","50.000","89.000",NA,NA,NA,NA,"15.000","-0.100","-0.200","0.000","0.200","0.000","-0.100","-0.200","-0.200","98.000","3.000","63017.000","63062.000",NA
"205.000","81.000","87.000",NA,"144.000","54.000","91.000",NA,NA,NA,NA,"15.000","-0.100","-0.200","0.000","0.200","0.000","-0.100","-0.200","-0.200","98.000","3.000","63017.000","63062.000",NA
"206.000","81.000","87.000",NA,"144.000","54.000","91.000",NA,NA,NA,NA,"15.000","-0.100","-0.200","0.000","0.200","0.000","-0.100","-0.200","-0.200","98.000","3.000","63017.000","63062.000",NA
"207.000","81.000","87.000",NA,"147.000","56.000","91.000",NA,NA,NA,NA,"15.000","-0.100","-0.200","0.000","0.200","0.000","-0.100","-0.200","-0.200","98.000","3.000","63017.000","63062.000",NA
"208.000","78.000","87.000",NA,"148.000","56.000","92.000",NA,NA,NA,NA,"15.000","-0.100","-0.200","0.000","0.200","0.000","-0.100","-0.200","-0.200","98.000","3.000","63017.000","63062.000",NA
"209.000","72.000","87.000",NA,"149.000","55.000","89.000",NA,NA,NA,NA,"14.000","-0.100","-0.200","0.000","0.200","0.000","-0.100","-0.200","-0.200","99.000","3.000","63017.000","63062.000",NA
"210.000","73.000","87.000",NA,"145.000","52.000","85.000",NA,NA,NA,NA,"14.000","-0.100","-0.200","0.000","0.200","0.000","-0.100","-0.200","-0.200","99.000","3.000","63017.000","63062.000",NA
"211.000","79.000","87.000",NA,"145.000","45.000","86.000",NA,NA,NA,NA,"14.000","-0.100","-0.200","0.000","0.200","0.000","-0.100","-0.200","-0.200","99.000","3.000","63017.000","63062.000",NA
"212.000","78.000","87.000",NA,"148.000","38.000","85.000",NA,NA,NA,NA,"14.000","-0.100","-0.200","0.000","0.200","0.000","-0.100","-0.200","-0.200","99.000","4.000","63017.000","63062.000",NA
"213.000","76.000","87.000",NA,"147.000","36.000","85.000",NA,NA,NA,NA,"14.000","-0.100","-0.200","0.000","0.200","0.000","-0.100","-0.200","-0.200","100.000","4.000","63017.000","63062.000",NA
"214.000","72.000","86.000",NA,"145.000","44.000","87.000",NA,NA,NA,NA,"14.000","-0.100","-0.200","0.000","0.200","0.000","-0.100","-0.200","-0.200","100.000","4.000","63017.000","63062.000",NA
"215.000","72.000","86.000",NA,"145.000","46.000","89.000",NA,NA,NA,NA,"14.000","-0.100","-0.200","0.000","0.200","0.000","-0.100","-0.200","-0.200","100.000","4.000","63017.000","63062.000",NA
"216.000","73.000","85.000",NA,NA,NA,NA,NA,NA,NA,NA,"14.000","-0.200","-0.100","0.100","0.200","-0.100","0.000","-0.200","-0.100","100.000","4.000","63017.000","63062.000",NA
"217.000","76.000","84.000",NA,"145.000","49.000","91.000",NA,NA,NA,NA,"14.000","-0.200","-0.100","0.100","0.200","-0.100","0.000","-0.200","-0.100","100.000","4.000","63017.000","63062.000",NA
"218.000","82.000","84.000","-10.000",NA,NA,NA,NA,NA,NA,NA,"14.000","-0.200","-0.100","0.100","0.200","-0.100","0.000","-0.200","-0.100","100.000","5.000","63017.000","63062.000",NA
"219.000","79.000","84.000",NA,NA,NA,NA,NA,NA,NA,NA,"14.000","-0.200","-0.100","0.100","0.200","-0.100","0.000","-0.200","-0.100","100.000","5.000","63017.000","63062.000",NA
"220.000","79.000","84.000",NA,NA,NA,NA,NA,NA,NA,NA,"11.000","-0.200","-0.100","0.100","0.200","-0.100","0.000","-0.200","-0.100","100.000","5.000","63017.000","63062.000",NA
"221.000","76.000","85.000",NA,NA,NA,NA,NA,NA,NA,NA,"11.000","-0.200","-0.100","0.100","0.200","-0.100","0.000","-0.200","-0.100","99.000","4.000","63017.000","63062.000",NA
"222.000","79.000","85.000",NA,NA,NA,NA,NA,NA,NA,NA,"11.000","-0.200","-0.100","0.100","0.200","-0.100","0.000","-0.200","-0.100","99.000","4.000","63017.000","63062.000",NA
"223.000","80.000","86.000",NA,NA,NA,NA,NA,NA,NA,NA,"11.000","-0.200","-0.100","0.100","0.200","-0.100","0.000","-0.200","-0.100","98.000","4.000","63017.000","63062.000",NA
"224.000","81.000","88.000",NA,NA,NA,NA,NA,NA,NA,NA,"11.000","-0.200","-0.100","0.100","0.200","-0.100","0.000","-0.200","-0.100","98.000","4.000","63017.000","63062.000",NA
"225.000","78.000","89.000",NA,NA,NA,NA,NA,NA,NA,NA,"11.000","-0.200","-0.100","0.100","0.200","-0.100","0.000","-0.200","-0.100","98.000","4.000","63017.000","63062.000",NA
"226.000","77.000","90.000",NA,NA,NA,NA,NA,NA,NA,NA,"11.000","-0.200","-0.100","0.100","0.200","-0.100","0.000","-0.200","-0.100","98.000","4.000","63017.000","63062.000",NA
"227.000","76.000","91.000",NA,NA,NA,NA,NA,NA,NA,NA,"11.000","-0.200","-0.100","0.100","0.200","-0.100","0.000","-0.200","-0.100","98.000","4.000","63017.000","63062.000",NA
"228.000","78.000","92.000",NA,NA,NA,NA,NA,NA,NA,NA,"11.000","-0.200","-0.100","0.100","0.200","-0.100","0.000","-0.200","-0.100","98.000","4.000","63017.000","63062.000",NA
"229.000","78.000","94.000",NA,NA,NA,NA,NA,NA,NA,NA,"11.000","-0.200","-0.100","0.100","0.200","-0.100","0.000","-0.200","-0.100","98.000","4.000","63017.000","63062.000",NA
"230.000","83.000","95.000",NA,NA,NA,NA,NA,NA,NA,NA,"11.000","-0.200","-0.100","0.100","0.200","-0.100","0.000","-0.200","-0.100","97.000","4.000","63017.000","63062.000",NA
"231.000","81.000","96.000",NA,NA,NA,NA,NA,NA,NA,NA,"11.000","0.000","-0.100","0.000","0.200","0.000","0.000","-0.200","-0.200","97.000","4.000","63017.000","63062.000",NA
"232.000","80.000","96.000",NA,NA,NA,NA,NA,NA,NA,NA,"11.000","0.000","-0.100","0.000","0.200","0.000","0.000","-0.200","-0.200","97.000","4.000","63017.000","63062.000",NA
"233.000","81.000","96.000",NA,NA,NA,NA,NA,NA,NA,NA,"11.000","0.000","-0.100","0.000","0.200","0.000","0.000","-0.200","-0.200","97.000","3.000","63017.000","63062.000",NA
"234.000","82.000","96.000",NA,NA,NA,NA,NA,NA,NA,NA,"11.000","0.000","-0.100","0.000","0.200","0.000","0.000","-0.200","-0.200","97.000","3.000","63017.000","63062.000",NA
"235.000","82.000","96.000",NA,NA,NA,NA,NA,NA,NA,NA,"11.000","0.000","-0.100","0.000","0.200","0.000","0.000","-0.200","-0.200","97.000","3.000","63017.000","63062.000",NA
"236.000","81.000","96.000",NA,NA,NA,NA,NA,NA,NA,NA,"10.000","0.000","-0.100","0.000","0.200","0.000","0.000","-0.200","-0.200","97.000","3.000","63017.000","63062.000",NA
"237.000","79.000","96.000",NA,NA,NA,NA,NA,NA,NA,NA,"9.000","0.000","-0.100","0.000","0.200","0.000","0.000","-0.200","-0.200","97.000","3.000","63017.000","63062.000",NA
"238.000","74.000","96.000",NA,NA,NA,NA,NA,NA,NA,NA,"9.000","0.000","-0.100","0.000","0.200","0.000","0.000","-0.200","-0.200","97.000","3.000","63017.000","63062.000",NA
"239.000","74.000","96.000",NA,NA,NA,NA,NA,NA,NA,NA,"9.000","0.000","-0.100","0.000","0.200","0.000","0.000","-0.200","-0.200","97.000","3.000","63017.000","63062.000",NA
"240.000","74.000","96.000",NA,NA,NA,NA,NA,NA,NA,NA,"9.000","0.000","-0.100","0.000","0.200","0.000","0.000","-0.200","-0.200","97.000","3.000","63017.000","63062.000",NA
"241.000","73.000","96.000",NA,NA,NA,NA,NA,NA,NA,NA,"9.000","0.000","-0.100","0.000","0.200","0.000","0.000","-0.200","-0.200","97.000","3.000","63017.000","63062.000",NA
"242.000","73.000","97.000",NA,NA,NA,NA,NA,NA,NA,NA,"9.000","0.000","-0.100","0.000","0.200","0.000","0.000","-0.200","-0.200","97.000","3.000","63017.000","63062.000",NA
"243.000","74.000","99.000",NA,NA,NA,NA,NA,NA,NA,NA,"9.000","0.000","-0.100","0.000","0.200","0.000","0.000","-0.200","-0.200","97.000","3.000","63017.000","63062.000",NA
"244.000","74.000","99.000",NA,NA,NA,NA,NA,NA,NA,NA,"9.000","0.000","-0.100","0.000","0.200","0.000","0.000","-0.200","-0.200","97.000","3.000","63017.000","63062.000",NA
"245.000","75.000","99.000",NA,NA,NA,NA,NA,NA,NA,NA,"9.000","0.000","-0.100","0.000","0.200","0.000","0.000","-0.200","-0.200","97.000","3.000","63017.000","63062.000",NA
"246.000","75.000","99.000",NA,NA,NA,NA,NA,NA,NA,NA,"9.000","0.000","-0.100","0.000","0.200","0.000","0.000","-0.200","-0.200","97.000","3.000","63017.000","63062.000",NA
"247.000","80.000","99.000",NA,NA,NA,NA,NA,NA,NA,NA,"9.000","-0.100","-0.100","0.000","0.200","0.000","0.000","-0.200","-0.100","97.000","3.000","63017.000","63062.000",NA
"248.000","80.000","99.000",NA,NA,NA,NA,NA,NA,NA,NA,"9.000","-0.100","-0.100","0.000","0.200","0.000","0.000","-0.200","-0.100","97.000","3.000","63017.000","63062.000",NA
"249.000","80.000","99.000",NA,NA,NA,NA,NA,NA,NA,NA,"9.000","-0.100","-0.100","0.000","0.200","0.000","0.000","-0.200","-0.100","97.000","3.000","63017.000","63062.000",NA
"250.000","83.000","99.000",NA,NA,NA,NA,NA,NA,NA,NA,"9.000","-0.100","-0.100","0.000","0.200","0.000","0.000","-0.200","-0.100","97.000","3.000","63017.000","63062.000",NA
"251.000","85.000","99.000",NA,NA,NA,NA,NA,NA,NA,NA,"9.000","-0.100","-0.100","0.000","0.200","0.000","0.000","-0.200","-0.100","97.000","3.000","63017.000","63062.000",NA
"252.000","84.000","99.000",NA,NA,NA,NA,NA,NA,NA,NA,"9.000","-0.100","-0.100","0.000","0.200","0.000","0.000","-0.200","-0.100","97.000","3.000","63017.000","63062.000",NA
"253.000","85.000","99.000",NA,NA,NA,NA,NA,NA,NA,NA,"9.000","-0.100","-0.100","0.000","0.200","0.000","0.000","-0.200","-0.100","97.000","3.000","63017.000","63062.000",NA
"254.000","86.000","99.000",NA,NA,NA,NA,NA,NA,NA,NA,"9.000","-0.100","-0.100","0.000","0.200","0.000","0.000","-0.200","-0.100","97.000","3.000","63017.000","63062.000",NA
"255.000","87.000","99.000",NA,NA,NA,NA,NA,NA,NA,NA,"9.000","-0.100","-0.100","0.000","0.200","0.000","0.000","-0.200","-0.100","97.000","3.000","63017.000","63062.000",NA
"256.000","86.000","99.000",NA,NA,NA,NA,NA,NA,NA,NA,"10.000","-0.100","-0.100","0.000","0.200","0.000","0.000","-0.200","-0.100","97.000","3.000","63017.000","63062.000",NA
"257.000","83.000","99.000",NA,NA,NA,NA,NA,NA,NA,NA,"10.000","-0.100","-0.100","0.000","0.200","0.000","0.000","-0.200","-0.100","97.000","3.000","63017.000","63062.000",NA
"258.000","82.000","99.000",NA,NA,NA,NA,NA,NA,NA,NA,"10.000","-0.100","-0.100","0.000","0.200","0.000","0.000","-0.200","-0.100","97.000","3.000","63017.000","63062.000",NA
"259.000","82.000","99.000",NA,NA,NA,NA,NA,NA,NA,NA,"12.000","-0.100","-0.100","0.000","0.200","0.000","0.000","-0.200","-0.100","97.000","3.000","63017.000","63062.000",NA
"260.000","82.000","99.000",NA,NA,NA,NA,NA,NA,NA,NA,"12.000","-0.100","-0.100","0.000","0.200","0.000","0.000","-0.200","-0.100","97.000","3.000","63017.000","63062.000",NA
"261.000","80.000","99.000",NA,NA,NA,NA,NA,NA,NA,NA,"12.000","-0.100","-0.100","0.000","0.200","0.000","0.000","-0.200","-0.100","97.000","2.000","63017.000","63062.000",NA
"262.000","79.000","99.000",NA,NA,NA,NA,NA,NA,NA,NA,"13.000","-0.100","0.000","0.100","0.200","0.000","0.000","-0.300","-0.100","97.000","2.000","63017.000","63062.000",NA
"263.000","79.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.000","-0.100","0.000","0.100","0.200","0.000","0.000","-0.300","-0.100",NA,"2.000","63017.000","63062.000",NA
"264.000","80.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.000","-0.100","0.000","0.100","0.200","0.000","0.000","-0.300","-0.100",NA,"2.000","63017.000","63062.000",NA
"265.000","82.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.000","-0.100","0.000","0.100","0.200","0.000","0.000","-0.300","-0.100",NA,"2.000","63017.000","63062.000",NA
"266.000","85.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.000","-0.100","0.000","0.100","0.200","0.000","0.000","-0.300","-0.100",NA,"2.000","63017.000","63062.000",NA
"267.000","82.000","109.000",NA,NA,NA,NA,NA,NA,NA,NA,"13.000","-0.100","0.000","0.100","0.200","0.000","0.000","-0.300","-0.100","96.000","2.000","63017.000","63062.000",NA
"268.000","81.000","117.000",NA,NA,NA,NA,NA,NA,NA,NA,"12.000","-0.100","0.000","0.100","0.200","0.000","0.000","-0.300","-0.100","97.000","2.000","63017.000","63062.000",NA
"269.000","82.000","117.000",NA,NA,NA,NA,NA,NA,NA,NA,"15.000","-0.100","0.000","0.100","0.200","0.000","0.000","-0.300","-0.100","97.000","2.000","63017.000","63062.000",NA
"270.000","83.000","117.000",NA,NA,NA,NA,NA,NA,NA,NA,"15.000","-0.100","0.000","0.100","0.200","0.000","0.000","-0.300","-0.100","97.000","3.000","63017.000","63062.000",NA
"271.000","82.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15.000","-0.100","0.000","0.100","0.200","0.000","0.000","-0.300","-0.100",NA,"3.000","63017.000","63062.000",NA
"272.000","81.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15.000","-0.100","0.000","0.100","0.200","0.000","0.000","-0.300","-0.100",NA,"2.000","63017.000","63062.000",NA
"273.000","79.000","127.000",NA,NA,NA,NA,NA,NA,NA,NA,"15.000","-0.100","0.000","0.100","0.200","0.000","0.000","-0.300","-0.100","97.000","2.000","63017.000","63062.000",NA
"274.000","80.000","137.000",NA,NA,NA,NA,NA,NA,NA,NA,"14.000","-0.100","0.000","0.100","0.200","0.000","0.000","-0.300","-0.100","97.000","2.000","63017.000","63062.000",NA
"275.000","79.000","137.000",NA,NA,NA,NA,NA,NA,NA,NA,"14.000","-0.100","0.000","0.100","0.200","0.000","0.000","-0.300","-0.100","97.000","2.000","63017.000","63062.000",NA
"276.000","82.000","137.000",NA,NA,NA,NA,NA,NA,NA,NA,"15.000","-0.100","0.000","0.100","0.200","0.000","0.000","-0.300","-0.100","97.000","2.000","63017.000","63062.000",NA
"277.000","82.000","137.000",NA,NA,NA,NA,NA,NA,NA,NA,"15.000","-0.100","-0.100","0.100","0.200","0.000","0.000","-0.200","-0.100","97.000","1.000","63017.000","63062.000",NA
"278.000","83.000","137.000",NA,NA,NA,NA,NA,NA,NA,NA,"17.000","-0.100","-0.100","0.100","0.200","0.000","0.000","-0.200","-0.100","97.000","1.000","63017.000","63062.000",NA
"279.000","84.000","119.000",NA,NA,NA,NA,NA,NA,NA,NA,"17.000","-0.100","-0.100","0.100","0.200","0.000","0.000","-0.200","-0.100","97.000","2.000","63017.000","63062.000",NA
"280.000","85.000","107.000",NA,NA,NA,NA,NA,NA,NA,NA,"18.000","-0.100","-0.100","0.100","0.200","0.000","0.000","-0.200","-0.100","97.000","2.000","63017.000","63062.000",NA
"281.000","88.000","98.000",NA,NA,NA,NA,NA,NA,NA,NA,"18.000","-0.100","-0.100","0.100","0.200","0.000","0.000","-0.200","-0.100","96.000","2.000","63017.000","63062.000",NA
"282.000","87.000","92.000",NA,NA,NA,NA,NA,NA,NA,NA,"18.000","-0.100","-0.100","0.100","0.200","0.000","0.000","-0.200","-0.100","96.000","3.000","63017.000","63062.000",NA
"283.000","87.000","81.000",NA,NA,NA,NA,NA,NA,NA,NA,"17.000","-0.100","-0.100","0.100","0.200","0.000","0.000","-0.200","-0.100","96.000","3.000","63017.000","63062.000",NA
"284.000","87.000","82.000",NA,NA,NA,NA,NA,NA,NA,NA,"16.000","-0.100","-0.100","0.100","0.200","0.000","0.000","-0.200","-0.100","96.000","3.000","63017.000","63062.000",NA
"285.000","87.000","82.000",NA,NA,NA,NA,NA,NA,NA,NA,"15.000","-0.100","-0.100","0.100","0.200","0.000","0.000","-0.200","-0.100","96.000","3.000","63017.000","63062.000",NA
"286.000","86.000","82.000",NA,NA,NA,NA,NA,NA,NA,NA,"14.000","-0.100","-0.100","0.100","0.200","0.000","0.000","-0.200","-0.100","96.000","3.000","63017.000","63062.000",NA
"287.000","85.000","82.000",NA,NA,NA,NA,NA,NA,NA,NA,"13.000","-0.100","-0.100","0.100","0.200","0.000","0.000","-0.200","-0.100","96.000","3.000","63017.000","63062.000",NA
"288.000","83.000","82.000",NA,NA,NA,NA,NA,NA,NA,NA,"15.000","-0.100","-0.100","0.100","0.200","0.000","0.000","-0.200","-0.100","97.000","3.000","63017.000","63062.000",NA
"289.000","83.000","82.000",NA,NA,NA,NA,NA,NA,NA,NA,"15.000","-0.100","-0.100","0.100","0.200","0.000","0.000","-0.200","-0.100","97.000","3.000","63017.000","63062.000",NA
"290.000","81.000","82.000",NA,NA,NA,NA,NA,NA,NA,NA,"15.000","-0.100","-0.100","0.100","0.200","0.000","0.000","-0.200","-0.100","96.000","4.000","63017.000","63062.000",NA
"291.000","81.000","82.000",NA,NA,NA,NA,NA,NA,NA,NA,"15.000","-0.100","-0.100","0.100","0.200","0.000","0.000","-0.200","-0.100","96.000","4.000","63017.000","63062.000",NA
"292.000","81.000","82.000",NA,NA,NA,NA,NA,NA,NA,NA,"15.000","-0.100","-0.100","0.100","0.200","0.000","0.000","-0.200","-0.100","96.000","4.000","63017.000","63062.000",NA
"293.000","83.000","83.000",NA,NA,NA,NA,NA,NA,NA,NA,"15.000","-0.200","-0.100","0.100","0.200","-0.100","0.000","-0.300","-0.100","97.000","4.000","63017.000","63062.000",NA
"294.000","83.000","83.000",NA,NA,NA,NA,NA,NA,NA,NA,"15.000","-0.200","-0.100","0.100","0.200","-0.100","0.000","-0.300","-0.100","97.000","4.000","63017.000","63062.000",NA
"295.000","84.000","83.000",NA,NA,NA,NA,NA,NA,NA,NA,"15.000","-0.200","-0.100","0.100","0.200","-0.100","0.000","-0.300","-0.100","97.000","4.000","63017.000","63062.000",NA
"296.000","84.000","83.000",NA,NA,NA,NA,NA,NA,NA,NA,"15.000","-0.200","-0.100","0.100","0.200","-0.100","0.000","-0.300","-0.100","97.000","4.000","63017.000","63062.000",NA
