"_Elapsed_time_","_HR_","_PULSE_","_ABP_","_ABP_Sys_","_ABP_Dias_","_ABP_Mean_","_CVP_","_NBP_","_NBP_Sys_","_NBP_Dias_","_NBP_Mean_","_RESP_","_SpO2_","_PVC_Rate_per_Minute_","_Rhythm_Status_","_Ectopic_Status_","_Ectopic_Count_"
"0.000","75.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000","63004.000",NA,NA
"1.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63005.000",NA,NA
"2.000",NA,"52.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100.000",NA,"63005.000",NA,NA
"3.000",NA,"52.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100.000",NA,"63005.000",NA,NA
"4.000",NA,"52.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100.000",NA,"63005.000",NA,NA
"5.000",NA,"52.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100.000",NA,"63005.000",NA,NA
"6.000",NA,"52.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100.000",NA,"63005.000",NA,NA
"7.000",NA,"52.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100.000",NA,"63005.000",NA,NA
"8.000","75.000","52.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100.000",NA,"63005.000",NA,NA
"9.000","75.000","52.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100.000",NA,"63005.000",NA,NA
"10.000","74.000","52.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100.000",NA,"63005.000",NA,NA
"11.000","75.000","52.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100.000",NA,"63005.000",NA,NA
"12.000","74.000","51.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100.000",NA,"63005.000",NA,NA
"13.000","74.000","51.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.000",NA,"63005.000",NA,NA
"14.000","74.000","51.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.000",NA,"63005.000",NA,NA
"15.000","74.000","51.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.000",NA,"63005.000",NA,NA
"16.000","74.000","51.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.000","0.000","63004.000",NA,NA
"17.000","74.000","51.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.000","0.000","63004.000",NA,NA
"18.000","74.000","51.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.000","0.000","63004.000",NA,NA
"19.000","74.000","51.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.000","0.000","63004.000",NA,NA
"20.000","74.000","50.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97.000","0.000","63004.000",NA,NA
"21.000","75.000","49.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000","96.000","0.000","63004.000",NA,NA
"22.000","75.000","49.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000","96.000","0.000","63004.000",NA,NA
"23.000","75.000","49.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000","96.000","0.000","63004.000",NA,NA
"24.000","75.000","49.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000","96.000","0.000","63004.000",NA,NA
"25.000","75.000","50.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000","94.000","0.000","63004.000",NA,NA
"26.000","75.000","51.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000","94.000","0.000","63004.000",NA,NA
"27.000","75.000","52.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"93.000","0.000","63004.000",NA,NA
"28.000","74.000","55.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92.000","0.000","63004.000",NA,NA
"29.000","74.000","55.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92.000","0.000","63004.000",NA,NA
"30.000","74.000","55.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92.000","0.000","63004.000",NA,NA
"31.000","74.000","55.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92.000","0.000","63004.000",NA,NA
"32.000","74.000","55.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92.000","0.000","63017.000","63062.000",NA
"33.000","74.000","55.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92.000","0.000","63017.000","63062.000",NA
"34.000","73.000","55.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92.000","0.000","63017.000","63062.000",NA
"35.000","73.000","55.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92.000","0.000","63017.000","63062.000",NA
"36.000","73.000","55.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92.000","0.000","63017.000","63062.000",NA
"37.000","73.000","55.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92.000","0.000","63017.000","63062.000",NA
"38.000","73.000","55.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92.000","0.000","63017.000","63062.000",NA
"39.000","74.000","56.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91.000","0.000","63017.000","63062.000",NA
"40.000","74.000","58.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91.000","0.000","63017.000","63062.000",NA
"41.000","74.000","57.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91.000","0.000","63017.000","63062.000",NA
"42.000","74.000","54.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91.000","0.000","63017.000","63062.000",NA
"43.000","74.000","54.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91.000","0.000","63014.000","63062.000",NA
"44.000","75.000","54.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91.000","0.000","63014.000","63062.000",NA
"45.000","75.000","51.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90.000","0.000","63014.000","63062.000",NA
"46.000","75.000","48.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89.000","0.000","63014.000","63062.000",NA
"47.000","75.000","48.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89.000","0.000","63014.000","63062.000",NA
"48.000","75.000","48.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89.000","0.000","63014.000","63062.000",NA
"49.000","75.000","48.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89.000","0.000","63014.000","63062.000",NA
"50.000","76.000","48.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89.000","0.000","63014.000","63062.000",NA
"51.000","75.000","48.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89.000","0.000","63014.000","63062.000",NA
"52.000","75.000","48.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89.000","0.000","63014.000","63062.000",NA
"53.000","75.000","46.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88.000","0.000","63014.000","63062.000",NA
"54.000","75.000","44.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88.000","0.000","63014.000","63062.000",NA
"55.000","75.000","44.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88.000","0.000","63014.000","63062.000",NA
"56.000","75.000","44.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88.000","0.000","63014.000","63062.000",NA
"57.000","75.000","44.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88.000","0.000","63014.000","63062.000",NA
"58.000","75.000","44.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.000","88.000","0.000","63014.000","63062.000",NA
"59.000","75.000","44.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.000","88.000","0.000","63014.000","63062.000",NA
"60.000","75.000","44.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.000","88.000","0.000","63014.000","63062.000",NA
"61.000","76.000","44.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.000","88.000","0.000","63014.000","63062.000",NA
"62.000","76.000","44.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.000","88.000","0.000","63014.000","63062.000",NA
"63.000","75.000","44.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.000","88.000","0.000","63014.000","63062.000",NA
"64.000","75.000","44.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.000","88.000","0.000","63014.000","63062.000",NA
"65.000","75.000","45.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.000","87.000","0.000","63014.000","63062.000",NA
"66.000","75.000","45.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.000","87.000","0.000","63014.000","63062.000",NA
"67.000","75.000","48.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.000","86.000","0.000","63014.000","63062.000",NA
"68.000","75.000","48.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.000","86.000","0.000","63014.000","63062.000",NA
"69.000","75.000","48.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.000","86.000","0.000","63014.000","63062.000",NA
"70.000","75.000","48.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.000","86.000","0.000","63014.000","63062.000",NA
"71.000","75.000","48.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.000","86.000","0.000","63014.000","63062.000",NA
"72.000","75.000","48.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.000","86.000","0.000","63014.000","63062.000",NA
"73.000","75.000","48.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.000","86.000","0.000","63014.000","63062.000",NA
"74.000","75.000","48.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.000","86.000","0.000","63014.000","63062.000",NA
"75.000","75.000","48.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.000","86.000","0.000","63014.000","63062.000",NA
"76.000","75.000","48.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.000","86.000","0.000","63014.000","63062.000",NA
"77.000","76.000","48.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.000","86.000","0.000","63014.000","63062.000",NA
"78.000","76.000","48.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.000","86.000","0.000","63014.000","63062.000",NA
"79.000","76.000","48.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.000","86.000","0.000","63014.000","63062.000",NA
"80.000","76.000","48.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.000","86.000","0.000","63014.000","63062.000",NA
"81.000","76.000","48.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.000","86.000","0.000","63014.000","63062.000",NA
"82.000","76.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.000",NA,"0.000","63014.000","63062.000",NA
"83.000","76.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.000",NA,"0.000","63014.000","63062.000",NA
"84.000","76.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.000",NA,"0.000","63014.000","63062.000",NA
"85.000","76.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.000",NA,"0.000","63014.000","63062.000",NA
"86.000","76.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000","63014.000","63062.000",NA
"87.000","76.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000","63014.000","63062.000",NA
"88.000","76.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",NA,"0.000","63014.000","63062.000",NA
"89.000","75.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",NA,"0.000","63014.000","63062.000",NA
"90.000","75.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",NA,"0.000","63014.000","63062.000",NA
"91.000","75.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",NA,"0.000","63014.000","63062.000",NA
"92.000","74.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",NA,"0.000","63014.000","63062.000",NA
"93.000","74.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",NA,"0.000","63014.000","63062.000",NA
"94.000","74.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",NA,"0.000","63014.000","63062.000",NA
"95.000","74.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000","63014.000","63062.000",NA
"96.000","74.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000","63014.000","63062.000",NA
"97.000","73.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000","63014.000","63062.000",NA
"98.000","73.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000","63014.000","63062.000",NA
"99.000","74.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000","63014.000","63062.000",NA
"100.000","74.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000","63014.000","63062.000",NA
"101.000","74.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21.000",NA,"0.000","63014.000","63062.000",NA
"102.000","74.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21.000",NA,"0.000","63014.000","63062.000",NA
"103.000","74.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21.000",NA,"0.000","63014.000","63062.000",NA
"104.000","75.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21.000",NA,"0.000","63014.000","63062.000",NA
"105.000","75.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21.000",NA,"0.000","63014.000","63062.000",NA
"106.000","75.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20.000",NA,"0.000","63014.000","63062.000",NA
"107.000","75.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19.000",NA,"0.000","63014.000","63062.000",NA
"108.000","75.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.000",NA,"0.000","63014.000","63062.000",NA
"109.000","75.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.000",NA,"0.000","63014.000","63062.000",NA
"110.000","76.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.000",NA,"0.000","63014.000","63062.000",NA
"111.000","76.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.000",NA,"0.000","63014.000","63062.000",NA
"112.000","76.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.000",NA,"0.000","63014.000","63062.000",NA
"113.000","76.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.000",NA,"0.000","63014.000","63062.000",NA
"114.000","77.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.000",NA,"0.000","63014.000","63062.000",NA
"115.000","77.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12.000",NA,"0.000","63014.000","63062.000",NA
"116.000","77.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12.000",NA,"0.000","63014.000","63062.000",NA
"117.000","77.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12.000",NA,"0.000","63014.000","63062.000",NA
"118.000","77.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12.000",NA,"0.000","63014.000","63062.000",NA
"119.000","77.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12.000",NA,"0.000","63014.000","63062.000",NA
"120.000","77.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12.000",NA,"0.000","63014.000","63062.000",NA
"121.000","77.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12.000",NA,"0.000","63014.000","63062.000",NA
"122.000","77.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12.000",NA,"0.000","63014.000","63062.000",NA
"123.000","77.000","73.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12.000","77.000","0.000","63014.000","63062.000",NA
"124.000","77.000","73.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12.000","77.000","0.000","63014.000","63062.000",NA
"125.000","77.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12.000",NA,"0.000","63014.000","63062.000",NA
"126.000","76.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12.000",NA,"0.000","63014.000","63062.000",NA
"127.000","76.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.000",NA,"0.000","63014.000","63062.000",NA
"128.000","76.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.000",NA,"0.000","63014.000","63062.000",NA
"129.000","75.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.000",NA,"0.000","63014.000","63062.000",NA
"130.000","75.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.000",NA,"0.000","63014.000","63062.000",NA
"131.000","75.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.000",NA,"0.000","63014.000","63062.000",NA
"132.000","74.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.000",NA,"0.000","63014.000","63062.000",NA
"133.000","74.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.000",NA,"0.000","63014.000","63062.000",NA
"134.000","74.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.000",NA,"0.000","63014.000","63062.000",NA
"135.000","74.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.000",NA,"0.000","63014.000","63062.000",NA
"136.000","74.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.000",NA,"0.000","63014.000","63062.000",NA
"137.000","74.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.000",NA,"0.000","63014.000","63062.000",NA
"138.000","74.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.000",NA,"0.000","63014.000","63062.000",NA
"139.000","74.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.000",NA,"0.000","63014.000","63062.000",NA
"140.000","75.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.000",NA,"0.000","63014.000","63062.000",NA
"141.000","75.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.000",NA,"0.000","63014.000","63062.000",NA
"142.000","75.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.000",NA,"0.000","63014.000","63062.000",NA
