7	0	0	0
20	0	0	0
33	0	0	0
46	0	0	0
59	0	0	0
72	0	0	0
85	0	0	0
98	0	0	0
111	0	0	0
124	0	0	0
137	0	0	0
150	5.0152461538	4.3028153846	5.9057846154
163	9.1117230769	2.8779538462	3.9466
176	9.4679384615	8.2211846154	4.1247076923
189	16.0579230769	12.3176615385	9.4679384615
202	28.1692461538	18.5514307692	17.1265692308
215	46.3362307692	36.5403076923	21.7573692308
228	78.0394	64.3251076923	31.5532923077
241	120.4290307692	102.6182615385	68.5996923077
254	180.4513230769	162.4624461538	100.3028615385
267	256.5033076923	253.2973692308	166.7370307692
280	328.4588153846	345.3790461538	256.8595230769
293	393.4681230769	433.5423538462	350.7222769231
306	439.2418	478.6036	413.4161846154
319	462.2176923077	494.4551846154	461.6833692308
332	469.1638923077	496.7705846154	482.8781846154
345	452.4217692308	483.5906153846	499.2640923077
358	442.4477384615	483.9468307692	485.3716923077
371	428.9115538462	449.2158307692	475.9319846154
384	410.0321384615	439.7761230769	437.9950461538
397	380.6443692308	408.9634923077	454.7371692308
410	381.8911230769	410.7445692308	405.2232307692
423	349.2974153846	383.4940923077	407.7167384615
436	309.0450769231	347.5163384615	368.5330461538
449	337.5423076923	346.4476923077	316.8818153846
462	298.1805076923	330.5961076923	324.0061230769
475	262.2027538462	289.9875538462	306.9077846154
488	271.6424615385	288.7408	299.9615846154
501	244.9263076923	270.5738153846	255.2565538462
514	237.0895692308	253.6535846154	285.1786461538
527	215.1823230769	236.1990307692	237.6238923077
540	207.1674769231	217.6758307692	244.5700923077
553	190.0691384615	220.3474461538	229.4309384615
566	187.2194153846	200.7556	200.7556
579	152.1322	194.5218307692	201.4680307692
592	178.8483538462	162.9967692308	177.2453846154
605	164.4216307692	159.2565076923	193.4531846154
618	157.1192153846	178.1359230769	177.7797076923
631	144.8297846154	149.9949076923	150.8854461538
644	123.1006461538	119.5384923077	157.2973230769
657	121.1414615385	141.0895230769	150.5292307692
670	126.3065846154	151.4197692308	136.6368307692
683	111.7017538462	124.8817230769	141.6238461538
696	114.7295846154	99.7685384615	92.4661230769
709	90.8631538462	96.3844923077	135.3900769231
722	95.8501692308	103.6869076923	143.2268153846
735	89.9726153846	129.5125230769	82.6702
748	100.6590769231	74.6553538462	101.3715076923
761	87.1228923077	82.1358769231	109.0301384615
774	84.0950615385	81.9577692308	83.0264153846
787	83.7388461538	97.0969230769	107.7833846154
800	76.2583230769	79.2861538462	74.4772461538
813	32.2657230769	65.5718615385	71.9837384615
826	85.5199230769	55.9540461538	95.6720615385
839	56.4883692308	93.3566615385	65.9280769231
852	63.9688923077	72.1618461538	57.9132307692
865	56.4883692308	76.0802153846	65.9280769231
878	56.4883692308	28.5254615385	93.5347692308
891	57.0226923077	61.6534923077	36.7184153846
904	70.7369846154	50.7889230769	68.9559076923
917	40.2805692308	36.0059846154	63.2564615385
930	45.0894769231	63.2564615385	36.0059846154
943	22.8260153846	51.6794615385	63.6126769231
956	39.9243538462	61.2972769231	48.1173076923
969	24.9633076923	13.7425230769	53.2824307692
982	56.4883692308	53.2824307692	21.2230461538
995	47.2267692308	26.2100615385	40.8148923077
1008	28.1692461538	38.6776	46.3362307692
1021	23.3603384615	49.5421692308	45.0894769231
1034	45.6238	29.0597846154	35.6497692308
1047	22.6479076923	32.4438307692	25.4976307692
1060	23.0041230769	31.1970769231	69.4902307692
1073	45.9800153846	17.1265692308	9.6460461538
1086	17.1265692308	20.1544	28.3473538462
1099	14.2768461538	50.2546	23.3603384615
1112	23.5384461538	-3.7120307692	32.9781538462
1125	33.6905846154	53.2824307692	38.1432769231
1138	21.9354769231	20.1544	6.9744307692
1151	6.0838923077	10.1803692308	32.4438307692
1164	40.8148923077	39.0338153846	3.5903846154
1177	21.5792615385	9.8241538462	46.6924461538
1190	-8.1647230769	27.1006	-2.2871692308
1203	28.1692461538	-17.6044307692	45.0894769231
1216	2.8779538462	55.9540461538	16.2360307692
1229	42.7740769231	-6.3836461538	8.0430769231
1242	4.1247076923	31.3751846154	19.0857538462
1255	15.7017076923	1.4530923077	23.3603384615
1268	-1.3966307692	18.3733230769	14.9892769231
1281	12.1395538462	11.4271230769	12.4957692308
1294	11.0709076923	18.5514307692	-11.0144461538
1307	29.2378923077	8.5774	40.993
1320	19.9762923077	18.9076461538	5.9057846154
1333	-9.2333692308	1.4530923077	14.2768461538
1346	36.5403076923	13.7425230769	-6.5617538462
1359	-8.5209384615	6.7963230769	16.0579230769
1372	-14.5766	-10.6582307692	21.7573692308

