7	0	0	0
20	0	0	0
33	0	0	0
46	0	0	0
59	0	0	0
72	0	0	0
85	0	0	0
98	0	0	0
111	0	0	0
124	3.4122769231	5.5495692308	4.6590307692
137	9.1117230769	4.8371384615	3.2341692308
150	9.4679384615	6.4401076923	3.5903846154
163	11.0709076923	8.3992923077	9.4679384615
176	13.5644153846	15.7017076923	16.0579230769
189	21.7573692308	19.6200769231	17.1265692308
202	30.8408615385	24.9633076923	27.1006
215	47.4048769231	29.0597846154	38.1432769231
228	57.0226923077	43.4865076923	54.1729692308
241	79.9985846154	66.2842923077	73.7648153846
254	94.2472	84.8074923077	97.2750307692
267	124.1692923077	112.7704	119.5384923077
280	151.5978769231	133.7871076923	147.1451846154
293	184.3696923077	170.8335076923	172.7926923077
306	180.6294307692	195.9466923077	181.8761846154
319	225.3344615385	225.8687846154	226.0468923077
332	223.9096	244.7482	215.1823230769
345	236.5552461538	261.4903230769	230.4995846154
358	239.0487538462	272.1767846154	249.9133230769
371	245.9949538462	282.1508153846	238.6925384615
384	252.7630461538	288.5626923077	242.7890153846
397	228.7185076923	282.3289230769	243.8576615385
410	252.5849384615	267.0116615385	250.0914307692
423	233.7055230769	275.0265076923	225.3344615385
436	236.3771384615	254.0098	227.6498615385
449	216.2509692308	260.4216769231	228.3622923077
462	219.6350153846	235.4866	193.4531846154
475	210.0172	228.1841846154	197.3715538462
488	198.2620923077	217.6758307692	193.6312923077
501	179.7388923077	215.8947538462	177.2453846154
514	203.4272153846	197.9058769231	184.1915846154
527	139.1303384615	194.8780461538	172.9708
540	176.8891692308	167.0932461538	153.5570615385
553	150.7073384615	174.2175538462	169.4086461538
566	152.8446307692	162.2843384615	124.1692923077
579	143.7611384615	163.1748769231	116.6887692308
592	117.9355230769	139.8427692308	146.7889692308
605	137.7054769231	136.6368307692	115.0858
618	128.4438769231	130.0468461538	119.5384923077
631	111.3455384615	118.4698461538	112.9485076923
644	109.5644615385	134.1433230769	81.9577692308
657	97.4531384615	108.3177076923	109.3863538462
670	97.4531384615	93.3566615385	102.2620461538
683	94.6034153846	85.1637076923	75.724
696	76.6145384615	96.0282769231	82.8483076923
709	73.4086	110.455	69.8464461538
722	96.3844923077	79.8204769231	75.9021076923
735	70.5588769231	65.5718615385	98.6998923077
748	76.7926461538	94.2472	44.7332615385
761	61.6534923077	65.7499692308	71.0932
774	66.1061846154	82.1358769231	71.6275230769
787	49.3640615385	42.0616461538	56.1321538462
800	61.4753846154	56.1321538462	47.2267692308
813	47.2267692308	64.3251076923	49.8983846154
826	51.3232461538	63.9688923077	59.6943076923
839	46.6924461538	46.5143384615	31.5532923077
852	60.2286307692	39.5681384615	42.7740769231
865	20.3325076923	68.5996923077	26.7443846154
878	53.9948615385	35.8278769231	52.0356769231
891	44.5551538462	34.5811230769	56.4883692308
904	42.5959692308	53.6386461538	24.6070923077
917	25.4976307692	38.4994923077	59.1599846154
930	35.2935538462	18.1952153846	10.8928
943	24.2508769231	14.9892769231	35.4716615385
956	24.2508769231	55.9540461538	2.8779538462
969	42.4178615385	26.7443846154	24.2508769231
982	39.0338153846	27.8130307692	45.2675846154
995	20.6887230769	23.0041230769	33.1562615385
1008	24.0727692308	39.5681384615	21.9354769231
1021	12.1395538462	5.1933538462	-2.8214923077
1034	39.7462461538	33.3343692308	28.5254615385
1047	-20.8103692308	46.5143384615	15.5236
1060	43.6646153846	-5.315	40.2805692308
1073	8.0430769231	33.3343692308	-4.7806769231
1086	24.7852	21.9354769231	11.0709076923
1099	27.1006	9.2898307692	52.9262153846
1112	6.262	9.4679384615	2.8779538462
1125	29.2378923077	4.8371384615	27.6349230769
1138	8.0430769231	39.3900307692	-6.9179692308
1151	32.9781538462	-1.2185230769	33.3343692308
1164	-24.1944153846	28.8816769231	-18.3168615385
1177	25.3195230769	-12.0830923077	20.8668307692
1190	33.6905846154	30.8408615385	23.7165538462
1203	-13.8641692308	-0.5060923077	1.6312
1216	16.0579230769	36.8965230769	-10.8363384615
1229	29.7722153846	1.4530923077	36.3622
1242	0.2063384615	14.8111692308	3.5903846154
1255	-2.4652769231	21.4011538462	26.5662769231
1268	6.6182153846	-7.8085076923	-8.3428307692
1281	5.1933538462	9.4679384615	6.4401076923
1294	10.3584769231	-9.4114769231	10.3584769231
1307	24.9633076923	18.5514307692	-7.8085076923
1320	-4.0682461538	22.1135846154	18.9076461538
1333	7.1525384615	-4.4244615385	24.4289846154
1346	4.8371384615	-4.2463538462	-12.2612
1359	14.6330615385	14.2768461538	5.1933538462
1372	15.5236	25.1414153846	7.1525384615
1385	-3.8901384615	-30.9625076923	28.8816769231
1398	15.5236	34.7592307692	-14.5766

