"_Elapsed_time_","_HR_","_PULSE_","_ABP_","_ABP_Sys_","_ABP_Dias_","_ABP_Mean_","_CVP_","_NBP_","_NBP_Sys_","_NBP_Dias_","_NBP_Mean_","_RESP_","_SpO2_","_PVC_Rate_per_Minute_","_Rhythm_Status_","_Ectopic_Status_","_Ectopic_Count_"
"12.000","71.000","73.000",NA,"117.000","55.000","74.000",NA,NA,NA,NA,NA,"6.000","100.000","0.000","63004.000",NA,NA
"13.000","70.000","73.000",NA,"117.000","55.000","74.000",NA,NA,NA,NA,NA,"6.000","100.000","0.000","63004.000",NA,NA
"14.000","70.000","72.000",NA,"117.000","55.000","73.000",NA,NA,NA,NA,NA,"6.000","100.000","0.000","63004.000",NA,NA
"15.000","70.000","72.000",NA,"116.000","54.000","73.000",NA,NA,NA,NA,NA,"6.000","100.000","0.000","63004.000",NA,NA
"16.000","70.000","71.000",NA,"116.000","55.000","73.000",NA,NA,NA,NA,NA,"7.000","100.000","0.000","63004.000",NA,NA
"17.000","70.000","71.000",NA,"116.000","55.000","73.000",NA,NA,NA,NA,NA,"7.000","100.000","0.000","63004.000",NA,NA
"18.000","70.000","71.000",NA,"116.000","54.000","72.000",NA,NA,NA,NA,NA,"7.000","100.000","0.000","63004.000",NA,NA
"19.000","69.000","70.000",NA,"116.000","54.000","72.000",NA,NA,NA,NA,NA,"7.000","100.000","0.000","63004.000",NA,NA
"20.000","69.000","70.000",NA,"116.000","54.000","72.000",NA,NA,NA,NA,NA,"7.000","100.000","0.000","63004.000",NA,NA
"21.000","69.000","70.000",NA,"115.000","54.000","72.000",NA,NA,NA,NA,NA,"8.000","100.000","0.000","63004.000",NA,NA
"22.000","69.000","70.000",NA,"115.000","54.000","72.000",NA,NA,NA,NA,NA,"8.000","100.000","0.000","63004.000",NA,NA
"23.000","70.000","69.000",NA,"115.000","54.000","72.000",NA,NA,NA,NA,NA,"8.000","100.000","0.000","63004.000",NA,NA
"24.000","70.000","69.000",NA,"115.000","54.000","72.000",NA,NA,NA,NA,NA,"8.000","100.000","0.000","63004.000",NA,NA
"25.000","69.000","69.000",NA,"115.000","54.000","72.000",NA,NA,NA,NA,NA,"8.000","100.000","0.000","63004.000",NA,NA
"26.000","70.000","69.000",NA,"114.000","54.000","71.000",NA,NA,NA,NA,NA,"8.000","100.000","0.000","63017.000","63062.000",NA
"27.000","70.000","69.000",NA,"116.000","53.000","72.000",NA,NA,NA,NA,NA,"8.000","100.000","0.000","63017.000","63062.000",NA
"28.000","70.000","68.000",NA,"116.000","53.000","72.000",NA,NA,NA,NA,NA,"8.000","100.000","0.000","63017.000","63062.000",NA
"29.000","70.000","68.000",NA,"115.000","53.000","71.000",NA,NA,NA,NA,NA,"10.000","100.000","0.000","63017.000","63062.000",NA
"30.000","70.000","67.000",NA,"115.000","53.000","71.000",NA,NA,NA,NA,NA,"10.000","100.000","0.000","63017.000","63062.000",NA
"31.000","70.000","67.000",NA,"115.000","53.000","71.000",NA,NA,NA,NA,NA,"10.000","100.000","0.000","63017.000","63062.000",NA
"32.000","70.000","67.000",NA,"115.000","53.000","71.000",NA,NA,NA,NA,NA,"10.000","100.000","0.000","63017.000","63062.000",NA
"33.000","70.000","67.000",NA,"114.000","53.000","71.000",NA,NA,NA,NA,NA,"9.000","100.000","0.000","63017.000","63062.000",NA
"34.000","70.000","67.000",NA,"114.000","53.000","70.000",NA,NA,NA,NA,NA,"8.000","100.000","0.000","63017.000","63062.000",NA
"35.000","70.000","67.000",NA,"114.000","53.000","70.000",NA,NA,NA,NA,NA,"10.000","100.000","0.000","63017.000","63062.000",NA
"36.000","70.000","67.000",NA,"113.000","52.000","70.000",NA,NA,NA,NA,NA,"10.000","100.000","0.000","63017.000","63062.000",NA
"37.000","70.000","68.000",NA,"113.000","53.000","70.000",NA,NA,NA,NA,NA,"10.000","100.000","0.000","63017.000","63062.000",NA
"38.000","70.000","68.000",NA,"113.000","52.000","70.000",NA,NA,NA,NA,NA,"10.000","100.000","0.000","63017.000","63062.000",NA
"39.000","70.000","69.000",NA,"112.000","52.000","69.000",NA,NA,NA,NA,NA,"10.000","100.000","0.000","63017.000","63062.000",NA
"40.000","70.000","69.000",NA,"112.000","52.000","69.000",NA,NA,NA,NA,NA,"10.000","100.000","0.000","63017.000","63062.000",NA
"41.000","70.000","69.000",NA,"112.000","52.000","69.000",NA,NA,NA,NA,NA,"10.000","100.000","0.000","63017.000","63062.000",NA
"42.000","70.000","69.000",NA,"112.000","52.000","69.000",NA,NA,NA,NA,NA,"9.000","100.000","0.000","63017.000","63062.000",NA
"43.000","70.000","69.000",NA,"112.000","52.000","70.000",NA,NA,NA,NA,NA,"9.000","100.000","0.000","63017.000","63062.000",NA
"44.000","70.000","69.000",NA,"112.000","52.000","69.000",NA,NA,NA,NA,NA,"9.000","100.000","0.000","63017.000","63062.000",NA
"45.000","69.000","69.000",NA,"111.000","52.000","69.000",NA,NA,NA,NA,NA,"9.000","100.000","0.000","63017.000","63062.000",NA
"46.000","69.000","69.000",NA,"111.000","52.000","69.000",NA,NA,NA,NA,NA,"9.000","100.000","0.000","63017.000","63062.000",NA
"47.000","69.000","69.000",NA,"111.000","52.000","69.000",NA,NA,NA,NA,NA,"9.000","100.000","0.000","63017.000","63062.000",NA
"48.000","69.000","69.000",NA,"111.000","52.000","69.000",NA,NA,NA,NA,NA,"11.000","100.000","0.000","63017.000","63062.000",NA
"49.000","70.000","69.000",NA,"111.000","52.000","69.000",NA,NA,NA,NA,NA,"11.000","100.000","0.000","63017.000","63062.000",NA
"50.000","70.000","69.000",NA,"111.000","52.000","68.000",NA,NA,NA,NA,NA,"11.000","100.000","0.000","63017.000","63062.000",NA
"51.000","70.000","69.000",NA,"111.000","51.000","68.000",NA,NA,NA,NA,NA,"11.000","100.000","0.000","63017.000","63062.000",NA
"52.000","70.000","69.000",NA,"111.000","51.000","68.000",NA,NA,NA,NA,NA,"11.000","100.000","0.000","63017.000","63062.000",NA
"53.000","70.000","70.000",NA,"112.000","51.000","69.000",NA,NA,NA,NA,NA,"11.000","100.000","0.000","63017.000","63062.000",NA
"54.000","70.000","70.000",NA,"112.000","50.000","69.000",NA,NA,NA,NA,NA,"11.000","100.000","0.000","63017.000","63062.000",NA
"55.000","71.000","70.000",NA,"112.000","50.000","69.000",NA,NA,NA,NA,NA,"11.000","100.000","0.000","63017.000","63062.000",NA
"56.000","71.000","70.000",NA,"112.000","50.000","69.000",NA,NA,NA,NA,NA,"11.000","100.000","0.000","63017.000","63062.000",NA
"57.000","71.000","70.000",NA,"112.000","50.000","69.000",NA,NA,NA,NA,NA,"11.000","100.000","0.000","63017.000","63062.000",NA
"58.000","71.000","70.000",NA,"111.000","50.000","69.000",NA,NA,NA,NA,NA,"11.000","100.000","0.000","63017.000","63062.000",NA
"59.000","71.000","71.000",NA,"111.000","50.000","69.000",NA,NA,NA,NA,NA,"11.000","100.000","0.000","63017.000","63062.000",NA
"60.000","72.000","71.000",NA,"111.000","51.000","69.000",NA,NA,NA,NA,NA,"10.000","100.000","0.000","63017.000","63062.000",NA
"61.000","73.000","71.000",NA,"111.000","51.000","69.000",NA,NA,NA,NA,NA,"9.000","100.000","0.000","63017.000","63062.000",NA
"62.000","73.000","71.000",NA,"111.000","51.000","69.000",NA,NA,NA,NA,NA,"9.000","100.000","0.000","63017.000","63062.000",NA
"63.000","73.000","71.000",NA,"111.000","51.000","69.000",NA,NA,NA,NA,NA,"8.000","100.000","0.000","63017.000","63062.000",NA
"64.000","73.000","72.000",NA,"111.000","51.000","69.000",NA,NA,NA,NA,NA,"8.000","100.000","0.000","63017.000","63062.000",NA
"65.000","73.000","72.000",NA,"111.000","51.000","69.000",NA,NA,NA,NA,NA,NA,"100.000","0.000","63017.000","63062.000",NA
"66.000","73.000","73.000",NA,"111.000","52.000","69.000",NA,NA,NA,NA,NA,NA,"100.000","1.000","63017.000","63062.000",NA
"67.000","73.000","73.000",NA,"111.000","52.000","69.000",NA,NA,NA,NA,NA,NA,"100.000","1.000","63017.000","63062.000",NA
"68.000","78.000","73.000",NA,"111.000","52.000","69.000",NA,NA,NA,NA,NA,"9.000","100.000","1.000","63017.000","63062.000",NA
"69.000","78.000","73.000",NA,"111.000","52.000","69.000",NA,NA,NA,NA,NA,"9.000","100.000","1.000","63017.000","63062.000",NA
"70.000","78.000","73.000",NA,"111.000","51.000","69.000",NA,NA,NA,NA,NA,"9.000","100.000","1.000","63017.000","63062.000",NA
"71.000","78.000","73.000",NA,"111.000","51.000","69.000",NA,NA,NA,NA,NA,"9.000","100.000","1.000","63017.000","63062.000",NA
"72.000","78.000","73.000",NA,"111.000","51.000","69.000",NA,NA,NA,NA,NA,"9.000","100.000","1.000","63017.000","63062.000",NA
"73.000","82.000","73.000",NA,"111.000","52.000","69.000",NA,NA,NA,NA,NA,"9.000","100.000","1.000","63017.000","63062.000",NA
"74.000","86.000","74.000",NA,"110.000","52.000","68.000",NA,NA,NA,NA,NA,"9.000","100.000","1.000","63017.000","63062.000",NA
"75.000","89.000","74.000",NA,"110.000","51.000","68.000",NA,NA,NA,NA,NA,"9.000","100.000","2.000","63017.000","63062.000",NA
"76.000","89.000","74.000",NA,"110.000","51.000","68.000",NA,NA,NA,NA,NA,"10.000","100.000","2.000","63020.000","63062.000",NA
"77.000","89.000","74.000",NA,"110.000","51.000","68.000",NA,NA,NA,NA,NA,"10.000","100.000","2.000","63020.000","63062.000",NA
"78.000","89.000","74.000",NA,"110.000","51.000","68.000",NA,NA,NA,NA,NA,"10.000","100.000","2.000","63020.000","63062.000",NA
"79.000","89.000","73.000",NA,"110.000","51.000","68.000",NA,NA,NA,NA,NA,"10.000","100.000","2.000","63021.000","63062.000",NA
"80.000","89.000","73.000",NA,"109.000","51.000","68.000",NA,NA,NA,NA,NA,"10.000","100.000","2.000","63021.000","63062.000",NA
"81.000","89.000","73.000",NA,"109.000","51.000","68.000",NA,NA,NA,NA,NA,"10.000","100.000","2.000","63021.000","63062.000",NA
"82.000","95.000","73.000",NA,"109.000","51.000","67.000",NA,NA,NA,NA,NA,"10.000","100.000","3.000","63021.000","63062.000",NA
"83.000","95.000","73.000",NA,"109.000","51.000","67.000",NA,NA,NA,NA,NA,"10.000","100.000","3.000","63021.000","63062.000",NA
"84.000","95.000","73.000",NA,"109.000","51.000","67.000",NA,NA,NA,NA,NA,"12.000","100.000","3.000","63021.000","63062.000",NA
"85.000","95.000","73.000",NA,"109.000","51.000","68.000",NA,NA,NA,NA,NA,"12.000","100.000","3.000","63021.000","63062.000",NA
"86.000","95.000","73.000",NA,"109.000","51.000","67.000",NA,NA,NA,NA,NA,"12.000","100.000","3.000","63021.000","63062.000",NA
"87.000","89.000","72.000",NA,"108.000","50.000","67.000",NA,NA,NA,NA,NA,"12.000","100.000","3.000","63021.000","63062.000",NA
"88.000","92.000","72.000",NA,"108.000","50.000","67.000",NA,NA,NA,NA,NA,"11.000","99.000","3.000","63021.000","63062.000",NA
"89.000","91.000",NA,NA,"108.000","50.000","66.000",NA,NA,NA,NA,NA,"10.000",NA,"3.000","63021.000","63062.000",NA
"90.000","91.000",NA,NA,"108.000","50.000","67.000",NA,NA,NA,NA,NA,"9.000",NA,"3.000","63021.000","63062.000",NA
"91.000","85.000",NA,NA,"108.000","50.000","67.000",NA,NA,NA,NA,NA,"11.000",NA,"3.000","63021.000","63062.000",NA
"92.000","85.000",NA,NA,"107.000","50.000","66.000",NA,NA,NA,NA,NA,"11.000",NA,"3.000","63021.000","63062.000",NA
"93.000","85.000",NA,NA,"107.000","50.000","66.000",NA,NA,NA,NA,NA,"18.000",NA,"3.000","63021.000","63062.000",NA
"94.000","80.000",NA,NA,"107.000","50.000","66.000",NA,NA,NA,NA,NA,"18.000",NA,"3.000","63021.000","63062.000",NA
"95.000","71.000",NA,NA,"107.000","46.000","66.000",NA,NA,NA,NA,NA,"18.000",NA,"3.000","63021.000","63062.000",NA
"96.000","71.000",NA,NA,"107.000","47.000","66.000",NA,NA,NA,NA,NA,"18.000",NA,"4.000","63021.000","63062.000",NA
"97.000","71.000",NA,NA,"107.000","47.000","66.000",NA,NA,NA,NA,NA,"19.000",NA,"4.000","63021.000","63062.000",NA
"98.000","71.000","72.000",NA,"107.000","47.000","66.000",NA,NA,NA,NA,NA,"19.000","100.000","4.000","63021.000","63062.000",NA
"99.000","74.000","72.000",NA,"107.000","47.000","65.000",NA,NA,NA,NA,NA,"19.000","100.000","4.000","63021.000","63062.000",NA
"100.000","72.000","71.000",NA,"106.000","47.000","65.000",NA,NA,NA,NA,NA,"19.000","100.000","4.000","63021.000","63062.000",NA
"101.000","72.000","71.000",NA,"106.000","48.000","65.000",NA,NA,NA,NA,NA,"19.000","100.000","4.000","63021.000","63062.000",NA
"102.000","72.000","71.000",NA,"106.000","48.000","65.000",NA,NA,NA,NA,NA,"19.000","100.000","4.000","63021.000","63062.000",NA
"103.000","72.000","71.000",NA,"106.000","48.000","66.000",NA,NA,NA,NA,NA,"16.000","100.000","5.000","63021.000","63062.000",NA
"104.000","72.000","71.000",NA,"106.000","48.000","66.000",NA,NA,NA,NA,NA,"16.000","100.000","5.000","63021.000","63062.000",NA
"105.000","72.000","73.000",NA,"105.000","48.000","65.000",NA,NA,NA,NA,NA,"16.000","100.000","5.000","63021.000","63062.000",NA
"106.000","72.000","74.000",NA,"105.000","48.000","65.000",NA,NA,NA,NA,NA,"16.000","100.000","6.000","63021.000","63062.000",NA
"107.000","72.000","74.000",NA,"105.000","48.000","65.000",NA,NA,NA,NA,NA,"16.000","100.000","6.000","63021.000","63062.000",NA
"108.000","72.000","74.000",NA,"105.000","48.000","65.000",NA,NA,NA,NA,NA,"16.000","100.000","6.000","63021.000","63062.000",NA
"109.000","72.000","74.000",NA,"105.000","48.000","65.000",NA,NA,NA,NA,NA,"15.000","100.000","6.000","63021.000","63062.000",NA
"110.000","72.000","73.000",NA,"105.000","48.000","65.000",NA,NA,NA,NA,NA,"15.000","100.000","7.000","63021.000","63062.000",NA
"111.000",NA,"73.000",NA,"104.000","48.000","64.000",NA,NA,NA,NA,NA,"15.000","100.000","7.000","63021.000","63062.000",NA
"112.000","78.000","73.000",NA,"104.000","48.000","64.000",NA,NA,NA,NA,NA,"15.000","100.000","8.000","63021.000","63062.000",NA
"113.000","78.000","73.000",NA,"104.000","48.000","64.000",NA,NA,NA,NA,NA,"15.000","100.000","8.000","63021.000","63062.000",NA
"114.000","78.000","73.000",NA,"104.000","48.000","64.000",NA,NA,NA,NA,NA,"15.000","100.000","8.000","63021.000","63062.000",NA
"115.000","78.000","73.000",NA,"104.000","48.000","64.000",NA,NA,NA,NA,NA,"15.000","100.000","8.000","63021.000","63062.000",NA
"116.000","78.000","73.000",NA,"104.000","48.000","64.000",NA,NA,NA,NA,NA,"15.000","100.000","8.000","63021.000","63062.000",NA
"117.000","78.000","73.000",NA,"104.000","48.000","64.000",NA,NA,NA,NA,NA,"14.000","100.000","8.000","63021.000","63062.000",NA
"118.000","78.000","73.000",NA,"103.000","48.000","64.000",NA,NA,NA,NA,NA,"14.000","100.000","9.000","63021.000","63062.000",NA
"119.000","78.000","73.000",NA,"103.000","48.000","63.000",NA,NA,NA,NA,NA,"19.000","100.000","9.000","63021.000","63062.000",NA
"120.000","78.000","73.000",NA,"103.000","48.000","63.000",NA,NA,NA,NA,NA,"18.000","100.000","9.000","63021.000","63062.000",NA
"121.000","84.000","73.000",NA,"103.000","48.000","64.000",NA,NA,NA,NA,NA,"17.000","100.000","11.000","63021.000","63062.000",NA
"122.000","84.000","73.000",NA,"103.000","48.000","63.000",NA,NA,NA,NA,NA,"16.000","100.000","11.000","63021.000","63062.000",NA
"123.000","84.000","73.000",NA,"102.000","48.000","63.000",NA,NA,NA,NA,NA,"15.000","100.000","11.000","63021.000","63062.000",NA
"124.000","82.000","73.000",NA,"102.000","48.000","63.000",NA,NA,NA,NA,NA,"14.000","100.000","11.000","63021.000","63062.000",NA
"125.000","82.000","73.000",NA,"102.000","48.000","63.000",NA,NA,NA,NA,NA,"13.000","100.000","12.000","63021.000","63062.000",NA
"126.000","82.000","73.000",NA,"103.000","48.000","63.000",NA,NA,NA,NA,NA,"12.000","100.000","11.000","63021.000","63062.000",NA
"127.000","82.000","73.000",NA,"103.000","48.000","63.000",NA,NA,NA,NA,NA,"11.000","100.000","11.000","63021.000","63062.000",NA
"128.000","82.000","73.000",NA,"102.000","48.000","63.000",NA,NA,NA,NA,NA,"15.000","100.000","11.000","63021.000","63062.000",NA
"129.000","80.000","73.000",NA,"102.000","48.000","63.000",NA,NA,NA,NA,NA,"15.000","100.000","11.000","63021.000","63062.000",NA
"130.000","79.000","73.000",NA,"102.000","47.000","63.000",NA,NA,NA,NA,NA,"15.000","100.000","11.000","63021.000","63062.000",NA
"131.000","79.000","73.000",NA,"102.000","47.000","63.000",NA,NA,NA,NA,NA,"15.000","100.000","11.000","63021.000","63062.000",NA
"132.000","79.000","73.000",NA,"102.000","47.000","63.000",NA,NA,NA,NA,NA,"15.000","100.000","11.000","63021.000","63062.000",NA
"133.000","85.000","73.000",NA,"102.000","48.000","63.000",NA,NA,NA,NA,NA,"15.000","100.000","12.000","63021.000","63062.000",NA
"134.000","85.000","74.000",NA,"101.000","47.000","62.000",NA,NA,NA,NA,NA,"15.000","100.000","11.000","63021.000","63062.000",NA
"135.000","85.000","74.000",NA,"101.000","47.000","62.000",NA,NA,NA,NA,NA,"15.000","100.000","11.000","63021.000","63062.000",NA
"136.000","85.000","74.000",NA,"101.000","47.000","62.000",NA,NA,NA,NA,NA,"15.000","100.000","11.000","63021.000","63062.000",NA
"137.000","85.000","74.000",NA,"101.000","47.000","62.000",NA,NA,NA,NA,NA,"17.000","100.000","11.000","63021.000","63062.000",NA
"138.000","81.000","74.000",NA,"102.000","47.000","63.000",NA,NA,NA,NA,NA,"17.000","100.000","11.000","63021.000","63062.000",NA
"139.000","78.000","73.000",NA,"102.000","48.000","63.000",NA,NA,NA,NA,NA,"16.000","100.000","11.000","63021.000","63062.000",NA
"140.000","78.000","73.000",NA,"101.000","47.000","62.000",NA,NA,NA,NA,NA,"16.000","100.000","11.000","63021.000","63062.000",NA
"141.000","78.000","73.000",NA,"101.000","47.000","62.000",NA,NA,NA,NA,NA,"16.000","100.000","11.000","63021.000","63062.000",NA
"142.000","78.000","73.000",NA,"100.000","47.000","62.000",NA,NA,NA,NA,NA,"16.000","100.000","10.000","63021.000","63062.000",NA
"143.000","78.000","73.000",NA,"100.000","47.000","62.000",NA,NA,NA,NA,NA,"16.000","100.000","10.000","63021.000","63062.000",NA
"144.000","78.000","73.000",NA,"101.000","47.000","62.000",NA,NA,NA,NA,NA,"16.000","100.000","10.000","63021.000","63062.000",NA
"145.000","78.000","73.000",NA,"101.000","47.000","62.000",NA,NA,NA,NA,NA,"16.000","100.000","10.000","63021.000","63062.000",NA
"146.000","79.000","73.000",NA,"99.000","48.000","62.000",NA,NA,NA,NA,NA,"16.000","100.000","10.000","63021.000","63062.000",NA
"147.000","79.000","73.000",NA,"99.000","48.000","62.000",NA,NA,NA,NA,NA,"16.000","100.000","10.000","63021.000","63062.000",NA
"148.000","78.000","73.000",NA,"98.000","47.000","61.000",NA,NA,NA,NA,NA,"16.000","100.000","10.000","63021.000","63062.000",NA
"149.000","78.000","73.000",NA,"98.000","47.000","61.000",NA,NA,NA,NA,NA,"16.000","100.000","10.000","63021.000","63062.000",NA
"150.000","79.000","73.000",NA,"97.000","47.000","60.000",NA,NA,NA,NA,NA,"15.000","100.000","10.000","63021.000","63062.000",NA
"151.000","74.000","73.000",NA,"97.000","46.000","60.000",NA,NA,NA,NA,NA,"14.000","100.000","10.000","63021.000","63062.000",NA
"152.000","74.000","73.000",NA,"98.000","47.000","61.000",NA,NA,NA,NA,NA,"14.000","100.000","10.000","63021.000","63062.000",NA
"153.000","74.000","74.000",NA,"98.000","47.000","61.000",NA,NA,NA,NA,NA,"14.000","100.000","10.000","63021.000","63062.000",NA
"154.000","74.000","74.000",NA,"97.000","46.000","60.000",NA,NA,NA,NA,NA,"14.000","100.000","11.000","63020.000","63052.000","1.000"
"155.000","76.000","74.000",NA,"97.000","46.000","60.000",NA,NA,NA,NA,NA,"14.000","100.000","12.000","63020.000","63052.000","1.000"
"156.000","80.000","75.000",NA,"97.000","46.000","60.000",NA,NA,NA,NA,NA,"14.000","100.000","12.000","63020.000","63052.000","1.000"
"157.000","80.000","75.000",NA,"97.000","46.000","60.000",NA,NA,NA,NA,NA,"13.000","100.000","11.000","63020.000","63052.000","1.000"
"158.000","80.000","75.000",NA,"97.000","46.000","60.000",NA,NA,NA,NA,NA,"13.000","100.000","11.000","63020.000","63052.000","1.000"
"159.000","80.000","75.000",NA,"97.000","46.000","60.000",NA,NA,NA,NA,NA,"16.000","100.000","11.000","63020.000","63052.000","1.000"
"160.000","80.000","74.000",NA,"96.000","46.000","60.000",NA,NA,NA,NA,NA,"16.000","100.000","11.000","63020.000","63052.000","1.000"
"161.000","80.000","74.000",NA,"96.000","46.000","60.000",NA,NA,NA,NA,NA,"16.000","100.000","11.000","63020.000","63052.000","1.000"
"162.000","80.000","74.000",NA,"97.000","46.000","60.000",NA,NA,NA,NA,NA,"16.000","100.000","12.000","63020.000","63052.000","1.000"
"163.000","80.000","73.000",NA,"97.000","46.000","60.000",NA,NA,NA,NA,NA,"18.000","100.000","11.000","63020.000","63052.000","1.000"
"164.000","80.000","73.000",NA,"97.000","46.000","60.000",NA,NA,NA,NA,NA,"18.000","100.000","11.000","63020.000","63052.000","1.000"
"165.000","80.000","73.000",NA,"97.000","46.000","60.000",NA,NA,NA,NA,NA,"18.000","100.000","11.000","63021.000","63062.000",NA
"166.000","80.000","73.000",NA,"96.000","45.000","59.000",NA,NA,NA,NA,NA,"18.000","100.000","10.000","63021.000","63062.000",NA
"167.000",NA,"73.000",NA,"96.000","45.000","59.000",NA,NA,NA,NA,NA,"16.000","100.000","11.000","63021.000","63062.000",NA
"168.000",NA,"73.000",NA,"96.000","45.000","59.000",NA,NA,NA,NA,NA,"16.000","100.000","11.000","63021.000","63062.000",NA
"169.000",NA,"73.000",NA,"96.000","45.000","59.000",NA,NA,NA,NA,NA,"16.000","100.000","10.000","63021.000","63062.000",NA
"170.000",NA,"73.000",NA,"96.000","45.000","59.000",NA,NA,NA,NA,NA,"16.000","100.000","10.000","63021.000","63062.000",NA
"171.000","88.000","73.000",NA,"96.000","45.000","59.000",NA,NA,NA,NA,NA,"16.000","100.000","9.000","63021.000","63062.000",NA
"172.000","88.000","73.000",NA,"95.000","45.000","59.000",NA,NA,NA,NA,NA,"16.000","100.000","9.000","63021.000","63062.000",NA
"173.000","88.000","73.000",NA,"95.000","45.000","59.000",NA,NA,NA,NA,NA,"16.000","100.000","9.000","63021.000","63062.000",NA
"174.000","88.000","73.000",NA,"95.000","45.000","58.000",NA,NA,NA,NA,NA,"16.000","100.000","9.000","63021.000","63062.000",NA
"175.000","88.000","73.000",NA,"95.000","45.000","59.000",NA,NA,NA,NA,NA,"14.000","100.000","10.000","63021.000","63062.000",NA
"176.000","84.000","72.000",NA,"95.000","45.000","59.000",NA,NA,NA,NA,NA,"14.000","100.000","10.000","63021.000","63062.000",NA
"177.000","84.000","72.000",NA,"95.000","45.000","59.000",NA,NA,NA,NA,NA,"14.000","100.000","9.000","63021.000","63062.000",NA
"178.000","82.000","72.000",NA,"95.000","45.000","58.000",NA,NA,NA,NA,NA,"14.000","100.000","9.000","63021.000","63062.000",NA
"179.000","80.000","72.000",NA,"94.000","44.000","58.000",NA,NA,NA,NA,NA,"14.000","100.000","9.000","63021.000","63062.000",NA
"180.000","80.000","72.000",NA,"94.000","44.000","58.000",NA,NA,NA,NA,NA,"14.000","100.000","9.000","63021.000","63062.000",NA
"181.000","80.000","72.000",NA,"95.000","44.000","58.000",NA,NA,NA,NA,NA,"13.000","100.000","7.000","63021.000","63062.000",NA
"182.000","80.000","72.000",NA,"94.000","44.000","58.000",NA,NA,NA,NA,NA,"13.000","100.000","8.000","63021.000","63062.000",NA
"183.000","83.000","72.000",NA,"94.000","44.000","58.000",NA,NA,NA,NA,NA,"15.000","100.000","9.000","63021.000","63062.000",NA
"184.000","84.000","72.000",NA,"93.000","44.000","57.000",NA,NA,NA,NA,NA,"15.000","100.000","10.000","63021.000","63062.000",NA
"185.000","88.000","72.000",NA,"93.000","43.000","56.000",NA,NA,NA,NA,NA,"15.000","100.000","10.000","63021.000","63062.000",NA
"186.000","88.000","73.000",NA,"92.000","42.000","56.000",NA,NA,NA,NA,NA,"15.000","100.000","10.000","63021.000","63062.000",NA
"187.000","88.000","73.000",NA,"92.000","42.000","56.000",NA,NA,NA,NA,NA,"15.000","100.000","10.000","63021.000","63062.000",NA
"188.000","88.000","73.000",NA,"92.000","42.000","56.000",NA,NA,NA,NA,NA,"15.000","100.000","10.000","63021.000","63062.000",NA
"189.000","90.000","73.000",NA,"92.000","42.000","56.000",NA,NA,NA,NA,NA,"15.000","100.000","10.000","63021.000","63062.000",NA
"190.000","90.000","73.000",NA,"92.000","42.000","56.000",NA,NA,NA,NA,NA,"15.000","100.000","10.000","63021.000","63062.000",NA
"191.000","90.000","74.000",NA,"89.000","39.000","54.000",NA,NA,NA,NA,NA,"14.000","100.000","10.000","63021.000","63062.000",NA
"192.000","90.000","74.000",NA,"89.000","39.000","54.000",NA,NA,NA,NA,NA,"14.000","100.000","10.000","63021.000","63062.000",NA
"193.000","90.000","74.000",NA,"89.000","38.000","53.000",NA,NA,NA,NA,NA,"14.000","100.000","10.000","63021.000","63062.000",NA
"194.000","82.000","74.000",NA,"90.000","38.000","54.000",NA,NA,NA,NA,NA,"14.000","100.000","9.000","63021.000","63062.000",NA
"195.000","78.000","74.000",NA,"90.000","37.000","54.000",NA,NA,NA,NA,NA,"14.000","100.000","9.000","63021.000","63062.000",NA
