"_Elapsed_time_","_HR_","_PULSE_","_ABP_","_ABP_Sys_","_ABP_Dias_","_ABP_Mean_","_NBP_","_NBP_Sys_","_NBP_Dias_","_NBP_Mean_","_RESP_","_SpO2_L_","_PVC_Rate_per_Minute_","_Rhythm_Status_","_Ectopic_Status_","_Ectopic_Count_"
"28.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36.000",NA,"85.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"37.000",NA,"85.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"38.000",NA,"84.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"39.000",NA,"84.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"40.000",NA,"84.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"41.000",NA,"84.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"42.000",NA,"84.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"43.000",NA,"84.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"44.000",NA,"85.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"45.000",NA,"85.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"46.000",NA,"85.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"47.000",NA,"85.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"48.000",NA,"85.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"49.000",NA,"85.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"50.000",NA,"85.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"51.000",NA,"84.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"52.000",NA,"84.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"53.000",NA,"84.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"54.000",NA,"84.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"55.000",NA,"84.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"56.000",NA,"84.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"57.000",NA,"84.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"58.000",NA,"84.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"59.000",NA,"84.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"60.000",NA,"84.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"61.000",NA,"84.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"62.000",NA,"84.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"63.000",NA,"84.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"64.000",NA,"84.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"65.000",NA,"84.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"66.000",NA,"84.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"67.000",NA,"84.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"68.000",NA,"84.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"69.000",NA,"84.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"70.000",NA,"84.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"71.000",NA,"84.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"72.000",NA,"84.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"73.000",NA,"84.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"74.000",NA,"84.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"75.000",NA,"85.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"76.000",NA,"85.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"77.000",NA,"85.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"78.000",NA,"85.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"79.000",NA,"85.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"80.000",NA,"85.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"81.000",NA,"85.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"82.000",NA,"85.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"83.000",NA,"85.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"84.000",NA,"84.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"85.000",NA,"84.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"86.000",NA,"84.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"87.000",NA,"84.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"88.000",NA,"85.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"89.000",NA,"85.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"90.000",NA,"85.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"91.000",NA,"85.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"92.000",NA,"85.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"93.000",NA,"85.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"94.000",NA,"85.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"95.000",NA,"85.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"96.000",NA,"85.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"97.000",NA,"85.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"98.000",NA,"85.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"99.000",NA,"85.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.000",NA,NA,NA,NA
"100.000",NA,"85.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.000",NA,NA,NA,NA
"101.000",NA,"85.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.000",NA,NA,NA,NA
"102.000",NA,"85.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.000",NA,NA,NA,NA
"103.000",NA,"85.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.000",NA,NA,NA,NA
"104.000",NA,"85.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.000",NA,NA,NA,NA
"105.000",NA,"86.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.000",NA,NA,NA,NA
"106.000",NA,"86.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.000",NA,NA,NA,NA
"107.000",NA,"86.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.000",NA,NA,NA,NA
"108.000",NA,"86.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.000",NA,NA,NA,NA
"109.000",NA,"86.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.000",NA,NA,NA,NA
"110.000",NA,"86.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.000",NA,NA,NA,NA
"111.000",NA,"86.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"100.000",NA,NA,NA,NA
"112.000",NA,"86.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"100.000",NA,NA,NA,NA
"113.000",NA,"87.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"100.000",NA,NA,NA,NA
"114.000",NA,"87.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"100.000",NA,NA,NA,NA
"115.000",NA,"87.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"100.000",NA,NA,NA,NA
"116.000",NA,"87.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"100.000",NA,NA,NA,NA
"117.000",NA,"87.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"100.000",NA,NA,NA,NA
"118.000",NA,"87.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"100.000",NA,NA,NA,NA
"119.000",NA,"87.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"100.000",NA,NA,NA,NA
"120.000",NA,"87.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"100.000",NA,NA,NA,NA
"121.000",NA,"87.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"100.000",NA,"63005.000",NA,NA
"122.000",NA,"87.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"100.000",NA,"63005.000",NA,NA
"123.000",NA,"87.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"100.000",NA,"63005.000",NA,NA
"124.000",NA,"88.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"100.000",NA,"63005.000",NA,NA
"125.000",NA,"88.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"100.000",NA,"63005.000",NA,NA
"126.000",NA,"88.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"100.000",NA,"63005.000",NA,NA
"127.000","90.000","88.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"100.000",NA,"63005.000",NA,NA
"128.000","90.000","89.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"100.000",NA,"63005.000",NA,NA
"129.000","90.000","89.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.000",NA,"63005.000",NA,NA
"130.000","90.000","89.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.000",NA,"63005.000",NA,NA
"131.000","92.000","89.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.000",NA,"63005.000",NA,NA
"132.000","91.000","89.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.000",NA,"63005.000",NA,NA
"133.000","91.000","89.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.000",NA,"63005.000",NA,NA
"134.000","91.000","89.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.000",NA,"63005.000",NA,NA
"135.000","90.000","89.000",NA,NA,NA,NA,NA,NA,NA,NA,"9.000","99.000","0.000","63004.000",NA,NA
"136.000","90.000","89.000",NA,NA,NA,NA,NA,NA,NA,NA,"12.000","99.000","0.000","63004.000",NA,NA
"137.000","90.000","89.000",NA,NA,NA,NA,NA,NA,NA,NA,"12.000","99.000","0.000","63004.000",NA,NA
"138.000","90.000","89.000",NA,NA,NA,NA,NA,NA,NA,NA,"12.000","99.000","0.000","63004.000",NA,NA
"139.000","90.000","89.000",NA,NA,NA,NA,NA,NA,NA,NA,"12.000","99.000","0.000","63004.000",NA,NA
"140.000","90.000","89.000",NA,NA,NA,NA,NA,NA,NA,NA,"11.000","99.000","0.000","63004.000",NA,NA
"141.000","90.000","89.000",NA,NA,NA,NA,NA,NA,NA,NA,"12.000","99.000","0.000","63004.000",NA,NA
"142.000","90.000","89.000",NA,NA,NA,NA,NA,NA,NA,NA,"12.000","99.000","0.000","63004.000",NA,NA
"143.000","90.000","89.000",NA,NA,NA,NA,NA,NA,NA,NA,"13.000","99.000","0.000","63004.000",NA,NA
"144.000","90.000","89.000",NA,NA,NA,NA,NA,NA,NA,NA,"13.000","99.000","0.000","63004.000",NA,NA
"145.000","90.000","90.000",NA,NA,NA,NA,NA,NA,NA,NA,"13.000","100.000","0.000","63004.000",NA,NA
"146.000","90.000","90.000",NA,NA,NA,NA,NA,NA,NA,NA,"13.000","100.000","0.000","63004.000",NA,NA
"147.000","90.000","90.000",NA,NA,NA,NA,NA,NA,NA,NA,"13.000","100.000","0.000","63004.000",NA,NA
"148.000","91.000","90.000",NA,NA,NA,NA,NA,NA,NA,NA,"14.000","100.000","0.000","63004.000",NA,NA
"149.000","91.000","91.000",NA,NA,NA,NA,NA,NA,NA,NA,"14.000","100.000","1.000","63004.000",NA,NA
"150.000","90.000","91.000",NA,NA,NA,NA,NA,NA,NA,NA,"14.000","100.000","3.000","63004.000",NA,NA
"151.000","91.000","91.000",NA,NA,NA,NA,NA,NA,NA,NA,"14.000","100.000","4.000","63004.000",NA,NA
"152.000","91.000","91.000",NA,NA,NA,NA,NA,NA,NA,NA,"14.000","100.000","6.000","63004.000",NA,NA
"153.000","91.000","91.000",NA,NA,NA,NA,NA,NA,NA,NA,"14.000","100.000","7.000","63004.000",NA,NA
"154.000","91.000","91.000",NA,NA,NA,NA,NA,NA,NA,NA,"14.000","100.000","7.000","63004.000",NA,NA
"155.000","91.000","91.000",NA,NA,NA,NA,NA,NA,NA,NA,"14.000","100.000",NA,"63004.000",NA,NA
"156.000",NA,"91.000",NA,NA,NA,NA,NA,NA,NA,NA,"14.000","100.000",NA,"63004.000",NA,NA
"157.000",NA,"91.000",NA,NA,NA,NA,NA,NA,NA,NA,"13.000","100.000","11.000","63004.000",NA,NA
"158.000",NA,"91.000",NA,NA,NA,NA,NA,NA,NA,NA,"13.000","100.000","11.000","63004.000",NA,NA
"159.000",NA,"91.000",NA,NA,NA,NA,NA,NA,NA,NA,"13.000","100.000","11.000","63004.000",NA,NA
"160.000","92.000","91.000",NA,NA,NA,NA,NA,NA,NA,NA,"13.000","100.000","12.000","63004.000",NA,NA
"161.000","93.000","91.000",NA,NA,NA,NA,NA,NA,NA,NA,"16.000","100.000","14.000","63004.000",NA,NA
"162.000","93.000","91.000",NA,NA,NA,NA,NA,NA,NA,NA,"16.000","100.000","15.000","63004.000",NA,NA
"163.000","93.000","91.000",NA,NA,NA,NA,NA,NA,NA,NA,"17.000","100.000","16.000","63004.000",NA,NA
"164.000","93.000","92.000",NA,NA,NA,NA,NA,NA,NA,NA,"17.000","100.000","16.000","63004.000",NA,NA
"165.000","93.000","92.000",NA,NA,NA,NA,NA,NA,NA,NA,"17.000","100.000","16.000","63004.000",NA,NA
"166.000","93.000","92.000",NA,NA,NA,NA,NA,NA,NA,NA,"16.000","100.000","17.000","63004.000",NA,NA
"167.000","94.000","92.000",NA,NA,NA,NA,NA,NA,NA,NA,"16.000","100.000","19.000","63004.000",NA,NA
"168.000","94.000","93.000",NA,NA,NA,NA,NA,NA,NA,NA,"18.000","100.000","20.000","63004.000",NA,NA
"169.000","94.000","93.000",NA,NA,NA,NA,NA,NA,NA,NA,"18.000","100.000","20.000","63004.000",NA,NA
"170.000","95.000","93.000",NA,NA,NA,NA,NA,NA,NA,NA,"18.000","100.000","22.000","63004.000",NA,NA
"171.000","95.000","93.000",NA,NA,NA,NA,NA,NA,NA,NA,"18.000","100.000","23.000","63004.000",NA,NA
"172.000","96.000","94.000",NA,NA,NA,NA,NA,NA,NA,NA,"17.000","100.000","26.000","63004.000",NA,NA
"173.000","96.000","94.000",NA,NA,NA,NA,NA,NA,NA,NA,"17.000","100.000","26.000","63004.000",NA,NA
"174.000","96.000","94.000",NA,NA,NA,NA,NA,NA,NA,NA,"18.000","100.000","28.000","63004.000",NA,NA
"175.000","96.000","94.000",NA,NA,NA,NA,NA,NA,NA,NA,"18.000","100.000","29.000","63004.000",NA,NA
"176.000","96.000","94.000",NA,NA,NA,NA,NA,NA,NA,NA,"19.000","100.000","30.000","63004.000",NA,NA
"177.000","95.000","94.000",NA,NA,NA,NA,NA,NA,NA,NA,"19.000","100.000","31.000","63004.000",NA,NA
"178.000","95.000","94.000",NA,NA,NA,NA,NA,NA,NA,NA,"22.000","100.000","31.000","63004.000",NA,NA
"179.000","95.000","94.000",NA,NA,NA,NA,NA,NA,NA,NA,"22.000","100.000","31.000","63004.000",NA,NA
"180.000","95.000","94.000",NA,NA,NA,NA,NA,NA,NA,NA,"25.000","100.000","31.000","63004.000",NA,NA
"181.000","95.000","94.000",NA,NA,NA,NA,NA,NA,NA,NA,"25.000","100.000","31.000","63004.000",NA,NA
"182.000","95.000","95.000",NA,NA,NA,NA,NA,NA,NA,NA,"25.000","100.000","32.000","63004.000",NA,NA
"183.000","95.000","95.000",NA,NA,NA,NA,NA,NA,NA,NA,"25.000","100.000","32.000","63004.000",NA,NA
"184.000","95.000","95.000",NA,NA,NA,NA,NA,NA,NA,NA,"25.000","100.000","33.000","63004.000",NA,NA
"185.000","95.000","95.000",NA,NA,NA,NA,NA,NA,NA,NA,"24.000","100.000","33.000","63004.000",NA,NA
"186.000","95.000","95.000",NA,NA,NA,NA,NA,NA,NA,NA,"24.000","100.000","33.000","63004.000",NA,NA
"187.000","95.000","95.000",NA,NA,NA,NA,NA,NA,NA,NA,"24.000","100.000","33.000","63004.000",NA,NA
"188.000","96.000","95.000",NA,NA,NA,NA,NA,NA,NA,NA,"24.000","100.000","33.000","63004.000",NA,NA
"189.000","96.000","96.000",NA,NA,NA,NA,NA,NA,NA,NA,"24.000","100.000","33.000","63004.000",NA,NA
"190.000","97.000","96.000",NA,NA,NA,NA,NA,NA,NA,NA,"22.000","100.000","34.000","63004.000",NA,NA
"191.000","97.000","96.000",NA,NA,NA,NA,NA,NA,NA,NA,"25.000","100.000","35.000","63004.000",NA,NA
"192.000","97.000","96.000",NA,NA,NA,NA,NA,NA,NA,NA,"25.000","100.000","35.000","63004.000",NA,NA
"193.000","97.000","97.000",NA,NA,NA,NA,NA,NA,NA,NA,"26.000","100.000","36.000","63004.000",NA,NA
"194.000","99.000","97.000",NA,NA,NA,NA,NA,NA,NA,NA,"26.000","100.000","36.000","63004.000",NA,NA
"195.000","99.000","97.000",NA,NA,NA,NA,NA,NA,NA,NA,"27.000","100.000","36.000","63004.000",NA,NA
"196.000","99.000","97.000",NA,NA,NA,NA,NA,NA,NA,NA,"27.000","100.000","36.000","63004.000",NA,NA
"197.000","101.000","98.000",NA,NA,NA,NA,NA,NA,NA,NA,"27.000","100.000","38.000","63004.000",NA,NA
"198.000","101.000","98.000",NA,NA,NA,NA,NA,NA,NA,NA,"25.000","100.000","38.000","63004.000",NA,NA
"199.000","101.000","98.000",NA,NA,NA,NA,NA,NA,NA,NA,"26.000","100.000","38.000","63004.000",NA,NA
"200.000","101.000","99.000",NA,NA,NA,NA,NA,NA,NA,NA,"26.000","100.000","40.000","63004.000",NA,NA
"201.000","102.000","99.000",NA,NA,NA,NA,NA,NA,NA,NA,"26.000","100.000","40.000","63004.000",NA,NA
"202.000","100.000","100.000",NA,NA,NA,NA,NA,NA,NA,NA,"28.000","100.000","42.000","63020.000","63051.000",NA
"203.000","100.000","100.000",NA,NA,NA,NA,NA,NA,NA,NA,"28.000","100.000","43.000","63020.000","63051.000",NA
"204.000","100.000","100.000",NA,NA,NA,NA,NA,NA,NA,NA,"34.000","100.000","45.000","63020.000","63051.000",NA
"205.000","100.000","101.000",NA,NA,NA,NA,NA,NA,NA,NA,"34.000","100.000","47.000","63020.000","63051.000",NA
"206.000","101.000","101.000",NA,NA,NA,NA,NA,NA,NA,NA,"33.000","100.000","49.000","63020.000","63051.000",NA
"207.000","102.000","101.000",NA,NA,NA,NA,NA,NA,NA,NA,"33.000","100.000","50.000","63020.000","63051.000",NA
"208.000","102.000","100.000",NA,NA,NA,NA,NA,NA,NA,NA,"33.000","100.000","49.000","63020.000","63051.000",NA
"209.000","103.000","100.000",NA,NA,NA,NA,NA,NA,NA,NA,"29.000","100.000","47.000","63020.000","63051.000",NA
"210.000","103.000","100.000",NA,NA,NA,NA,NA,NA,NA,NA,"29.000","100.000","46.000","63020.000","63051.000",NA
"211.000","103.000","100.000",NA,NA,NA,NA,NA,NA,NA,NA,"29.000","100.000","44.000","63020.000","63051.000",NA
"212.000","104.000","100.000",NA,NA,NA,NA,NA,NA,NA,NA,"28.000","100.000","43.000","63020.000","63051.000",NA
"213.000","104.000","100.000",NA,NA,NA,NA,NA,NA,NA,NA,"28.000","100.000","43.000","63020.000","63051.000",NA
"214.000","103.000","100.000",NA,NA,NA,NA,NA,NA,NA,NA,"28.000","100.000","41.000","63020.000","63051.000",NA
"215.000","103.000","101.000",NA,NA,NA,NA,NA,NA,NA,NA,"27.000","100.000","39.000","63020.000","63051.000",NA
"216.000","103.000","101.000",NA,NA,NA,NA,NA,NA,NA,NA,"27.000","100.000","39.000","63015.000","63051.000",NA
"217.000","103.000","102.000",NA,NA,NA,NA,NA,NA,NA,NA,"27.000","100.000","39.000","63015.000","63051.000",NA
"218.000","103.000","103.000",NA,NA,NA,NA,NA,NA,NA,NA,"24.000","100.000","39.000","63015.000","63051.000",NA
"219.000","103.000","103.000",NA,NA,NA,NA,NA,NA,NA,NA,"24.000","100.000","38.000","63015.000","63051.000",NA
"220.000","104.000","104.000",NA,NA,NA,NA,NA,NA,NA,NA,"24.000","100.000","36.000","63015.000","63051.000",NA
"221.000","104.000","104.000",NA,NA,NA,NA,NA,NA,NA,NA,"24.000","100.000","35.000","63015.000","63051.000",NA
"222.000","104.000","104.000",NA,NA,NA,NA,NA,NA,NA,NA,"24.000","100.000","35.000","63015.000","63051.000",NA
"223.000","104.000","104.000",NA,NA,NA,NA,NA,NA,NA,NA,"24.000","100.000","34.000","63015.000","63051.000",NA
"224.000","104.000","103.000",NA,NA,NA,NA,NA,NA,NA,NA,"23.000","100.000","34.000","63015.000","63051.000",NA
"225.000","104.000","103.000",NA,NA,NA,NA,NA,NA,NA,NA,"23.000","100.000","34.000","63015.000","63051.000",NA
"226.000","104.000","103.000",NA,NA,NA,NA,NA,NA,NA,NA,"23.000","100.000","33.000","63015.000","63051.000",NA
"227.000","104.000","103.000",NA,NA,NA,NA,NA,NA,NA,NA,"22.000","100.000","31.000","63015.000","63051.000",NA
"228.000","104.000","103.000",NA,NA,NA,NA,NA,NA,NA,NA,"22.000","100.000","30.000","63015.000","63051.000",NA
"229.000","104.000","103.000",NA,NA,NA,NA,NA,NA,NA,NA,"22.000","100.000","30.000","63015.000","63051.000",NA
"230.000","104.000","103.000",NA,NA,NA,NA,NA,NA,NA,NA,"22.000","100.000","30.000","63015.000","63051.000",NA
"231.000","104.000","103.000",NA,NA,NA,NA,NA,NA,NA,NA,"22.000","100.000","28.000","63015.000","63051.000",NA
"232.000","104.000","103.000",NA,NA,NA,NA,NA,NA,NA,NA,"22.000","100.000","27.000","63015.000","63051.000",NA
